inference	item	correct	crossing	subform.id
{Prep} the poet , the dandelion swayed and breathed{Conn}the dandelion breathed.	16	True	True	2
{Prep} the poet , the dandelion swayed and breathed{Conn}the poet swayed.	16	False	True	1
{Prep} the poet , the dandelion swayed and breathed{Conn}the poet breathed.	16	False	True	2
{Prep} the dandelion , the poet swayed and breathed{Conn}the poet swayed.	16	True	True	1
{Prep} the dandelion , the poet swayed and breathed{Conn}the poet breathed.	16	True	True	2
{Prep} the dandelion , the poet swayed and breathed{Conn}the dandelion swayed.	16	False	True	1
{Prep} the dandelion , the poet swayed and breathed{Conn}the dandelion breathed.	16	False	True	2
{Prep} the poet , the dandelion breathed and swayed{Conn}the dandelion breathed.	16	True	True	1
{Prep} the poet , the dandelion breathed and swayed{Conn}the dandelion swayed.	16	True	True	2
{Prep} the poet , the dandelion breathed and swayed{Conn}the poet breathed.	16	False	True	1
{Prep} the poet , the dandelion breathed and swayed{Conn}the poet swayed.	16	False	True	2
{Prep} the dandelion , the poet breathed and swayed{Conn}the poet breathed.	16	True	True	1
{Prep} the dandelion , the poet breathed and swayed{Conn}the poet swayed.	16	True	True	2
{Prep} the dandelion , the poet breathed and swayed{Conn}the dandelion breathed.	16	False	True	1
{Prep} the dandelion , the poet breathed and swayed{Conn}the dandelion swayed.	16	False	True	2
{Prep} the worker , the boss resigned and apologized{Conn}the boss resigned.	17	True	True	1
{Prep} the worker , the boss resigned and apologized{Conn}the boss apologized.	17	True	True	2
{Prep} the worker , the boss resigned and apologized{Conn}the worker resigned.	17	False	True	1
{Prep} the worker , the boss resigned and apologized{Conn}the worker apologized.	17	False	True	2
{Prep} the boss , the worker resigned and apologized{Conn}the worker resigned.	17	True	True	1
{Prep} the boss , the worker resigned and apologized{Conn}the worker apologized.	17	True	True	2
{Prep} the boss , the worker resigned and apologized{Conn}the boss resigned.	17	False	True	1
{Prep} the boss , the worker resigned and apologized{Conn}the boss apologized.	17	False	True	2
{Prep} the worker , the boss apologized and resigned{Conn}the boss apologized.	17	True	True	1
{Prep} the worker , the boss apologized and resigned{Conn}the boss resigned.	17	True	True	2
{Prep} the worker , the boss apologized and resigned{Conn}the worker apologized.	17	False	True	1
{Prep} the worker , the boss apologized and resigned{Conn}the worker resigned.	17	False	True	2
{Prep} the boss , the worker apologized and resigned{Conn}the worker apologized.	17	True	True	1
{Prep} the boss , the worker apologized and resigned{Conn}the worker resigned.	17	True	True	2
{Prep} the boss , the worker apologized and resigned{Conn}the boss apologized.	17	False	True	1
{Prep} the boss , the worker apologized and resigned{Conn}the boss resigned.	17	False	True	2
{Prep} the magician , the bunny disappeared and observed{Conn}the bunny disappeared.	18	True	True	1
{Prep} the magician , the bunny disappeared and observed{Conn}the bunny observed.	18	True	True	2
{Prep} the magician , the bunny disappeared and observed{Conn}the magician disappeared.	18	False	True	1
{Prep} the magician , the bunny disappeared and observed{Conn}the magician observed.	18	False	True	2
{Prep} the bunny , the magician disappeared and observed{Conn}the magician disappeared.	18	True	True	1
{Prep} the bunny , the magician disappeared and observed{Conn}the magician observed.	18	True	True	2
{Prep} the bunny , the magician disappeared and observed{Conn}the bunny disappeared.	18	False	True	1
{Prep} the bunny , the magician disappeared and observed{Conn}the bunny observed.	18	False	True	2
{Prep} the magician , the bunny observed and disappeared{Conn}the bunny observed.	18	True	True	1
{Prep} the magician , the bunny observed and disappeared{Conn}the bunny disappeared.	18	True	True	2
{Prep} the magician , the bunny observed and disappeared{Conn}the magician observed.	18	False	True	1
{Prep} the magician , the bunny observed and disappeared{Conn}the magician disappeared.	18	False	True	2
{Prep} the bunny , the magician observed and disappeared{Conn}the magician observed.	18	True	True	1
{Prep} the bunny , the magician observed and disappeared{Conn}the magician disappeared.	18	True	True	2
{Prep} the bunny , the magician observed and disappeared{Conn}the bunny observed.	18	False	True	1
{Prep} the bunny , the magician observed and disappeared{Conn}the bunny disappeared.	18	False	True	2
{Prep} the dragon , the child apologized and flew{Conn}the child apologized.	19	True	True	1
{Prep} the dragon , the child apologized and flew{Conn}the child flew.	19	True	True	2
{Prep} the dragon , the child apologized and flew{Conn}the dragon apologized.	19	False	True	1
{Prep} the dragon , the child apologized and flew{Conn}the dragon flew.	19	False	True	2
{Prep} the child , the dragon apologized and flew{Conn}the dragon apologized.	19	True	True	1
{Prep} the child , the dragon apologized and flew{Conn}the dragon flew.	19	True	True	2
{Prep} the child , the dragon apologized and flew{Conn}the child apologized.	19	False	True	1
{Prep} the child , the dragon apologized and flew{Conn}the child flew.	19	False	True	2
{Prep} the dragon , the child flew and apologized{Conn}the child flew.	19	True	True	1
{Prep} the dragon , the child flew and apologized{Conn}the child apologized.	19	True	True	2
{Prep} the dragon , the child flew and apologized{Conn}the dragon flew.	19	False	True	1
{Prep} the dragon , the child flew and apologized{Conn}the dragon apologized.	19	False	True	2
{Prep} the child , the dragon flew and apologized{Conn}the dragon flew.	19	True	True	1
{Prep} the child , the dragon flew and apologized{Conn}the dragon apologized.	19	True	True	2
{Prep} the child , the dragon flew and apologized{Conn}the child flew.	19	False	True	1
{Prep} the child , the dragon flew and apologized{Conn}the child apologized.	19	False	True	2
{Prep} the comedian , the audience bombed and aged{Conn}the audience bombed.	20	True	True	1
{Prep} the comedian , the audience bombed and aged{Conn}the audience aged.	20	True	True	2
{Prep} the comedian , the audience bombed and aged{Conn}the comedian bombed.	20	False	True	1
{Prep} the comedian , the audience bombed and aged{Conn}the comedian aged.	20	False	True	2
{Prep} the audience , the comedian bombed and aged{Conn}the comedian bombed.	20	True	True	1
{Prep} the audience , the comedian bombed and aged{Conn}the comedian aged.	20	True	True	2
{Prep} the audience , the comedian bombed and aged{Conn}the audience bombed.	20	False	True	1
{Prep} the audience , the comedian bombed and aged{Conn}the audience aged.	20	False	True	2
{Prep} the comedian , the audience aged and bombed{Conn}the audience aged.	20	True	True	1
{Prep} the comedian , the audience aged and bombed{Conn}the audience bombed.	20	True	True	2
{Prep} the comedian , the audience aged and bombed{Conn}the comedian aged.	20	False	True	1
{Prep} the comedian , the audience aged and bombed{Conn}the comedian bombed.	20	False	True	2
{Prep} the audience , the comedian aged and bombed{Conn}the comedian aged.	20	True	True	1
{Prep} the audience , the comedian aged and bombed{Conn}the comedian bombed.	20	True	True	2
{Prep} the audience , the comedian aged and bombed{Conn}the audience aged.	20	False	True	1
{Prep} the audience , the comedian aged and bombed{Conn}the audience bombed.	20	False	True	2
{Prep} the therapist , the insurer refused and screamed{Conn}the insurer refused.	21	True	True	1
{Prep} the therapist , the insurer refused and screamed{Conn}the insurer screamed.	21	True	True	2
{Prep} the therapist , the insurer refused and screamed{Conn}the therapist refused.	21	False	True	1
{Prep} the therapist , the insurer refused and screamed{Conn}the therapist screamed.	21	False	True	2
{Prep} the insurer , the therapist refused and screamed{Conn}the therapist refused.	21	True	True	1
{Prep} the insurer , the therapist refused and screamed{Conn}the therapist screamed.	21	True	True	2
{Prep} the insurer , the therapist refused and screamed{Conn}the insurer refused.	21	False	True	1
{Prep} the insurer , the therapist refused and screamed{Conn}the insurer screamed.	21	False	True	2
{Prep} the therapist , the insurer screamed and refused{Conn}the insurer screamed.	21	True	True	1
