E_nX	E_X	C_nX	C_X
The lion yawned and the tiger growled {Conn} the lion yawned.|The lion yawned and the tiger growled {Conn} the tiger growled.		The lion yawned and the tiger growled {Conn} the tiger yawned.|The lion yawned and the tiger growled {Conn} the lion growled.	
The tiger yawned and the lion growled {Conn} the tiger yawned.|The tiger yawned and the lion growled {Conn} the lion growled.		The tiger yawned and the lion growled {Conn} the tiger growled.|The tiger yawned and the lion growled {Conn} the lion yawned.	
The doctor sat and the patient blinked {Conn} the doctor sat.|The doctor sat and the patient blinked {Conn} the patient blinked.		The doctor sat and the patient blinked {Conn} the patient sat.|The doctor sat and the patient blinked {Conn} the doctor blinked.	
The patient sat and the doctor blinked {Conn} the patient sat.|The patient sat and the doctor blinked {Conn} the doctor blinked.		The patient sat and the doctor blinked {Conn} the doctor sat.|The patient sat and the doctor blinked {Conn} the patient blinked.	
The doctor blinked and the patient sat {Conn} the doctor blinked.|The doctor blinked and the patient sat {Conn} the patient sat.		The doctor blinked and the patient sat {Conn} the patient blinked.|The doctor blinked and the patient sat {Conn} the doctor sat.	
The patient blinked and the doctor sat {Conn} the patient blinked.|The patient blinked and the doctor sat {Conn} the doctor sat.		The patient blinked and the doctor sat {Conn} the patient sat.|The patient blinked and the doctor sat {Conn} the doctor blinked.	
The President contemplated and the beaurocrat tweeted {Conn} the President contemplated.|The President contemplated and the beaurocrat tweeted {Conn} the beaurocrat tweeted.		The President contemplated and the beaurocrat tweeted {Conn} the beaurocrat contemplated.|The President contemplated and the beaurocrat tweeted {Conn} the President tweeted.	
The beaurocrat contemplated and the President tweeted {Conn} the beaurocrat contemplated.|The beaurocrat contemplated and the President tweeted {Conn} the President tweeted.		The beaurocrat contemplated and the President tweeted {Conn} the President contemplated.|The beaurocrat contemplated and the President tweeted {Conn} the beaurocrat tweeted.	
The President tweeted and the beaurocrat contemplated {Conn} the President tweeted.|The President tweeted and the beaurocrat contemplated {Conn} the beaurocrat contemplated.		The President tweeted and the beaurocrat contemplated {Conn} the beaurocrat tweeted.|The President tweeted and the beaurocrat contemplated {Conn} the President contemplated.	
The beaurocrat tweeted and the President contemplated {Conn} the beaurocrat tweeted.|The beaurocrat tweeted and the President contemplated {Conn} the President contemplated.		The beaurocrat tweeted and the President contemplated {Conn} the beaurocrat contemplated.|The beaurocrat tweeted and the President contemplated {Conn} the President tweeted.	
The bride shouted and the priest frowned {Conn} the bride shouted.|The bride shouted and the priest frowned {Conn} the priest frowned.		The bride shouted and the priest frowned {Conn} the priest shouted.|The bride shouted and the priest frowned {Conn} the bride frowned.	
The priest shouted and the bride frowned {Conn} the priest shouted.|The priest shouted and the bride frowned {Conn} the bride frowned.		The priest shouted and the bride frowned {Conn} the bride shouted.|The priest shouted and the bride frowned {Conn} the priest frowned.	
The bride frowned and the priest shouted {Conn} the bride frowned.|The bride frowned and the priest shouted {Conn} the priest shouted.		The bride frowned and the priest shouted {Conn} the priest frowned.|The bride frowned and the priest shouted {Conn} the bride shouted.	
The priest frowned and the bride shouted {Conn} the priest frowned.|The priest frowned and the bride shouted {Conn} the bride shouted.		The priest frowned and the bride shouted {Conn} the priest shouted.|The priest frowned and the bride shouted {Conn} the bride frowned.	
The bee sang and the flower wriggled {Conn} the bee sang.|The bee sang and the flower wriggled {Conn} the flower wriggled.		The bee sang and the flower wriggled {Conn} the flower sang.|The bee sang and the flower wriggled {Conn} the bee wriggled.	
The flower sang and the bee wriggled {Conn} the flower sang.|The flower sang and the bee wriggled {Conn} the bee wriggled.		The flower sang and the bee wriggled {Conn} the bee sang.|The flower sang and the bee wriggled {Conn} the flower wriggled.	
The bee wriggled and the flower sang {Conn} the bee wriggled.|The bee wriggled and the flower sang {Conn} the flower sang.		The bee wriggled and the flower sang {Conn} the flower wriggled.|The bee wriggled and the flower sang {Conn} the bee sang.	
The flower wriggled and the bee sang {Conn} the flower wriggled.|The flower wriggled and the bee sang {Conn} the bee sang.		The flower wriggled and the bee sang {Conn} the flower sang.|The flower wriggled and the bee sang {Conn} the bee wriggled.	
The baby slept and the nurse cried {Conn} the baby slept.|The baby slept and the nurse cried {Conn} the nurse cried.		The baby slept and the nurse cried {Conn} the nurse slept.|The baby slept and the nurse cried {Conn} the baby cried.	
The nurse slept and the baby cried {Conn} the nurse slept.|The nurse slept and the baby cried {Conn} the baby cried.		The nurse slept and the baby cried {Conn} the baby slept.|The nurse slept and the baby cried {Conn} the nurse cried.	
The baby cried and the nurse slept {Conn} the baby cried.|The baby cried and the nurse slept {Conn} the nurse slept.		The baby cried and the nurse slept {Conn} the nurse cried.|The baby cried and the nurse slept {Conn} the baby slept.	
The nurse cried and the baby slept {Conn} the nurse cried.|The nurse cried and the baby slept {Conn} the baby slept.		The nurse cried and the baby slept {Conn} the nurse slept.|The nurse cried and the baby slept {Conn} the baby cried.	
The virus emerged and the antibodies dwindled {Conn} the virus emerged.|The virus emerged and the antibodies dwindled {Conn} the antibodies dwindled.		The virus emerged and the antibodies dwindled {Conn} the antibodies emerged.|The virus emerged and the antibodies dwindled {Conn} the virus dwindled.	
The antibodies emerged and the virus dwindled {Conn} the antibodies emerged.|The antibodies emerged and the virus dwindled {Conn} the virus dwindled.		The antibodies emerged and the virus dwindled {Conn} the virus emerged.|The antibodies emerged and the virus dwindled {Conn} the antibodies dwindled.	
The virus dwindled and the antibodies emerged {Conn} the virus dwindled.|The virus dwindled and the antibodies emerged {Conn} the antibodies emerged.		The virus dwindled and the antibodies emerged {Conn} the antibodies dwindled.|The virus dwindled and the antibodies emerged {Conn} the virus emerged.	
The antibodies dwindled and the virus emerged {Conn} the antibodies dwindled.|The antibodies dwindled and the virus emerged {Conn} the virus emerged.		The antibodies dwindled and the virus emerged {Conn} the antibodies emerged.|The antibodies dwindled and the virus emerged {Conn} the virus dwindled.	
The chef vanished and the octopus gasped {Conn} the chef vanished.|The chef vanished and the octopus gasped {Conn} the octopus gasped.		The chef vanished and the octopus gasped {Conn} the octopus vanished.|The chef vanished and the octopus gasped {Conn} the chef gasped.	
The octopus vanished and the chef gasped {Conn} the octopus vanished.|The octopus vanished and the chef gasped {Conn} the chef gasped.		The octopus vanished and the chef gasped {Conn} the chef vanished.|The octopus vanished and the chef gasped {Conn} the octopus gasped.	
The chef gasped and the octopus vanished {Conn} the chef gasped.|The chef gasped and the octopus vanished {Conn} the octopus vanished.		The chef gasped and the octopus vanished {Conn} the octopus gasped.|The chef gasped and the octopus vanished {Conn} the chef vanished.	
The octopus gasped and the chef vanished {Conn} the octopus gasped.|The octopus gasped and the chef vanished {Conn} the chef vanished.		The octopus gasped and the chef vanished {Conn} the octopus vanished.|The octopus gasped and the chef vanished {Conn} the chef gasped.	
The journalist wrote and the senator fumed {Conn} the journalist wrote.|The journalist wrote and the senator fumed {Conn} the senator fumed.		The journalist wrote and the senator fumed {Conn} the senator wrote.|The journalist wrote and the senator fumed {Conn} the journalist fumed.	
The senator wrote and the journalist fumed {Conn} the senator wrote.|The senator wrote and the journalist fumed {Conn} the journalist fumed.		The senator wrote and the journalist fumed {Conn} the journalist wrote.|The senator wrote and the journalist fumed {Conn} the senator fumed.	
The journalist fumed and the senator wrote {Conn} the journalist fumed.|The journalist fumed and the senator wrote {Conn} the senator wrote.		The journalist fumed and the senator wrote {Conn} the senator fumed.|The journalist fumed and the senator wrote {Conn} the journalist wrote.	
The senator fumed and the journalist wrote {Conn} the senator fumed.|The senator fumed and the journalist wrote {Conn} the journalist wrote.		The senator fumed and the journalist wrote {Conn} the senator wrote.|The senator fumed and the journalist wrote {Conn} the journalist fumed.	
The ant worked and the grasshopper played {Conn} the ant worked.|The ant worked and the grasshopper played {Conn} the grasshopper played.		The ant worked and the grasshopper played {Conn} the grasshopper worked.|The ant worked and the grasshopper played {Conn} the ant played.	
The grasshopper worked and the ant played {Conn} the grasshopper worked.|The grasshopper worked and the ant played {Conn} the ant played.		The grasshopper worked and the ant played {Conn} the ant worked.|The grasshopper worked and the ant played {Conn} the grasshopper played.	
The ant played and the grasshopper worked {Conn} the ant played.|The ant played and the grasshopper worked {Conn} the grasshopper worked.		The ant played and the grasshopper worked {Conn} the grasshopper played.|The ant played and the grasshopper worked {Conn} the ant worked.	
The grasshopper played and the ant worked {Conn} the grasshopper played.|The grasshopper played and the ant worked {Conn} the ant worked.		The grasshopper played and the ant worked {Conn} the grasshopper worked.|The grasshopper played and the ant worked {Conn} the ant played.	
The princess melted and the witch rejoiced {Conn} the princess melted.|The princess melted and the witch rejoiced {Conn} the witch rejoiced.		The princess melted and the witch rejoiced {Conn} the witch melted.|The princess melted and the witch rejoiced {Conn} the princess rejoiced.	
The witch melted and the princess rejoiced {Conn} the witch melted.|The witch melted and the princess rejoiced {Conn} the princess rejoiced.		The witch melted and the princess rejoiced {Conn} the princess melted.|The witch melted and the princess rejoiced {Conn} the witch rejoiced.	
The princess rejoiced and the witch melted {Conn} the princess rejoiced.|The princess rejoiced and the witch melted {Conn} the witch melted.		The princess rejoiced and the witch melted {Conn} the witch rejoiced.|The princess rejoiced and the witch melted {Conn} the princess melted.	
The witch rejoiced and the princess melted {Conn} the witch rejoiced.|The witch rejoiced and the princess melted {Conn} the princess melted.		The witch rejoiced and the princess melted {Conn} the witch melted.|The witch rejoiced and the princess melted {Conn} the princess rejoiced.	
The fish learned and the turtle failed {Conn} the fish learned.|The fish learned and the turtle failed {Conn} the turtle failed.		The fish learned and the turtle failed {Conn} the turtle learned.|The fish learned and the turtle failed {Conn} the fish failed.	
The turtle learned and the fish failed {Conn} the turtle learned.|The turtle learned and the fish failed {Conn} the fish failed.		The turtle learned and the fish failed {Conn} the fish learned.|The turtle learned and the fish failed {Conn} the turtle failed.	
The fish failed and the turtle learned {Conn} the fish failed.|The fish failed and the turtle learned {Conn} the turtle learned.		The fish failed and the turtle learned {Conn} the turtle failed.|The fish failed and the turtle learned {Conn} the fish learned.	
The turtle failed and the fish learned {Conn} the turtle failed.|The turtle failed and the fish learned {Conn} the fish learned.		The turtle failed and the fish learned {Conn} the turtle learned.|The turtle failed and the fish learned {Conn} the fish failed.	
The king juggled and the jester sang {Conn} the king juggled.|The king juggled and the jester sang {Conn} the jester sang.		The king juggled and the jester sang {Conn} the jester juggled.|The king juggled and the jester sang {Conn} the king sang.	
The jester juggled and the king sang {Conn} the jester juggled.|The jester juggled and the king sang {Conn} the king sang.		The jester juggled and the king sang {Conn} the king juggled.|The jester juggled and the king sang {Conn} the jester sang.	
The king sang and the jester juggled {Conn} the king sang.|The king sang and the jester juggled {Conn} the jester juggled.		The king sang and the jester juggled {Conn} the jester sang.|The king sang and the jester juggled {Conn} the king juggled.	
The jester sang and the king juggled {Conn} the jester sang.|The jester sang and the king juggled {Conn} the king juggled.		The jester sang and the king juggled {Conn} the jester juggled.|The jester sang and the king juggled {Conn} the king sang.	
The poet swayed and the dandelion breathed {Conn} the poet swayed.|The poet swayed and the dandelion breathed {Conn} the dandelion breathed.		The poet swayed and the dandelion breathed {Conn} the dandelion swayed.|The poet swayed and the dandelion breathed {Conn} the poet breathed.	
The dandelion swayed and the poet breathed {Conn} the dandelion swayed.|The dandelion swayed and the poet breathed {Conn} the poet breathed.		The dandelion swayed and the poet breathed {Conn} the poet swayed.|The dandelion swayed and the poet breathed {Conn} the dandelion breathed.	
The poet breathed and the dandelion swayed {Conn} the poet breathed.|The poet breathed and the dandelion swayed {Conn} the dandelion swayed.		The poet breathed and the dandelion swayed {Conn} the dandelion breathed.|The poet breathed and the dandelion swayed {Conn} the poet swayed.	
The dandelion breathed and the poet swayed {Conn} the dandelion breathed.|The dandelion breathed and the poet swayed {Conn} the poet swayed.		The dandelion breathed and the poet swayed {Conn} the dandelion swayed.|The dandelion breathed and the poet swayed {Conn} the poet breathed.	
The worker resigned and the boss apologized {Conn} the worker resigned.|The worker resigned and the boss apologized {Conn} the boss apologized.		The worker resigned and the boss apologized {Conn} the boss resigned.|The worker resigned and the boss apologized {Conn} the worker apologized.	
The boss resigned and the worker apologized {Conn} the boss resigned.|The boss resigned and the worker apologized {Conn} the worker apologized.		The boss resigned and the worker apologized {Conn} the worker resigned.|The boss resigned and the worker apologized {Conn} the boss apologized.	
The worker apologized and the boss resigned {Conn} the worker apologized.|The worker apologized and the boss resigned {Conn} the boss resigned.		The worker apologized and the boss resigned {Conn} the boss apologized.|The worker apologized and the boss resigned {Conn} the worker resigned.	
The boss apologized and the worker resigned {Conn} the boss apologized.|The boss apologized and the worker resigned {Conn} the worker resigned.		The boss apologized and the worker resigned {Conn} the boss resigned.|The boss apologized and the worker resigned {Conn} the worker apologized.	
The magician disappeared and the bunny observed {Conn} the magician disappeared.|The magician disappeared and the bunny observed {Conn} the bunny observed.		The magician disappeared and the bunny observed {Conn} the bunny disappeared.|The magician disappeared and the bunny observed {Conn} the magician observed.	
The bunny disappeared and the magician observed {Conn} the bunny disappeared.|The bunny disappeared and the magician observed {Conn} the magician observed.		The bunny disappeared and the magician observed {Conn} the magician disappeared.|The bunny disappeared and the magician observed {Conn} the bunny observed.	
The magician observed and the bunny disappeared {Conn} the magician observed.|The magician observed and the bunny disappeared {Conn} the bunny disappeared.		The magician observed and the bunny disappeared {Conn} the bunny observed.|The magician observed and the bunny disappeared {Conn} the magician disappeared.	
The bunny observed and the magician disappeared {Conn} the bunny observed.|The bunny observed and the magician disappeared {Conn} the magician disappeared.		The bunny observed and the magician disappeared {Conn} the bunny disappeared.|The bunny observed and the magician disappeared {Conn} the magician observed.	
The dragon apologized and the child flew {Conn} the dragon apologized.|The dragon apologized and the child flew {Conn} the child flew.		The dragon apologized and the child flew {Conn} the child apologized.|The dragon apologized and the child flew {Conn} the dragon flew.	
The child apologized and the dragon flew {Conn} the child apologized.|The child apologized and the dragon flew {Conn} the dragon flew.		The child apologized and the dragon flew {Conn} the dragon apologized.|The child apologized and the dragon flew {Conn} the child flew.	
The dragon flew and the child apologized {Conn} the dragon flew.|The dragon flew and the child apologized {Conn} the child apologized.		The dragon flew and the child apologized {Conn} the child flew.|The dragon flew and the child apologized {Conn} the dragon apologized.	
The child flew and the dragon apologized {Conn} the child flew.|The child flew and the dragon apologized {Conn} the dragon apologized.		The child flew and the dragon apologized {Conn} the child apologized.|The child flew and the dragon apologized {Conn} the dragon flew.	
The comedian bombed and the audience aged {Conn} the comedian bombed.|The comedian bombed and the audience aged {Conn} the audience aged.		The comedian bombed and the audience aged {Conn} the audience bombed.|The comedian bombed and the audience aged {Conn} the comedian aged.	
The audience bombed and the comedian aged {Conn} the audience bombed.|The audience bombed and the comedian aged {Conn} the comedian aged.		The audience bombed and the comedian aged {Conn} the comedian bombed.|The audience bombed and the comedian aged {Conn} the audience aged.	
The comedian aged and the audience bombed {Conn} the comedian aged.|The comedian aged and the audience bombed {Conn} the audience bombed.		The comedian aged and the audience bombed {Conn} the audience aged.|The comedian aged and the audience bombed {Conn} the comedian bombed.	
The audience aged and the comedian bombed {Conn} the audience aged.|The audience aged and the comedian bombed {Conn} the comedian bombed.		The audience aged and the comedian bombed {Conn} the audience bombed.|The audience aged and the comedian bombed {Conn} the comedian aged.	
The therapist refused and the insurer screamed {Conn} the therapist refused.|The therapist refused and the insurer screamed {Conn} the insurer screamed.		The therapist refused and the insurer screamed {Conn} the insurer refused.|The therapist refused and the insurer screamed {Conn} the therapist screamed.	
The insurer refused and the therapist screamed {Conn} the insurer refused.|The insurer refused and the therapist screamed {Conn} the therapist screamed.		The insurer refused and the therapist screamed {Conn} the therapist refused.|The insurer refused and the therapist screamed {Conn} the insurer screamed.	
The therapist screamed and the insurer refused {Conn} the therapist screamed.|The therapist screamed and the insurer refused {Conn} the insurer refused.		The therapist screamed and the insurer refused {Conn} the insurer screamed.|The therapist screamed and the insurer refused {Conn} the therapist refused.	
The insurer screamed and the therapist refused {Conn} the insurer screamed.|The insurer screamed and the therapist refused {Conn} the therapist refused.		The insurer screamed and the therapist refused {Conn} the insurer refused.|The insurer screamed and the therapist refused {Conn} the therapist screamed.	
The shoes shone and the carpet deteriorated {Conn} the shoes shone.|The shoes shone and the carpet deteriorated {Conn} the carpet deteriorated.		The shoes shone and the carpet deteriorated {Conn} the carpet shone.|The shoes shone and the carpet deteriorated {Conn} the shoes deteriorated.	
The carpet shone and the shoes deteriorated {Conn} the carpet shone.|The carpet shone and the shoes deteriorated {Conn} the shoes deteriorated.		The carpet shone and the shoes deteriorated {Conn} the shoes shone.|The carpet shone and the shoes deteriorated {Conn} the carpet deteriorated.	
The shoes deteriorated and the carpet shone {Conn} the shoes deteriorated.|The shoes deteriorated and the carpet shone {Conn} the carpet shone.		The shoes deteriorated and the carpet shone {Conn} the carpet deteriorated.|The shoes deteriorated and the carpet shone {Conn} the shoes shone.	
The carpet deteriorated and the shoes shone {Conn} the carpet deteriorated.|The carpet deteriorated and the shoes shone {Conn} the shoes shone.		The carpet deteriorated and the shoes shone {Conn} the carpet shone.|The carpet deteriorated and the shoes shone {Conn} the shoes deteriorated.	
The principal smiled and the student frowned {Conn} the principal smiled.|The principal smiled and the student frowned {Conn} the student frowned.		The principal smiled and the student frowned {Conn} the student smiled.|The principal smiled and the student frowned {Conn} the principal frowned.	
The student smiled and the principal frowned {Conn} the student smiled.|The student smiled and the principal frowned {Conn} the principal frowned.		The student smiled and the principal frowned {Conn} the principal smiled.|The student smiled and the principal frowned {Conn} the student frowned.	
The principal frowned and the student smiled {Conn} the principal frowned.|The principal frowned and the student smiled {Conn} the student smiled.		The principal frowned and the student smiled {Conn} the student frowned.|The principal frowned and the student smiled {Conn} the principal smiled.	
The student frowned and the principal smiled {Conn} the student frowned.|The student frowned and the principal smiled {Conn} the principal smiled.		The student frowned and the principal smiled {Conn} the student smiled.|The student frowned and the principal smiled {Conn} the principal frowned.	
The river swelled and the sea shimmered {Conn} the river swelled.|The river swelled and the sea shimmered {Conn} the sea shimmered.		The river swelled and the sea shimmered {Conn} the sea swelled.|The river swelled and the sea shimmered {Conn} the river shimmered.	
The sea swelled and the river shimmered {Conn} the sea swelled.|The sea swelled and the river shimmered {Conn} the river shimmered.		The sea swelled and the river shimmered {Conn} the river swelled.|The sea swelled and the river shimmered {Conn} the sea shimmered.	
The river shimmered and the sea swelled {Conn} the river shimmered.|The river shimmered and the sea swelled {Conn} the sea swelled.		The river shimmered and the sea swelled {Conn} the sea shimmered.|The river shimmered and the sea swelled {Conn} the river swelled.	
The sea shimmered and the river swelled {Conn} the sea shimmered.|The sea shimmered and the river swelled {Conn} the river swelled.		The sea shimmered and the river swelled {Conn} the sea swelled.|The sea shimmered and the river swelled {Conn} the river shimmered.	
