E_nX	E_X	C_nX	C_X
	The beaurocrat {Comp} the President noticed tweeted {Conn} the beaurocrat tweeted.|The beaurocrat {Comp} the President noticed tweeted {Conn} the President noticed the beaurocrat.		The beaurocrat {Comp} the President noticed tweeted {Conn} the President tweeted.|The beaurocrat {Comp} the President noticed tweeted {Conn} the beaurocrat noticed the President.
	The bride {Comp} the priest slapped shouted {Conn} the bride shouted.|The bride {Comp} the priest slapped shouted {Conn} the priest slapped the bride.		The bride {Comp} the priest slapped shouted {Conn} the priest shouted.|The bride {Comp} the priest slapped shouted {Conn} the bride slapped the priest.
	The priest {Comp} the bride slapped shouted {Conn} the priest shouted.|The priest {Comp} the bride slapped shouted {Conn} the bride slapped the priest.		The priest {Comp} the bride slapped shouted {Conn} the bride shouted.|The priest {Comp} the bride slapped shouted {Conn} the priest slapped the bride.
	The bride {Comp} the priest slapped frowned {Conn} the bride frowned.|The bride {Comp} the priest slapped frowned {Conn} the priest slapped the bride.		The bride {Comp} the priest slapped frowned {Conn} the priest frowned.|The bride {Comp} the priest slapped frowned {Conn} the bride slapped the priest.
	The priest {Comp} the bride slapped frowned {Conn} the priest frowned.|The priest {Comp} the bride slapped frowned {Conn} the bride slapped the priest.		The priest {Comp} the bride slapped frowned {Conn} the bride frowned.|The priest {Comp} the bride slapped frowned {Conn} the priest slapped the bride.
	The bee {Comp} the flower appreciated sang {Conn} the bee sang.|The bee {Comp} the flower appreciated sang {Conn} the flower appreciated the bee.		The bee {Comp} the flower appreciated sang {Conn} the flower sang.|The bee {Comp} the flower appreciated sang {Conn} the bee appreciated the flower.
	The flower {Comp} the bee appreciated sang {Conn} the flower sang.|The flower {Comp} the bee appreciated sang {Conn} the bee appreciated the flower.		The flower {Comp} the bee appreciated sang {Conn} the bee sang.|The flower {Comp} the bee appreciated sang {Conn} the flower appreciated the bee.
	The bee {Comp} the flower appreciated wriggled {Conn} the bee wriggled.|The bee {Comp} the flower appreciated wriggled {Conn} the flower appreciated the bee.		The bee {Comp} the flower appreciated wriggled {Conn} the flower wriggled.|The bee {Comp} the flower appreciated wriggled {Conn} the bee appreciated the flower.
	The flower {Comp} the bee appreciated wriggled {Conn} the flower wriggled.|The flower {Comp} the bee appreciated wriggled {Conn} the bee appreciated the flower.		The flower {Comp} the bee appreciated wriggled {Conn} the bee wriggled.|The flower {Comp} the bee appreciated wriggled {Conn} the flower appreciated the bee.
	The baby {Comp} the nurse loved slept {Conn} the baby slept.|The baby {Comp} the nurse loved slept {Conn} the nurse loved the baby.		The baby {Comp} the nurse loved slept {Conn} the nurse slept.|The baby {Comp} the nurse loved slept {Conn} the baby loved the nurse.
	The nurse {Comp} the baby loved slept {Conn} the nurse slept.|The nurse {Comp} the baby loved slept {Conn} the baby loved the nurse.		The nurse {Comp} the baby loved slept {Conn} the baby slept.|The nurse {Comp} the baby loved slept {Conn} the nurse loved the baby.
	The baby {Comp} the nurse loved cried {Conn} the baby cried.|The baby {Comp} the nurse loved cried {Conn} the nurse loved the baby.		The baby {Comp} the nurse loved cried {Conn} the nurse cried.|The baby {Comp} the nurse loved cried {Conn} the baby loved the nurse.
	The nurse {Comp} the baby loved cried {Conn} the nurse cried.|The nurse {Comp} the baby loved cried {Conn} the baby loved the nurse.		The nurse {Comp} the baby loved cried {Conn} the baby cried.|The nurse {Comp} the baby loved cried {Conn} the nurse loved the baby.
	The virus {Comp} the antibodies stopped emerged {Conn} the virus emerged.|The virus {Comp} the antibodies stopped emerged {Conn} the antibodies stopped the virus.		The virus {Comp} the antibodies stopped emerged {Conn} the antibodies emerged.|The virus {Comp} the antibodies stopped emerged {Conn} the virus stopped the antibodies.
	The antibodies {Comp} the virus stopped emerged {Conn} the antibodies emerged.|The antibodies {Comp} the virus stopped emerged {Conn} the virus stopped the antibodies.		The antibodies {Comp} the virus stopped emerged {Conn} the virus emerged.|The antibodies {Comp} the virus stopped emerged {Conn} the antibodies stopped the virus.
	The virus {Comp} the antibodies stopped dwindled {Conn} the virus dwindled.|The virus {Comp} the antibodies stopped dwindled {Conn} the antibodies stopped the virus.		The virus {Comp} the antibodies stopped dwindled {Conn} the antibodies dwindled.|The virus {Comp} the antibodies stopped dwindled {Conn} the virus stopped the antibodies.
	The antibodies {Comp} the virus stopped dwindled {Conn} the antibodies dwindled.|The antibodies {Comp} the virus stopped dwindled {Conn} the virus stopped the antibodies.		The antibodies {Comp} the virus stopped dwindled {Conn} the virus dwindled.|The antibodies {Comp} the virus stopped dwindled {Conn} the antibodies stopped the virus.
	The chef {Comp} the octopus squeezed vanished {Conn} the chef vanished.|The chef {Comp} the octopus squeezed vanished {Conn} the octopus squeezed the chef.		The chef {Comp} the octopus squeezed vanished {Conn} the octopus vanished.|The chef {Comp} the octopus squeezed vanished {Conn} the chef squeezed the octopus.
	The octopus {Comp} the chef squeezed vanished {Conn} the octopus vanished.|The octopus {Comp} the chef squeezed vanished {Conn} the chef squeezed the octopus.		The octopus {Comp} the chef squeezed vanished {Conn} the chef vanished.|The octopus {Comp} the chef squeezed vanished {Conn} the octopus squeezed the chef.
	The chef {Comp} the octopus squeezed gasped {Conn} the chef gasped.|The chef {Comp} the octopus squeezed gasped {Conn} the octopus squeezed the chef.		The chef {Comp} the octopus squeezed gasped {Conn} the octopus gasped.|The chef {Comp} the octopus squeezed gasped {Conn} the chef squeezed the octopus.
	The octopus {Comp} the chef squeezed gasped {Conn} the octopus gasped.|The octopus {Comp} the chef squeezed gasped {Conn} the chef squeezed the octopus.		The octopus {Comp} the chef squeezed gasped {Conn} the chef gasped.|The octopus {Comp} the chef squeezed gasped {Conn} the octopus squeezed the chef.
	The journalist {Comp} the senator pestered wrote {Conn} the journalist wrote.|The journalist {Comp} the senator pestered wrote {Conn} the senator pestered the journalist.		The journalist {Comp} the senator pestered wrote {Conn} the senator wrote.|The journalist {Comp} the senator pestered wrote {Conn} the journalist pestered the senator.
	The senator {Comp} the journalist pestered wrote {Conn} the senator wrote.|The senator {Comp} the journalist pestered wrote {Conn} the journalist pestered the senator.		The senator {Comp} the journalist pestered wrote {Conn} the journalist wrote.|The senator {Comp} the journalist pestered wrote {Conn} the senator pestered the journalist.
	The journalist {Comp} the senator pestered fumed {Conn} the journalist fumed.|The journalist {Comp} the senator pestered fumed {Conn} the senator pestered the journalist.		The journalist {Comp} the senator pestered fumed {Conn} the senator fumed.|The journalist {Comp} the senator pestered fumed {Conn} the journalist pestered the senator.
	The senator {Comp} the journalist pestered fumed {Conn} the senator fumed.|The senator {Comp} the journalist pestered fumed {Conn} the journalist pestered the senator.		The senator {Comp} the journalist pestered fumed {Conn} the journalist fumed.|The senator {Comp} the journalist pestered fumed {Conn} the senator pestered the journalist.
	The ant {Comp} the grasshopper saw worked {Conn} the ant worked.|The ant {Comp} the grasshopper saw worked {Conn} the grasshopper saw the ant.		The ant {Comp} the grasshopper saw worked {Conn} the grasshopper worked.|The ant {Comp} the grasshopper saw worked {Conn} the ant saw the grasshopper.
	The grasshopper {Comp} the ant saw worked {Conn} the grasshopper worked.|The grasshopper {Comp} the ant saw worked {Conn} the ant saw the grasshopper.		The grasshopper {Comp} the ant saw worked {Conn} the ant worked.|The grasshopper {Comp} the ant saw worked {Conn} the grasshopper saw the ant.
	The ant {Comp} the grasshopper saw played {Conn} the ant played.|The ant {Comp} the grasshopper saw played {Conn} the grasshopper saw the ant.		The ant {Comp} the grasshopper saw played {Conn} the grasshopper played.|The ant {Comp} the grasshopper saw played {Conn} the ant saw the grasshopper.
	The grasshopper {Comp} the ant saw played {Conn} the grasshopper played.|The grasshopper {Comp} the ant saw played {Conn} the ant saw the grasshopper.		The grasshopper {Comp} the ant saw played {Conn} the ant played.|The grasshopper {Comp} the ant saw played {Conn} the grasshopper saw the ant.
	The princess {Comp} the witch angered melted {Conn} the princess melted.|The princess {Comp} the witch angered melted {Conn} the witch angered the princess.		The princess {Comp} the witch angered melted {Conn} the witch melted.|The princess {Comp} the witch angered melted {Conn} the princess angered the witch.
	The witch {Comp} the princess angered melted {Conn} the witch melted.|The witch {Comp} the princess angered melted {Conn} the princess angered the witch.		The witch {Comp} the princess angered melted {Conn} the princess melted.|The witch {Comp} the princess angered melted {Conn} the witch angered the princess.
	The princess {Comp} the witch angered rejoiced {Conn} the princess rejoiced.|The princess {Comp} the witch angered rejoiced {Conn} the witch angered the princess.		The princess {Comp} the witch angered rejoiced {Conn} the witch rejoiced.|The princess {Comp} the witch angered rejoiced {Conn} the princess angered the witch.
	The witch {Comp} the princess angered rejoiced {Conn} the witch rejoiced.|The witch {Comp} the princess angered rejoiced {Conn} the princess angered the witch.		The witch {Comp} the princess angered rejoiced {Conn} the princess rejoiced.|The witch {Comp} the princess angered rejoiced {Conn} the witch angered the princess.
	The fish {Comp} the turtle sought learned {Conn} the fish learned.|The fish {Comp} the turtle sought learned {Conn} the turtle sought the fish.		The fish {Comp} the turtle sought learned {Conn} the turtle learned.|The fish {Comp} the turtle sought learned {Conn} the fish sought the turtle.
	The turtle {Comp} the fish sought learned {Conn} the turtle learned.|The turtle {Comp} the fish sought learned {Conn} the fish sought the turtle.		The turtle {Comp} the fish sought learned {Conn} the fish learned.|The turtle {Comp} the fish sought learned {Conn} the turtle sought the fish.
	The fish {Comp} the turtle sought failed {Conn} the fish failed.|The fish {Comp} the turtle sought failed {Conn} the turtle sought the fish.		The fish {Comp} the turtle sought failed {Conn} the turtle failed.|The fish {Comp} the turtle sought failed {Conn} the fish sought the turtle.
	The turtle {Comp} the fish sought failed {Conn} the turtle failed.|The turtle {Comp} the fish sought failed {Conn} the fish sought the turtle.		The turtle {Comp} the fish sought failed {Conn} the fish failed.|The turtle {Comp} the fish sought failed {Conn} the turtle sought the fish.
	The king {Comp} the jester entertained juggled {Conn} the king juggled.|The king {Comp} the jester entertained juggled {Conn} the jester entertained the king.		The king {Comp} the jester entertained juggled {Conn} the jester juggled.|The king {Comp} the jester entertained juggled {Conn} the king entertained the jester.
	The jester {Comp} the king entertained juggled {Conn} the jester juggled.|The jester {Comp} the king entertained juggled {Conn} the king entertained the jester.		The jester {Comp} the king entertained juggled {Conn} the king juggled.|The jester {Comp} the king entertained juggled {Conn} the jester entertained the king.
	The king {Comp} the jester entertained sang {Conn} the king sang.|The king {Comp} the jester entertained sang {Conn} the jester entertained the king.		The king {Comp} the jester entertained sang {Conn} the jester sang.|The king {Comp} the jester entertained sang {Conn} the king entertained the jester.
	The jester {Comp} the king entertained sang {Conn} the jester sang.|The jester {Comp} the king entertained sang {Conn} the king entertained the jester.		The jester {Comp} the king entertained sang {Conn} the king sang.|The jester {Comp} the king entertained sang {Conn} the jester entertained the king.
	The poet {Comp} the dandelion brushed swayed {Conn} the poet swayed.|The poet {Comp} the dandelion brushed swayed {Conn} the dandelion brushed the poet.		The poet {Comp} the dandelion brushed swayed {Conn} the dandelion swayed.|The poet {Comp} the dandelion brushed swayed {Conn} the poet brushed the dandelion.
	The dandelion {Comp} the poet brushed swayed {Conn} the dandelion swayed.|The dandelion {Comp} the poet brushed swayed {Conn} the poet brushed the dandelion.		The dandelion {Comp} the poet brushed swayed {Conn} the poet swayed.|The dandelion {Comp} the poet brushed swayed {Conn} the dandelion brushed the poet.
	The poet {Comp} the dandelion brushed breathed {Conn} the poet breathed.|The poet {Comp} the dandelion brushed breathed {Conn} the dandelion brushed the poet.		The poet {Comp} the dandelion brushed breathed {Conn} the dandelion breathed.|The poet {Comp} the dandelion brushed breathed {Conn} the poet brushed the dandelion.
	The dandelion {Comp} the poet brushed breathed {Conn} the dandelion breathed.|The dandelion {Comp} the poet brushed breathed {Conn} the poet brushed the dandelion.		The dandelion {Comp} the poet brushed breathed {Conn} the poet breathed.|The dandelion {Comp} the poet brushed breathed {Conn} the dandelion brushed the poet.
	The worker {Comp} the boss sued resigned {Conn} the worker resigned.|The worker {Comp} the boss sued resigned {Conn} the boss sued the worker.		The worker {Comp} the boss sued resigned {Conn} the boss resigned.|The worker {Comp} the boss sued resigned {Conn} the worker sued the boss.
	The boss {Comp} the worker sued resigned {Conn} the boss resigned.|The boss {Comp} the worker sued resigned {Conn} the worker sued the boss.		The boss {Comp} the worker sued resigned {Conn} the worker resigned.|The boss {Comp} the worker sued resigned {Conn} the boss sued the worker.
	The worker {Comp} the boss sued apologized {Conn} the worker apologized.|The worker {Comp} the boss sued apologized {Conn} the boss sued the worker.		The worker {Comp} the boss sued apologized {Conn} the boss apologized.|The worker {Comp} the boss sued apologized {Conn} the worker sued the boss.
	The boss {Comp} the worker sued apologized {Conn} the boss apologized.|The boss {Comp} the worker sued apologized {Conn} the worker sued the boss.		The boss {Comp} the worker sued apologized {Conn} the worker apologized.|The boss {Comp} the worker sued apologized {Conn} the boss sued the worker.
	The magician {Comp} the bunny touched disappeared {Conn} the magician disappeared.|The magician {Comp} the bunny touched disappeared {Conn} the bunny touched the magician.		The magician {Comp} the bunny touched disappeared {Conn} the bunny disappeared.|The magician {Comp} the bunny touched disappeared {Conn} the magician touched the bunny.
	The bunny {Comp} the magician touched disappeared {Conn} the bunny disappeared.|The bunny {Comp} the magician touched disappeared {Conn} the magician touched the bunny.		The bunny {Comp} the magician touched disappeared {Conn} the magician disappeared.|The bunny {Comp} the magician touched disappeared {Conn} the bunny touched the magician.
	The magician {Comp} the bunny touched observed {Conn} the magician observed.|The magician {Comp} the bunny touched observed {Conn} the bunny touched the magician.		The magician {Comp} the bunny touched observed {Conn} the bunny observed.|The magician {Comp} the bunny touched observed {Conn} the magician touched the bunny.
	The bunny {Comp} the magician touched observed {Conn} the bunny observed.|The bunny {Comp} the magician touched observed {Conn} the magician touched the bunny.		The bunny {Comp} the magician touched observed {Conn} the magician observed.|The bunny {Comp} the magician touched observed {Conn} the bunny touched the magician.
	The dragon {Comp} the child surprised apologized {Conn} the dragon apologized.|The dragon {Comp} the child surprised apologized {Conn} the child surprised the dragon.		The dragon {Comp} the child surprised apologized {Conn} the child apologized.|The dragon {Comp} the child surprised apologized {Conn} the dragon surprised the child.
	The child {Comp} the dragon surprised apologized {Conn} the child apologized.|The child {Comp} the dragon surprised apologized {Conn} the dragon surprised the child.		The child {Comp} the dragon surprised apologized {Conn} the dragon apologized.|The child {Comp} the dragon surprised apologized {Conn} the child surprised the dragon.
	The dragon {Comp} the child surprised flew {Conn} the dragon flew.|The dragon {Comp} the child surprised flew {Conn} the child surprised the dragon.		The dragon {Comp} the child surprised flew {Conn} the child flew.|The dragon {Comp} the child surprised flew {Conn} the dragon surprised the child.
	The child {Comp} the dragon surprised flew {Conn} the child flew.|The child {Comp} the dragon surprised flew {Conn} the dragon surprised the child.		The child {Comp} the dragon surprised flew {Conn} the dragon flew.|The child {Comp} the dragon surprised flew {Conn} the child surprised the dragon.
	The comedian {Comp} the audience delighted bombed {Conn} the comedian bombed.|The comedian {Comp} the audience delighted bombed {Conn} the audience delighted the comedian.		The comedian {Comp} the audience delighted bombed {Conn} the audience bombed.|The comedian {Comp} the audience delighted bombed {Conn} the comedian delighted the audience.
	The audience {Comp} the comedian delighted bombed {Conn} the audience bombed.|The audience {Comp} the comedian delighted bombed {Conn} the comedian delighted the audience.		The audience {Comp} the comedian delighted bombed {Conn} the comedian bombed.|The audience {Comp} the comedian delighted bombed {Conn} the audience delighted the comedian.
	The comedian {Comp} the audience delighted aged {Conn} the comedian aged.|The comedian {Comp} the audience delighted aged {Conn} the audience delighted the comedian.		The comedian {Comp} the audience delighted aged {Conn} the audience aged.|The comedian {Comp} the audience delighted aged {Conn} the comedian delighted the audience.
	The audience {Comp} the comedian delighted aged {Conn} the audience aged.|The audience {Comp} the comedian delighted aged {Conn} the comedian delighted the audience.		The audience {Comp} the comedian delighted aged {Conn} the comedian aged.|The audience {Comp} the comedian delighted aged {Conn} the audience delighted the comedian.
	The therapist {Comp} the insurer frustrated refused {Conn} the therapist refused.|The therapist {Comp} the insurer frustrated refused {Conn} the insurer frustrated the therapist.		The therapist {Comp} the insurer frustrated refused {Conn} the insurer refused.|The therapist {Comp} the insurer frustrated refused {Conn} the therapist frustrated the insurer.
	The insurer {Comp} the therapist frustrated refused {Conn} the insurer refused.|The insurer {Comp} the therapist frustrated refused {Conn} the therapist frustrated the insurer.		The insurer {Comp} the therapist frustrated refused {Conn} the therapist refused.|The insurer {Comp} the therapist frustrated refused {Conn} the insurer frustrated the therapist.
	The therapist {Comp} the insurer frustrated screamed {Conn} the therapist screamed.|The therapist {Comp} the insurer frustrated screamed {Conn} the insurer frustrated the therapist.		The therapist {Comp} the insurer frustrated screamed {Conn} the insurer screamed.|The therapist {Comp} the insurer frustrated screamed {Conn} the therapist frustrated the insurer.
	The insurer {Comp} the therapist frustrated screamed {Conn} the insurer screamed.|The insurer {Comp} the therapist frustrated screamed {Conn} the therapist frustrated the insurer.		The insurer {Comp} the therapist frustrated screamed {Conn} the therapist screamed.|The insurer {Comp} the therapist frustrated screamed {Conn} the insurer frustrated the therapist.
	The shoes {Comp} the carpet destroyed shone {Conn} the shoes shone.|The shoes {Comp} the carpet destroyed shone {Conn} the carpet destroyed the shoes.		The shoes {Comp} the carpet destroyed shone {Conn} the carpet shone.|The shoes {Comp} the carpet destroyed shone {Conn} the shoes destroyed the carpet.
	The carpet {Comp} the shoes destroyed shone {Conn} the carpet shone.|The carpet {Comp} the shoes destroyed shone {Conn} the shoes destroyed the carpet.		The carpet {Comp} the shoes destroyed shone {Conn} the shoes shone.|The carpet {Comp} the shoes destroyed shone {Conn} the carpet destroyed the shoes.
	The shoes {Comp} the carpet destroyed deteriorated {Conn} the shoes deteriorated.|The shoes {Comp} the carpet destroyed deteriorated {Conn} the carpet destroyed the shoes.		The shoes {Comp} the carpet destroyed deteriorated {Conn} the carpet deteriorated.|The shoes {Comp} the carpet destroyed deteriorated {Conn} the shoes destroyed the carpet.
	The carpet {Comp} the shoes destroyed deteriorated {Conn} the carpet deteriorated.|The carpet {Comp} the shoes destroyed deteriorated {Conn} the shoes destroyed the carpet.		The carpet {Comp} the shoes destroyed deteriorated {Conn} the shoes deteriorated.|The carpet {Comp} the shoes destroyed deteriorated {Conn} the carpet destroyed the shoes.
	The principal {Comp} the student expelled smiled {Conn} the principal smiled.|The principal {Comp} the student expelled smiled {Conn} the student expelled the principal.		The principal {Comp} the student expelled smiled {Conn} the student smiled.|The principal {Comp} the student expelled smiled {Conn} the principal expelled the student.
	The student {Comp} the principal expelled smiled {Conn} the student smiled.|The student {Comp} the principal expelled smiled {Conn} the principal expelled the student.		The student {Comp} the principal expelled smiled {Conn} the principal smiled.|The student {Comp} the principal expelled smiled {Conn} the student expelled the principal.
	The principal {Comp} the student expelled frowned {Conn} the principal frowned.|The principal {Comp} the student expelled frowned {Conn} the student expelled the principal.		The principal {Comp} the student expelled frowned {Conn} the student frowned.|The principal {Comp} the student expelled frowned {Conn} the principal expelled the student.
	The student {Comp} the principal expelled frowned {Conn} the student frowned.|The student {Comp} the principal expelled frowned {Conn} the principal expelled the student.		The student {Comp} the principal expelled frowned {Conn} the principal frowned.|The student {Comp} the principal expelled frowned {Conn} the student expelled the principal.
	The river {Comp} the sea joined swelled {Conn} the river swelled.|The river {Comp} the sea joined swelled {Conn} the sea joined the river.		The river {Comp} the sea joined swelled {Conn} the sea swelled.|The river {Comp} the sea joined swelled {Conn} the river joined the sea.
	The sea {Comp} the river joined swelled {Conn} the sea swelled.|The sea {Comp} the river joined swelled {Conn} the river joined the sea.		The sea {Comp} the river joined swelled {Conn} the river swelled.|The sea {Comp} the river joined swelled {Conn} the sea joined the river.
	The river {Comp} the sea joined shimmered {Conn} the river shimmered.|The river {Comp} the sea joined shimmered {Conn} the sea joined the river.		The river {Comp} the sea joined shimmered {Conn} the sea shimmered.|The river {Comp} the sea joined shimmered {Conn} the river joined the sea.
	The sea {Comp} the river joined shimmered {Conn} the sea shimmered.|The sea {Comp} the river joined shimmered {Conn} the river joined the sea.		The sea {Comp} the river joined shimmered {Conn} the river shimmered.|The sea {Comp} the river joined shimmered {Conn} the sea joined the river.
