inference	item	correct	crossing	subform.id	{Prep}	{E/D}	{Comp}	{Conn}	connective.summ	surprisal.idx
The tree that the car hit burned, on the other hand, the tree burned.	0	True	False	1			that	, on the other hand, 	False	55
The tree that the car hit burned; on the other hand, the tree burned.	0	True	False	1			that	; on the other hand, 	False	55
The tree that the car hit burned, thus, the tree burned.	0	True	False	1			that	, thus, 	True	42
The tree that the car hit burned; thus, the tree burned.	0	True	False	1			that	; thus, 	True	42
The tree that the car hit burned, that is, the tree burned.	0	True	False	1			that	, that is, 	True	45
The tree that the car hit burned; that is, the tree burned.	0	True	False	1			that	; that is, 	True	45
The tree that the car hit burned, therefore, the tree burned.	0	True	False	1			that	, therefore, 	True	47
The tree that the car hit burned; therefore, the tree burned.	0	True	False	1			that	; therefore, 	True	47
The tree that the car hit burned, in short, the tree burned.	0	True	False	1			that	, in short, 	True	46
The tree that the car hit burned; in short, the tree burned.	0	True	False	1			that	; in short, 	True	46
The tree that the car hit burned, by contrast, the tree burned.	0	True	False	1			that	, by contrast, 	False	47
The tree that the car hit burned; by contrast, the tree burned.	0	True	False	1			that	; by contrast, 	False	47
The tree that the car hit burned, on the other hand, the tree burned.	0	True	False	1			that	, on the other hand, 	False	53
The tree that the car hit burned; on the other hand, the tree burned.	0	True	False	1			that	; on the other hand, 	False	53
The tree that the car hit burned, thus, the tree burned.	0	True	False	1			that	, thus, 	True	40
The tree that the car hit burned; thus, the tree burned.	0	True	False	1			that	; thus, 	True	40
The tree that the car hit burned, that is, the tree burned.	0	True	False	1			that	, that is, 	True	43
The tree that the car hit burned; that is, the tree burned.	0	True	False	1			that	; that is, 	True	43
The tree that the car hit burned, therefore, the tree burned.	0	True	False	1			that	, therefore, 	True	45
The tree that the car hit burned; therefore, the tree burned.	0	True	False	1			that	; therefore, 	True	45
The tree that the car hit burned, in short, the tree burned.	0	True	False	1			that	, in short, 	True	44
The tree that the car hit burned; in short, the tree burned.	0	True	False	1			that	; in short, 	True	44
The tree that the car hit burned, by contrast, the car hit the tree.	0	True	False	2			that	, by contrast, 	False	49
The tree that the car hit burned; by contrast, the car hit the tree.	0	True	False	2			that	; by contrast, 	False	49
The tree that the car hit burned, on the other hand, the car hit the tree.	0	True	False	2			that	, on the other hand, 	False	55
The tree that the car hit burned; on the other hand, the car hit the tree.	0	True	False	2			that	; on the other hand, 	False	55
The tree that the car hit burned, thus, the car hit the tree.	0	True	False	2			that	, thus, 	True	42
The tree that the car hit burned; thus, the car hit the tree.	0	True	False	2			that	; thus, 	True	42
The tree that the car hit burned, that is, the car hit the tree.	0	True	False	2			that	, that is, 	True	45
The tree that the car hit burned; that is, the car hit the tree.	0	True	False	2			that	; that is, 	True	45
The tree that the car hit burned, therefore, the car hit the tree.	0	True	False	2			that	, therefore, 	True	47
The tree that the car hit burned; therefore, the car hit the tree.	0	True	False	2			that	; therefore, 	True	47
The tree that the car hit burned, in short, the car hit the tree.	0	True	False	2			that	, in short, 	True	46
The tree that the car hit burned; in short, the car hit the tree.	0	True	False	2			that	; in short, 	True	46
The tree that the car hit burned, by contrast, the car hit the tree.	0	True	False	2			that	, by contrast, 	False	47
The tree that the car hit burned; by contrast, the car hit the tree.	0	True	False	2			that	; by contrast, 	False	47
The tree that the car hit burned, on the other hand, the car hit the tree.	0	True	False	2			that	, on the other hand, 	False	53
The tree that the car hit burned; on the other hand, the car hit the tree.	0	True	False	2			that	; on the other hand, 	False	53
The tree that the car hit burned, thus, the car hit the tree.	0	True	False	2			that	, thus, 	True	40
The tree that the car hit burned; thus, the car hit the tree.	0	True	False	2			that	; thus, 	True	40
The tree that the car hit burned, that is, the car hit the tree.	0	True	False	2			that	, that is, 	True	43
The tree that the car hit burned; that is, the car hit the tree.	0	True	False	2			that	; that is, 	True	43
The tree that the car hit burned, therefore, the car hit the tree.	0	True	False	2			that	, therefore, 	True	45
The tree that the car hit burned; therefore, the car hit the tree.	0	True	False	2			that	; therefore, 	True	45
The tree that the car hit burned, in short, the car hit the tree.	0	True	False	2			that	, in short, 	True	44
The tree that the car hit burned; in short, the car hit the tree.	0	True	False	2			that	; in short, 	True	44
The tree that the car hit burned, by contrast, the car burned.	0	False	False	1			that	, by contrast, 	False	49
The tree that the car hit burned; by contrast, the car burned.	0	False	False	1			that	; by contrast, 	False	49
The tree that the car hit burned, on the other hand, the car burned.	0	False	False	1			that	, on the other hand, 	False	55
The tree that the car hit burned; on the other hand, the car burned.	0	False	False	1			that	; on the other hand, 	False	55
The tree that the car hit burned, thus, the car burned.	0	False	False	1			that	, thus, 	True	42
The tree that the car hit burned; thus, the car burned.	0	False	False	1			that	; thus, 	True	42
The tree that the car hit burned, that is, the car burned.	0	False	False	1			that	, that is, 	True	45
The tree that the car hit burned; that is, the car burned.	0	False	False	1			that	; that is, 	True	45
The tree that the car hit burned, therefore, the car burned.	0	False	False	1			that	, therefore, 	True	47
The tree that the car hit burned; therefore, the car burned.	0	False	False	1			that	; therefore, 	True	47
The tree that the car hit burned, in short, the car burned.	0	False	False	1			that	, in short, 	True	46
The tree that the car hit burned; in short, the car burned.	0	False	False	1			that	; in short, 	True	46
The tree that the car hit burned, by contrast, the car burned.	0	False	False	1			that	, by contrast, 	False	47
The tree that the car hit burned; by contrast, the car burned.	0	False	False	1			that	; by contrast, 	False	47
The tree that the car hit burned, on the other hand, the car burned.	0	False	False	1			that	, on the other hand, 	False	53
The tree that the car hit burned; on the other hand, the car burned.	0	False	False	1			that	; on the other hand, 	False	53
The tree that the car hit burned, thus, the car burned.	0	False	False	1			that	, thus, 	True	40
The tree that the car hit burned; thus, the car burned.	0	False	False	1			that	; thus, 	True	40
The tree that the car hit burned, that is, the car burned.	0	False	False	1			that	, that is, 	True	43
The tree that the car hit burned; that is, the car burned.	0	False	False	1			that	; that is, 	True	43
The tree that the car hit burned, therefore, the car burned.	0	False	False	1			that	, therefore, 	True	45
The tree that the car hit burned; therefore, the car burned.	0	False	False	1			that	; therefore, 	True	45
The tree that the car hit burned, in short, the car burned.	0	False	False	1			that	, in short, 	True	44
The tree that the car hit burned; in short, the car burned.	0	False	False	1			that	; in short, 	True	44
The tree that the car hit burned, by contrast, the tree hit the car.	0	False	False	2			that	, by contrast, 	False	49
The tree that the car hit burned; by contrast, the tree hit the car.	0	False	False	2			that	; by contrast, 	False	49
The tree that the car hit burned, on the other hand, the tree hit the car.	0	False	False	2			that	, on the other hand, 	False	55
The tree that the car hit burned; on the other hand, the tree hit the car.	0	False	False	2			that	; on the other hand, 	False	55
The tree that the car hit burned, thus, the tree hit the car.	0	False	False	2			that	, thus, 	True	42
The tree that the car hit burned; thus, the tree hit the car.	0	False	False	2			that	; thus, 	True	42
The tree that the car hit burned, that is, the tree hit the car.	0	False	False	2			that	, that is, 	True	45
The tree that the car hit burned; that is, the tree hit the car.	0	False	False	2			that	; that is, 	True	45
The tree that the car hit burned, therefore, the tree hit the car.	0	False	False	2			that	, therefore, 	True	47
The tree that the car hit burned; therefore, the tree hit the car.	0	False	False	2			that	; therefore, 	True	47
The tree that the car hit burned, in short, the tree hit the car.	0	False	False	2			that	, in short, 	True	46
The tree that the car hit burned; in short, the tree hit the car.	0	False	False	2			that	; in short, 	True	46
The tree that the car hit burned, by contrast, the tree hit the car.	0	False	False	2			that	, by contrast, 	False	47
The tree that the car hit burned; by contrast, the tree hit the car.	0	False	False	2			that	; by contrast, 	False	47
The tree that the car hit burned, on the other hand, the tree hit the car.	0	False	False	2			that	, on the other hand, 	False	53
The tree that the car hit burned; on the other hand, the tree hit the car.	0	False	False	2			that	; on the other hand, 	False	53
The tree that the car hit burned, thus, the tree hit the car.	0	False	False	2			that	, thus, 	True	40
The tree that the car hit burned; thus, the tree hit the car.	0	False	False	2			that	; thus, 	True	40
The tree that the car hit burned, that is, the tree hit the car.	0	False	False	2			that	, that is, 	True	43
The tree that the car hit burned; that is, the tree hit the car.	0	False	False	2			that	; that is, 	True	43
The tree that the car hit burned, therefore, the tree hit the car.	0	False	False	2			that	, therefore, 	True	45
The tree that the car hit burned; therefore, the tree hit the car.	0	False	False	2			that	; therefore, 	True	45
The tree that the car hit burned, in short, the tree hit the car.	0	False	False	2			that	, in short, 	True	44
The tree that the car hit burned; in short, the tree hit the car.	0	False	False	2			that	; in short, 	True	44
The car that the tree hit shook, by contrast, the car shook.	0	True	False	1			that	, by contrast, 	False	48
The car that the tree hit shook; by contrast, the car shook.	0	True	False	1			that	; by contrast, 	False	48
The car that the tree hit shook, on the other hand, the car shook.	0	True	False	1			that	, on the other hand, 	False	54
The car that the tree hit shook; on the other hand, the car shook.	0	True	False	1			that	; on the other hand, 	False	54
The car that the tree hit shook, thus, the car shook.	0	True	False	1			that	, thus, 	True	41
The car that the tree hit shook; thus, the car shook.	0	True	False	1			that	; thus, 	True	41
The car that the tree hit shook, that is, the car shook.	0	True	False	1			that	, that is, 	True	44
The car that the tree hit shook; that is, the car shook.	0	True	False	1			that	; that is, 	True	44
The car that the tree hit shook, therefore, the car shook.	0	True	False	1			that	, therefore, 	True	46
The car that the tree hit shook; therefore, the car shook.	0	True	False	1			that	; therefore, 	True	46
The car that the tree hit shook, in short, the car shook.	0	True	False	1			that	, in short, 	True	45
The car that the tree hit shook; in short, the car shook.	0	True	False	1			that	; in short, 	True	45
The car that the tree hit shook, by contrast, the car shook.	0	True	False	1			that	, by contrast, 	False	46
The car that the tree hit shook; by contrast, the car shook.	0	True	False	1			that	; by contrast, 	False	46
The car that the tree hit shook, on the other hand, the car shook.	0	True	False	1			that	, on the other hand, 	False	52
The car that the tree hit shook; on the other hand, the car shook.	0	True	False	1			that	; on the other hand, 	False	52
The car that the tree hit shook, thus, the car shook.	0	True	False	1			that	, thus, 	True	39
The car that the tree hit shook; thus, the car shook.	0	True	False	1			that	; thus, 	True	39
The car that the tree hit shook, that is, the car shook.	0	True	False	1			that	, that is, 	True	42
The car that the tree hit shook; that is, the car shook.	0	True	False	1			that	; that is, 	True	42
The car that the tree hit shook, therefore, the car shook.	0	True	False	1			that	, therefore, 	True	44
The car that the tree hit shook; therefore, the car shook.	0	True	False	1			that	; therefore, 	True	44
The car that the tree hit shook, in short, the car shook.	0	True	False	1			that	, in short, 	True	43
The car that the tree hit shook; in short, the car shook.	0	True	False	1			that	; in short, 	True	43
The car that the tree hit shook, by contrast, the tree hit the car.	0	True	False	2			that	, by contrast, 	False	48
The car that the tree hit shook; by contrast, the tree hit the car.	0	True	False	2			that	; by contrast, 	False	48
The car that the tree hit shook, on the other hand, the tree hit the car.	0	True	False	2			that	, on the other hand, 	False	54
The car that the tree hit shook; on the other hand, the tree hit the car.	0	True	False	2			that	; on the other hand, 	False	54
The car that the tree hit shook, thus, the tree hit the car.	0	True	False	2			that	, thus, 	True	41
The car that the tree hit shook; thus, the tree hit the car.	0	True	False	2			that	; thus, 	True	41
The car that the tree hit shook, that is, the tree hit the car.	0	True	False	2			that	, that is, 	True	44
The car that the tree hit shook; that is, the tree hit the car.	0	True	False	2			that	; that is, 	True	44
The car that the tree hit shook, therefore, the tree hit the car.	0	True	False	2			that	, therefore, 	True	46
The car that the tree hit shook; therefore, the tree hit the car.	0	True	False	2			that	; therefore, 	True	46
The car that the tree hit shook, in short, the tree hit the car.	0	True	False	2			that	, in short, 	True	45
The car that the tree hit shook; in short, the tree hit the car.	0	True	False	2			that	; in short, 	True	45
The car that the tree hit shook, by contrast, the tree hit the car.	0	True	False	2			that	, by contrast, 	False	46
The car that the tree hit shook; by contrast, the tree hit the car.	0	True	False	2			that	; by contrast, 	False	46
The car that the tree hit shook, on the other hand, the tree hit the car.	0	True	False	2			that	, on the other hand, 	False	52
The car that the tree hit shook; on the other hand, the tree hit the car.	0	True	False	2			that	; on the other hand, 	False	52
The car that the tree hit shook, thus, the tree hit the car.	0	True	False	2			that	, thus, 	True	39
The car that the tree hit shook; thus, the tree hit the car.	0	True	False	2			that	; thus, 	True	39
The car that the tree hit shook, that is, the tree hit the car.	0	True	False	2			that	, that is, 	True	42
The car that the tree hit shook; that is, the tree hit the car.	0	True	False	2			that	; that is, 	True	42
The car that the tree hit shook, therefore, the tree hit the car.	0	True	False	2			that	, therefore, 	True	44
The car that the tree hit shook; therefore, the tree hit the car.	0	True	False	2			that	; therefore, 	True	44
The car that the tree hit shook, in short, the tree hit the car.	0	True	False	2			that	, in short, 	True	43
The car that the tree hit shook; in short, the tree hit the car.	0	True	False	2			that	; in short, 	True	43
The car that the tree hit shook, by contrast, the tree shook.	0	False	False	1			that	, by contrast, 	False	48
The car that the tree hit shook; by contrast, the tree shook.	0	False	False	1			that	; by contrast, 	False	48
The car that the tree hit shook, on the other hand, the tree shook.	0	False	False	1			that	, on the other hand, 	False	54
The car that the tree hit shook; on the other hand, the tree shook.	0	False	False	1			that	; on the other hand, 	False	54
The car that the tree hit shook, thus, the tree shook.	0	False	False	1			that	, thus, 	True	41
The car that the tree hit shook; thus, the tree shook.	0	False	False	1			that	; thus, 	True	41
The car that the tree hit shook, that is, the tree shook.	0	False	False	1			that	, that is, 	True	44
The car that the tree hit shook; that is, the tree shook.	0	False	False	1			that	; that is, 	True	44
The car that the tree hit shook, therefore, the tree shook.	0	False	False	1			that	, therefore, 	True	46
The car that the tree hit shook; therefore, the tree shook.	0	False	False	1			that	; therefore, 	True	46
The car that the tree hit shook, in short, the tree shook.	0	False	False	1			that	, in short, 	True	45
The car that the tree hit shook; in short, the tree shook.	0	False	False	1			that	; in short, 	True	45
The car that the tree hit shook, by contrast, the tree shook.	0	False	False	1			that	, by contrast, 	False	46
The car that the tree hit shook; by contrast, the tree shook.	0	False	False	1			that	; by contrast, 	False	46
The car that the tree hit shook, on the other hand, the tree shook.	0	False	False	1			that	, on the other hand, 	False	52
The car that the tree hit shook; on the other hand, the tree shook.	0	False	False	1			that	; on the other hand, 	False	52
The car that the tree hit shook, thus, the tree shook.	0	False	False	1			that	, thus, 	True	39
The car that the tree hit shook; thus, the tree shook.	0	False	False	1			that	; thus, 	True	39
The car that the tree hit shook, that is, the tree shook.	0	False	False	1			that	, that is, 	True	42
The car that the tree hit shook; that is, the tree shook.	0	False	False	1			that	; that is, 	True	42
The car that the tree hit shook, therefore, the tree shook.	0	False	False	1			that	, therefore, 	True	44
The car that the tree hit shook; therefore, the tree shook.	0	False	False	1			that	; therefore, 	True	44
The car that the tree hit shook, in short, the tree shook.	0	False	False	1			that	, in short, 	True	43
The car that the tree hit shook; in short, the tree shook.	0	False	False	1			that	; in short, 	True	43
The car that the tree hit shook, by contrast, the car hit the tree.	0	False	False	2			that	, by contrast, 	False	48
The car that the tree hit shook; by contrast, the car hit the tree.	0	False	False	2			that	; by contrast, 	False	48
The car that the tree hit shook, on the other hand, the car hit the tree.	0	False	False	2			that	, on the other hand, 	False	54
The car that the tree hit shook; on the other hand, the car hit the tree.	0	False	False	2			that	; on the other hand, 	False	54
The car that the tree hit shook, thus, the car hit the tree.	0	False	False	2			that	, thus, 	True	41
The car that the tree hit shook; thus, the car hit the tree.	0	False	False	2			that	; thus, 	True	41
The car that the tree hit shook, that is, the car hit the tree.	0	False	False	2			that	, that is, 	True	44
The car that the tree hit shook; that is, the car hit the tree.	0	False	False	2			that	; that is, 	True	44
The car that the tree hit shook, therefore, the car hit the tree.	0	False	False	2			that	, therefore, 	True	46
The car that the tree hit shook; therefore, the car hit the tree.	0	False	False	2			that	; therefore, 	True	46
The car that the tree hit shook, in short, the car hit the tree.	0	False	False	2			that	, in short, 	True	45
The car that the tree hit shook; in short, the car hit the tree.	0	False	False	2			that	; in short, 	True	45
The car that the tree hit shook, by contrast, the car hit the tree.	0	False	False	2			that	, by contrast, 	False	46
The car that the tree hit shook; by contrast, the car hit the tree.	0	False	False	2			that	; by contrast, 	False	46
The car that the tree hit shook, on the other hand, the car hit the tree.	0	False	False	2			that	, on the other hand, 	False	52
The car that the tree hit shook; on the other hand, the car hit the tree.	0	False	False	2			that	; on the other hand, 	False	52
The car that the tree hit shook, thus, the car hit the tree.	0	False	False	2			that	, thus, 	True	39
The car that the tree hit shook; thus, the car hit the tree.	0	False	False	2			that	; thus, 	True	39
The car that the tree hit shook, that is, the car hit the tree.	0	False	False	2			that	, that is, 	True	42
The car that the tree hit shook; that is, the car hit the tree.	0	False	False	2			that	; that is, 	True	42
The car that the tree hit shook, therefore, the car hit the tree.	0	False	False	2			that	, therefore, 	True	44
The car that the tree hit shook; therefore, the car hit the tree.	0	False	False	2			that	; therefore, 	True	44
The car that the tree hit shook, in short, the car hit the tree.	0	False	False	2			that	, in short, 	True	43
The car that the tree hit shook; in short, the car hit the tree.	0	False	False	2			that	; in short, 	True	43
The tree that the car hit shook, by contrast, the tree shook.	0	True	False	1			that	, by contrast, 	False	48
The tree that the car hit shook; by contrast, the tree shook.	0	True	False	1			that	; by contrast, 	False	48
The tree that the car hit shook, on the other hand, the tree shook.	0	True	False	1			that	, on the other hand, 	False	54
The tree that the car hit shook; on the other hand, the tree shook.	0	True	False	1			that	; on the other hand, 	False	54
The tree that the car hit shook, thus, the tree shook.	0	True	False	1			that	, thus, 	True	41
The tree that the car hit shook; thus, the tree shook.	0	True	False	1			that	; thus, 	True	41
The tree that the car hit shook, that is, the tree shook.	0	True	False	1			that	, that is, 	True	44
The tree that the car hit shook; that is, the tree shook.	0	True	False	1			that	; that is, 	True	44
The tree that the car hit shook, therefore, the tree shook.	0	True	False	1			that	, therefore, 	True	46
The tree that the car hit shook; therefore, the tree shook.	0	True	False	1			that	; therefore, 	True	46
The tree that the car hit shook, in short, the tree shook.	0	True	False	1			that	, in short, 	True	45
The tree that the car hit shook; in short, the tree shook.	0	True	False	1			that	; in short, 	True	45
The tree that the car hit shook, by contrast, the tree shook.	0	True	False	1			that	, by contrast, 	False	46
The tree that the car hit shook; by contrast, the tree shook.	0	True	False	1			that	; by contrast, 	False	46
The tree that the car hit shook, on the other hand, the tree shook.	0	True	False	1			that	, on the other hand, 	False	52
The tree that the car hit shook; on the other hand, the tree shook.	0	True	False	1			that	; on the other hand, 	False	52
The tree that the car hit shook, thus, the tree shook.	0	True	False	1			that	, thus, 	True	39
The tree that the car hit shook; thus, the tree shook.	0	True	False	1			that	; thus, 	True	39
The tree that the car hit shook, that is, the tree shook.	0	True	False	1			that	, that is, 	True	42
The tree that the car hit shook; that is, the tree shook.	0	True	False	1			that	; that is, 	True	42
The tree that the car hit shook, therefore, the tree shook.	0	True	False	1			that	, therefore, 	True	44
The tree that the car hit shook; therefore, the tree shook.	0	True	False	1			that	; therefore, 	True	44
The tree that the car hit shook, in short, the tree shook.	0	True	False	1			that	, in short, 	True	43
The tree that the car hit shook; in short, the tree shook.	0	True	False	1			that	; in short, 	True	43
The tree that the car hit shook, by contrast, the car hit the tree.	0	True	False	2			that	, by contrast, 	False	48
The tree that the car hit shook; by contrast, the car hit the tree.	0	True	False	2			that	; by contrast, 	False	48
The tree that the car hit shook, on the other hand, the car hit the tree.	0	True	False	2			that	, on the other hand, 	False	54
The tree that the car hit shook; on the other hand, the car hit the tree.	0	True	False	2			that	; on the other hand, 	False	54
The tree that the car hit shook, thus, the car hit the tree.	0	True	False	2			that	, thus, 	True	41
