inference	item	correct	crossing	subform.id	{Prep}	{E/D}	{Comp}	{Conn}	connective.summ	surprisal.idx
This is the grandma that kissed the girl; in short, the girl kissed the grandma.	1	False	True	1		This is	that	; in short, 	True	54
This is the grandma that kissed the girl; by contrast, the girl kissed the grandma.	1	False	True	1		This is	that	; by contrast, 	False	55
This is the grandma that kissed the girl; in short, the girl kissed the grandma.	1	False	True	1		This is	that	; in short, 	True	52
This is the girl that kissed the grandma; by contrast, the girl kissed the grandma.	1	True	True	1		This is	that	; by contrast, 	False	55
This is the girl that kissed the grandma; by contrast, the girl kissed the grandma.	1	True	True	1		This is	that	; by contrast, 	False	55
This is the girl that kissed the grandma; in short, the girl kissed the grandma.	1	True	True	1		This is	that	; in short, 	True	52
This is the girl that kissed the grandma; in short, the girl kissed the grandma.	1	True	True	1		This is	that	; in short, 	True	52
This is the girl that kissed the grandma; by contrast, the girl kissed the grandma.	1	True	True	1		This is	that	; by contrast, 	False	53
This is the girl that kissed the grandma; in short, the girl kissed the grandma.	1	True	True	1		This is	that	; in short, 	True	50
This is the girl that kissed the grandma; by contrast, the girl kissed the grandma.	1	True	True	1		This is	that	; by contrast, 	False	55
This is the girl that kissed the grandma; in short, the girl kissed the grandma.	1	True	True	1		This is	that	; in short, 	True	52
This is the girl that kissed the grandma; by contrast, the girl kissed the grandma.	1	True	True	1		This is	that	; by contrast, 	False	57
This is the girl that kissed the grandma; in short, the girl kissed the grandma.	1	True	True	1		This is	that	; in short, 	True	54
This is the girl that kissed the grandma; by contrast, the girl kissed the grandma.	1	True	True	1		This is	that	; by contrast, 	False	55
This is the girl that kissed the grandma; in short, the girl kissed the grandma.	1	True	True	1		This is	that	; in short, 	True	52
This is the girl that kissed the grandma; by contrast, the grandma kissed the girl.	1	False	True	1		This is	that	; by contrast, 	False	55
This is the girl that kissed the grandma; by contrast, the grandma kissed the girl.	1	False	True	1		This is	that	; by contrast, 	False	55
This is the girl that kissed the grandma; in short, the grandma kissed the girl.	1	False	True	1		This is	that	; in short, 	True	52
This is the girl that kissed the grandma; in short, the grandma kissed the girl.	1	False	True	1		This is	that	; in short, 	True	52
This is the girl that kissed the grandma; by contrast, the grandma kissed the girl.	1	False	True	1		This is	that	; by contrast, 	False	53
This is the girl that kissed the grandma; in short, the grandma kissed the girl.	1	False	True	1		This is	that	; in short, 	True	50
This is the girl that kissed the grandma; by contrast, the grandma kissed the girl.	1	False	True	1		This is	that	; by contrast, 	False	55
This is the girl that kissed the grandma; in short, the grandma kissed the girl.	1	False	True	1		This is	that	; in short, 	True	52
This is the girl that kissed the grandma; by contrast, the grandma kissed the girl.	1	False	True	1		This is	that	; by contrast, 	False	57
This is the girl that kissed the grandma; in short, the grandma kissed the girl.	1	False	True	1		This is	that	; in short, 	True	54
This is the girl that kissed the grandma; by contrast, the grandma kissed the girl.	1	False	True	1		This is	that	; by contrast, 	False	55
This is the girl that kissed the grandma; in short, the grandma kissed the girl.	1	False	True	1		This is	that	; in short, 	True	52
This is the dog that bit the cat; by contrast, the dog bit the cat.	2	True	True	1		This is	that	; by contrast, 	False	47
This is the dog that bit the cat; by contrast, the dog bit the cat.	2	True	True	1		This is	that	; by contrast, 	False	47
This is the dog that bit the cat; in short, the dog bit the cat.	2	True	True	1		This is	that	; in short, 	True	44
This is the dog that bit the cat; in short, the dog bit the cat.	2	True	True	1		This is	that	; in short, 	True	44
This is the dog that bit the cat; by contrast, the dog bit the cat.	2	True	True	1		This is	that	; by contrast, 	False	45
This is the dog that bit the cat; in short, the dog bit the cat.	2	True	True	1		This is	that	; in short, 	True	42
This is the dog that bit the cat; by contrast, the dog bit the cat.	2	True	True	1		This is	that	; by contrast, 	False	47
This is the dog that bit the cat; in short, the dog bit the cat.	2	True	True	1		This is	that	; in short, 	True	44
This is the dog that bit the cat; by contrast, the dog bit the cat.	2	True	True	1		This is	that	; by contrast, 	False	49
This is the dog that bit the cat; in short, the dog bit the cat.	2	True	True	1		This is	that	; in short, 	True	46
This is the dog that bit the cat; by contrast, the dog bit the cat.	2	True	True	1		This is	that	; by contrast, 	False	47
This is the dog that bit the cat; in short, the dog bit the cat.	2	True	True	1		This is	that	; in short, 	True	44
This is the dog that bit the cat; by contrast, the cat bit the dog.	2	False	True	1		This is	that	; by contrast, 	False	47
This is the dog that bit the cat; by contrast, the cat bit the dog.	2	False	True	1		This is	that	; by contrast, 	False	47
This is the dog that bit the cat; in short, the cat bit the dog.	2	False	True	1		This is	that	; in short, 	True	44
This is the dog that bit the cat; in short, the cat bit the dog.	2	False	True	1		This is	that	; in short, 	True	44
This is the dog that bit the cat; by contrast, the cat bit the dog.	2	False	True	1		This is	that	; by contrast, 	False	45
This is the dog that bit the cat; in short, the cat bit the dog.	2	False	True	1		This is	that	; in short, 	True	42
This is the dog that bit the cat; by contrast, the cat bit the dog.	2	False	True	1		This is	that	; by contrast, 	False	47
This is the dog that bit the cat; in short, the cat bit the dog.	2	False	True	1		This is	that	; in short, 	True	44
This is the dog that bit the cat; by contrast, the cat bit the dog.	2	False	True	1		This is	that	; by contrast, 	False	49
This is the dog that bit the cat; in short, the cat bit the dog.	2	False	True	1		This is	that	; in short, 	True	46
This is the dog that bit the cat; by contrast, the cat bit the dog.	2	False	True	1		This is	that	; by contrast, 	False	47
This is the dog that bit the cat; in short, the cat bit the dog.	2	False	True	1		This is	that	; in short, 	True	44
This is the cat that bit the dog; by contrast, the cat bit the dog.	2	True	True	1		This is	that	; by contrast, 	False	47
This is the cat that bit the dog; by contrast, the cat bit the dog.	2	True	True	1		This is	that	; by contrast, 	False	47
This is the cat that bit the dog; in short, the cat bit the dog.	2	True	True	1		This is	that	; in short, 	True	44
This is the cat that bit the dog; in short, the cat bit the dog.	2	True	True	1		This is	that	; in short, 	True	44
This is the cat that bit the dog; by contrast, the cat bit the dog.	2	True	True	1		This is	that	; by contrast, 	False	45
This is the cat that bit the dog; in short, the cat bit the dog.	2	True	True	1		This is	that	; in short, 	True	42
This is the cat that bit the dog; by contrast, the cat bit the dog.	2	True	True	1		This is	that	; by contrast, 	False	47
This is the cat that bit the dog; in short, the cat bit the dog.	2	True	True	1		This is	that	; in short, 	True	44
This is the cat that bit the dog; by contrast, the cat bit the dog.	2	True	True	1		This is	that	; by contrast, 	False	49
This is the cat that bit the dog; in short, the cat bit the dog.	2	True	True	1		This is	that	; in short, 	True	46
This is the cat that bit the dog; by contrast, the cat bit the dog.	2	True	True	1		This is	that	; by contrast, 	False	47
This is the cat that bit the dog; in short, the cat bit the dog.	2	True	True	1		This is	that	; in short, 	True	44
This is the cat that bit the dog; by contrast, the dog bit the cat.	2	False	True	1		This is	that	; by contrast, 	False	47
This is the cat that bit the dog; by contrast, the dog bit the cat.	2	False	True	1		This is	that	; by contrast, 	False	47
This is the cat that bit the dog; in short, the dog bit the cat.	2	False	True	1		This is	that	; in short, 	True	44
This is the cat that bit the dog; in short, the dog bit the cat.	2	False	True	1		This is	that	; in short, 	True	44
This is the cat that bit the dog; by contrast, the dog bit the cat.	2	False	True	1		This is	that	; by contrast, 	False	45
This is the cat that bit the dog; in short, the dog bit the cat.	2	False	True	1		This is	that	; in short, 	True	42
This is the cat that bit the dog; by contrast, the dog bit the cat.	2	False	True	1		This is	that	; by contrast, 	False	47
This is the cat that bit the dog; in short, the dog bit the cat.	2	False	True	1		This is	that	; in short, 	True	44
This is the cat that bit the dog; by contrast, the dog bit the cat.	2	False	True	1		This is	that	; by contrast, 	False	49
This is the cat that bit the dog; in short, the dog bit the cat.	2	False	True	1		This is	that	; in short, 	True	46
This is the cat that bit the dog; by contrast, the dog bit the cat.	2	False	True	1		This is	that	; by contrast, 	False	47
This is the cat that bit the dog; in short, the dog bit the cat.	2	False	True	1		This is	that	; in short, 	True	44
This is the lion that chased the tiger; by contrast, the lion chased the tiger.	3	True	True	1		This is	that	; by contrast, 	False	53
This is the lion that chased the tiger; by contrast, the lion chased the tiger.	3	True	True	1		This is	that	; by contrast, 	False	53
This is the lion that chased the tiger; in short, the lion chased the tiger.	3	True	True	1		This is	that	; in short, 	True	50
This is the lion that chased the tiger; in short, the lion chased the tiger.	3	True	True	1		This is	that	; in short, 	True	50
This is the lion that chased the tiger; by contrast, the lion chased the tiger.	3	True	True	1		This is	that	; by contrast, 	False	51
This is the lion that chased the tiger; in short, the lion chased the tiger.	3	True	True	1		This is	that	; in short, 	True	48
This is the lion that chased the tiger; by contrast, the lion chased the tiger.	3	True	True	1		This is	that	; by contrast, 	False	53
This is the lion that chased the tiger; in short, the lion chased the tiger.	3	True	True	1		This is	that	; in short, 	True	50
This is the lion that chased the tiger; by contrast, the lion chased the tiger.	3	True	True	1		This is	that	; by contrast, 	False	55
This is the lion that chased the tiger; in short, the lion chased the tiger.	3	True	True	1		This is	that	; in short, 	True	52
This is the lion that chased the tiger; by contrast, the lion chased the tiger.	3	True	True	1		This is	that	; by contrast, 	False	53
This is the lion that chased the tiger; in short, the lion chased the tiger.	3	True	True	1		This is	that	; in short, 	True	50
This is the lion that chased the tiger; by contrast, the tiger chased the lion.	3	False	True	1		This is	that	; by contrast, 	False	53
This is the lion that chased the tiger; by contrast, the tiger chased the lion.	3	False	True	1		This is	that	; by contrast, 	False	53
This is the lion that chased the tiger; in short, the tiger chased the lion.	3	False	True	1		This is	that	; in short, 	True	50
This is the lion that chased the tiger; in short, the tiger chased the lion.	3	False	True	1		This is	that	; in short, 	True	50
This is the lion that chased the tiger; by contrast, the tiger chased the lion.	3	False	True	1		This is	that	; by contrast, 	False	51
This is the lion that chased the tiger; in short, the tiger chased the lion.	3	False	True	1		This is	that	; in short, 	True	48
This is the lion that chased the tiger; by contrast, the tiger chased the lion.	3	False	True	1		This is	that	; by contrast, 	False	53
This is the lion that chased the tiger; in short, the tiger chased the lion.	3	False	True	1		This is	that	; in short, 	True	50
This is the lion that chased the tiger; by contrast, the tiger chased the lion.	3	False	True	1		This is	that	; by contrast, 	False	55
This is the lion that chased the tiger; in short, the tiger chased the lion.	3	False	True	1		This is	that	; in short, 	True	52
This is the lion that chased the tiger; by contrast, the tiger chased the lion.	3	False	True	1		This is	that	; by contrast, 	False	53
This is the lion that chased the tiger; in short, the tiger chased the lion.	3	False	True	1		This is	that	; in short, 	True	50
This is the tiger that chased the lion; by contrast, the tiger chased the lion.	3	True	True	1		This is	that	; by contrast, 	False	53
This is the tiger that chased the lion; by contrast, the tiger chased the lion.	3	True	True	1		This is	that	; by contrast, 	False	53
This is the tiger that chased the lion; in short, the tiger chased the lion.	3	True	True	1		This is	that	; in short, 	True	50
This is the tiger that chased the lion; in short, the tiger chased the lion.	3	True	True	1		This is	that	; in short, 	True	50
This is the tiger that chased the lion; by contrast, the tiger chased the lion.	3	True	True	1		This is	that	; by contrast, 	False	51
This is the tiger that chased the lion; in short, the tiger chased the lion.	3	True	True	1		This is	that	; in short, 	True	48
This is the tiger that chased the lion; by contrast, the tiger chased the lion.	3	True	True	1		This is	that	; by contrast, 	False	53
This is the tiger that chased the lion; in short, the tiger chased the lion.	3	True	True	1		This is	that	; in short, 	True	50
This is the tiger that chased the lion; by contrast, the tiger chased the lion.	3	True	True	1		This is	that	; by contrast, 	False	55
This is the tiger that chased the lion; in short, the tiger chased the lion.	3	True	True	1		This is	that	; in short, 	True	52
This is the tiger that chased the lion; by contrast, the tiger chased the lion.	3	True	True	1		This is	that	; by contrast, 	False	53
This is the tiger that chased the lion; in short, the tiger chased the lion.	3	True	True	1		This is	that	; in short, 	True	50
This is the tiger that chased the lion; by contrast, the lion chased the tiger.	3	False	True	1		This is	that	; by contrast, 	False	53
This is the tiger that chased the lion; by contrast, the lion chased the tiger.	3	False	True	1		This is	that	; by contrast, 	False	53
This is the tiger that chased the lion; in short, the lion chased the tiger.	3	False	True	1		This is	that	; in short, 	True	50
This is the tiger that chased the lion; in short, the lion chased the tiger.	3	False	True	1		This is	that	; in short, 	True	50
This is the tiger that chased the lion; by contrast, the lion chased the tiger.	3	False	True	1		This is	that	; by contrast, 	False	51
This is the tiger that chased the lion; in short, the lion chased the tiger.	3	False	True	1		This is	that	; in short, 	True	48
This is the tiger that chased the lion; by contrast, the lion chased the tiger.	3	False	True	1		This is	that	; by contrast, 	False	53
This is the tiger that chased the lion; in short, the lion chased the tiger.	3	False	True	1		This is	that	; in short, 	True	50
This is the tiger that chased the lion; by contrast, the lion chased the tiger.	3	False	True	1		This is	that	; by contrast, 	False	55
This is the tiger that chased the lion; in short, the lion chased the tiger.	3	False	True	1		This is	that	; in short, 	True	52
This is the tiger that chased the lion; by contrast, the lion chased the tiger.	3	False	True	1		This is	that	; by contrast, 	False	53
This is the tiger that chased the lion; in short, the lion chased the tiger.	3	False	True	1		This is	that	; in short, 	True	50
This is the doctor that reviewed the patient; by contrast, the doctor reviewed the patient.	4	True	True	1		This is	that	; by contrast, 	False	59
This is the doctor that reviewed the patient; by contrast, the doctor reviewed the patient.	4	True	True	1		This is	that	; by contrast, 	False	59
This is the doctor that reviewed the patient; in short, the doctor reviewed the patient.	4	True	True	1		This is	that	; in short, 	True	56
This is the doctor that reviewed the patient; in short, the doctor reviewed the patient.	4	True	True	1		This is	that	; in short, 	True	56
This is the doctor that reviewed the patient; by contrast, the doctor reviewed the patient.	4	True	True	1		This is	that	; by contrast, 	False	57
This is the doctor that reviewed the patient; in short, the doctor reviewed the patient.	4	True	True	1		This is	that	; in short, 	True	54
This is the doctor that reviewed the patient; by contrast, the doctor reviewed the patient.	4	True	True	1		This is	that	; by contrast, 	False	59
This is the doctor that reviewed the patient; in short, the doctor reviewed the patient.	4	True	True	1		This is	that	; in short, 	True	56
This is the doctor that reviewed the patient; by contrast, the doctor reviewed the patient.	4	True	True	1		This is	that	; by contrast, 	False	61
This is the doctor that reviewed the patient; in short, the doctor reviewed the patient.	4	True	True	1		This is	that	; in short, 	True	58
This is the doctor that reviewed the patient; by contrast, the doctor reviewed the patient.	4	True	True	1		This is	that	; by contrast, 	False	59
This is the doctor that reviewed the patient; in short, the doctor reviewed the patient.	4	True	True	1		This is	that	; in short, 	True	56
This is the doctor that reviewed the patient; by contrast, the patient reviewed the doctor.	4	False	True	1		This is	that	; by contrast, 	False	59
This is the doctor that reviewed the patient; by contrast, the patient reviewed the doctor.	4	False	True	1		This is	that	; by contrast, 	False	59
This is the doctor that reviewed the patient; in short, the patient reviewed the doctor.	4	False	True	1		This is	that	; in short, 	True	56
This is the doctor that reviewed the patient; in short, the patient reviewed the doctor.	4	False	True	1		This is	that	; in short, 	True	56
This is the doctor that reviewed the patient; by contrast, the patient reviewed the doctor.	4	False	True	1		This is	that	; by contrast, 	False	57
This is the doctor that reviewed the patient; in short, the patient reviewed the doctor.	4	False	True	1		This is	that	; in short, 	True	54
This is the doctor that reviewed the patient; by contrast, the patient reviewed the doctor.	4	False	True	1		This is	that	; by contrast, 	False	59
This is the doctor that reviewed the patient; in short, the patient reviewed the doctor.	4	False	True	1		This is	that	; in short, 	True	56
This is the doctor that reviewed the patient; by contrast, the patient reviewed the doctor.	4	False	True	1		This is	that	; by contrast, 	False	61
This is the doctor that reviewed the patient; in short, the patient reviewed the doctor.	4	False	True	1		This is	that	; in short, 	True	58
This is the doctor that reviewed the patient; by contrast, the patient reviewed the doctor.	4	False	True	1		This is	that	; by contrast, 	False	59
This is the doctor that reviewed the patient; in short, the patient reviewed the doctor.	4	False	True	1		This is	that	; in short, 	True	56
This is the patient that reviewed the doctor; by contrast, the patient reviewed the doctor.	4	True	True	1		This is	that	; by contrast, 	False	59
This is the patient that reviewed the doctor; by contrast, the patient reviewed the doctor.	4	True	True	1		This is	that	; by contrast, 	False	59
This is the patient that reviewed the doctor; in short, the patient reviewed the doctor.	4	True	True	1		This is	that	; in short, 	True	56
This is the patient that reviewed the doctor; in short, the patient reviewed the doctor.	4	True	True	1		This is	that	; in short, 	True	56
This is the patient that reviewed the doctor; by contrast, the patient reviewed the doctor.	4	True	True	1		This is	that	; by contrast, 	False	57
This is the patient that reviewed the doctor; in short, the patient reviewed the doctor.	4	True	True	1		This is	that	; in short, 	True	54
This is the patient that reviewed the doctor; by contrast, the patient reviewed the doctor.	4	True	True	1		This is	that	; by contrast, 	False	59
This is the patient that reviewed the doctor; in short, the patient reviewed the doctor.	4	True	True	1		This is	that	; in short, 	True	56
This is the patient that reviewed the doctor; by contrast, the patient reviewed the doctor.	4	True	True	1		This is	that	; by contrast, 	False	61
This is the patient that reviewed the doctor; in short, the patient reviewed the doctor.	4	True	True	1		This is	that	; in short, 	True	58
This is the patient that reviewed the doctor; by contrast, the patient reviewed the doctor.	4	True	True	1		This is	that	; by contrast, 	False	59
This is the patient that reviewed the doctor; in short, the patient reviewed the doctor.	4	True	True	1		This is	that	; in short, 	True	56
This is the patient that reviewed the doctor; by contrast, the doctor reviewed the patient.	4	False	True	1		This is	that	; by contrast, 	False	59
This is the patient that reviewed the doctor; by contrast, the doctor reviewed the patient.	4	False	True	1		This is	that	; by contrast, 	False	59
This is the patient that reviewed the doctor; in short, the doctor reviewed the patient.	4	False	True	1		This is	that	; in short, 	True	56
This is the patient that reviewed the doctor; in short, the doctor reviewed the patient.	4	False	True	1		This is	that	; in short, 	True	56
This is the patient that reviewed the doctor; by contrast, the doctor reviewed the patient.	4	False	True	1		This is	that	; by contrast, 	False	57
This is the patient that reviewed the doctor; in short, the doctor reviewed the patient.	4	False	True	1		This is	that	; in short, 	True	54
This is the patient that reviewed the doctor; by contrast, the doctor reviewed the patient.	4	False	True	1		This is	that	; by contrast, 	False	59
This is the patient that reviewed the doctor; in short, the doctor reviewed the patient.	4	False	True	1		This is	that	; in short, 	True	56
This is the patient that reviewed the doctor; by contrast, the doctor reviewed the patient.	4	False	True	1		This is	that	; by contrast, 	False	61
This is the patient that reviewed the doctor; in short, the doctor reviewed the patient.	4	False	True	1		This is	that	; in short, 	True	58
This is the patient that reviewed the doctor; by contrast, the doctor reviewed the patient.	4	False	True	1		This is	that	; by contrast, 	False	59
This is the patient that reviewed the doctor; in short, the doctor reviewed the patient.	4	False	True	1		This is	that	; in short, 	True	56
This is the President that noticed the beaurocrat; by contrast, the President noticed the beaurocrat.	5	True	True	1		This is	that	; by contrast, 	False	64
This is the President that noticed the beaurocrat; by contrast, the President noticed the beaurocrat.	5	True	True	1		This is	that	; by contrast, 	False	64
This is the President that noticed the beaurocrat; in short, the President noticed the beaurocrat.	5	True	True	1		This is	that	; in short, 	True	61
This is the President that noticed the beaurocrat; in short, the President noticed the beaurocrat.	5	True	True	1		This is	that	; in short, 	True	61
This is the President that noticed the beaurocrat; by contrast, the President noticed the beaurocrat.	5	True	True	1		This is	that	; by contrast, 	False	62
This is the President that noticed the beaurocrat; in short, the President noticed the beaurocrat.	5	True	True	1		This is	that	; in short, 	True	59
This is the President that noticed the beaurocrat; by contrast, the President noticed the beaurocrat.	5	True	True	1		This is	that	; by contrast, 	False	64
This is the President that noticed the beaurocrat; in short, the President noticed the beaurocrat.	5	True	True	1		This is	that	; in short, 	True	61
This is the President that noticed the beaurocrat; by contrast, the President noticed the beaurocrat.	5	True	True	1		This is	that	; by contrast, 	False	66
This is the President that noticed the beaurocrat; in short, the President noticed the beaurocrat.	5	True	True	1		This is	that	; in short, 	True	63
This is the President that noticed the beaurocrat; by contrast, the President noticed the beaurocrat.	5	True	True	1		This is	that	; by contrast, 	False	64
This is the President that noticed the beaurocrat; in short, the President noticed the beaurocrat.	5	True	True	1		This is	that	; in short, 	True	61
This is the President that noticed the beaurocrat; by contrast, the beaurocrat noticed the President.	5	False	True	1		This is	that	; by contrast, 	False	64
This is the President that noticed the beaurocrat; by contrast, the beaurocrat noticed the President.	5	False	True	1		This is	that	; by contrast, 	False	64
This is the President that noticed the beaurocrat; in short, the beaurocrat noticed the President.	5	False	True	1		This is	that	; in short, 	True	61
This is the President that noticed the beaurocrat; in short, the beaurocrat noticed the President.	5	False	True	1		This is	that	; in short, 	True	61
This is the President that noticed the beaurocrat; by contrast, the beaurocrat noticed the President.	5	False	True	1		This is	that	; by contrast, 	False	62
This is the President that noticed the beaurocrat; in short, the beaurocrat noticed the President.	5	False	True	1		This is	that	; in short, 	True	59
This is the President that noticed the beaurocrat; by contrast, the beaurocrat noticed the President.	5	False	True	1		This is	that	; by contrast, 	False	64
This is the President that noticed the beaurocrat; in short, the beaurocrat noticed the President.	5	False	True	1		This is	that	; in short, 	True	61
This is the President that noticed the beaurocrat; by contrast, the beaurocrat noticed the President.	5	False	True	1		This is	that	; by contrast, 	False	66
This is the President that noticed the beaurocrat; in short, the beaurocrat noticed the President.	5	False	True	1		This is	that	; in short, 	True	63
This is the President that noticed the beaurocrat; by contrast, the beaurocrat noticed the President.	5	False	True	1		This is	that	; by contrast, 	False	64
This is the President that noticed the beaurocrat; in short, the beaurocrat noticed the President.	5	False	True	1		This is	that	; in short, 	True	61
