inference	item	correct	crossing	subform.id	{Prep}	{E/D}	{Comp}	{Conn}	connective.summ	surprisal.idx
The girl smiled and the grandma laughed; in short, the grandma laughed.	1	True	True	2				; in short, 	True	51
The girl smiled and the grandma laughed; by contrast, the grandma smiled.	1	False	True	1				; by contrast, 	False	54
The girl smiled and the grandma laughed; in short, the grandma smiled.	1	False	True	1				; in short, 	True	51
The girl smiled and the grandma laughed; by contrast, the girl laughed.	1	False	True	2				; by contrast, 	False	54
The girl smiled and the grandma laughed; in short, the girl laughed.	1	False	True	2				; in short, 	True	51
The grandma laughed and the girl smiled; by contrast, the grandma laughed.	1	True	True	1				; by contrast, 	False	54
The grandma laughed and the girl smiled; in short, the grandma laughed.	1	True	True	1				; in short, 	True	51
The grandma laughed and the girl smiled; by contrast, the girl smiled.	1	True	True	2				; by contrast, 	False	54
The grandma laughed and the girl smiled; in short, the girl smiled.	1	True	True	2				; in short, 	True	51
The grandma laughed and the girl smiled; by contrast, the girl laughed.	1	False	True	1				; by contrast, 	False	54
The grandma laughed and the girl smiled; in short, the girl laughed.	1	False	True	1				; in short, 	True	51
The grandma laughed and the girl smiled; by contrast, the grandma smiled.	1	False	True	2				; by contrast, 	False	54
The grandma laughed and the girl smiled; in short, the grandma smiled.	1	False	True	2				; in short, 	True	51
The girl laughed and the grandma smiled; by contrast, the girl laughed.	1	True	True	1				; by contrast, 	False	54
The girl laughed and the grandma smiled; in short, the girl laughed.	1	True	True	1				; in short, 	True	51
The girl laughed and the grandma smiled; by contrast, the grandma smiled.	1	True	True	2				; by contrast, 	False	54
The girl laughed and the grandma smiled; in short, the grandma smiled.	1	True	True	2				; in short, 	True	51
The girl laughed and the grandma smiled; by contrast, the girl smiled.	1	False	True	1				; by contrast, 	False	54
The girl laughed and the grandma smiled; in short, the girl smiled.	1	False	True	1				; in short, 	True	51
The girl laughed and the grandma smiled; by contrast, the grandma laughed.	1	False	True	2				; by contrast, 	False	54
The girl laughed and the grandma smiled; in short, the grandma laughed.	1	False	True	2				; in short, 	True	51
The dog jumped and the cat hid; by contrast, the dog jumped.	2	True	True	1				; by contrast, 	False	45
The dog jumped and the cat hid; in short, the dog jumped.	2	True	True	1				; in short, 	True	42
The dog jumped and the cat hid; by contrast, the cat hid.	2	True	True	2				; by contrast, 	False	45
The dog jumped and the cat hid; in short, the cat hid.	2	True	True	2				; in short, 	True	42
The dog jumped and the cat hid; by contrast, the cat jumped.	2	False	True	1				; by contrast, 	False	45
The dog jumped and the cat hid; in short, the cat jumped.	2	False	True	1				; in short, 	True	42
The dog jumped and the cat hid; by contrast, the dog hid.	2	False	True	2				; by contrast, 	False	45
The dog jumped and the cat hid; in short, the dog hid.	2	False	True	2				; in short, 	True	42
The cat jumped and the dog hid; by contrast, the cat jumped.	2	True	True	1				; by contrast, 	False	45
The cat jumped and the dog hid; in short, the cat jumped.	2	True	True	1				; in short, 	True	42
The cat jumped and the dog hid; by contrast, the dog hid.	2	True	True	2				; by contrast, 	False	45
The cat jumped and the dog hid; in short, the dog hid.	2	True	True	2				; in short, 	True	42
The cat jumped and the dog hid; by contrast, the dog jumped.	2	False	True	1				; by contrast, 	False	45
The cat jumped and the dog hid; in short, the dog jumped.	2	False	True	1				; in short, 	True	42
The cat jumped and the dog hid; by contrast, the cat hid.	2	False	True	2				; by contrast, 	False	45
The cat jumped and the dog hid; in short, the cat hid.	2	False	True	2				; in short, 	True	42
The dog hid and the cat jumped; by contrast, the dog hid.	2	True	True	1				; by contrast, 	False	45
The dog hid and the cat jumped; in short, the dog hid.	2	True	True	1				; in short, 	True	42
The dog hid and the cat jumped; by contrast, the cat jumped.	2	True	True	2				; by contrast, 	False	45
The dog hid and the cat jumped; in short, the cat jumped.	2	True	True	2				; in short, 	True	42
The dog hid and the cat jumped; by contrast, the cat hid.	2	False	True	1				; by contrast, 	False	45
The dog hid and the cat jumped; in short, the cat hid.	2	False	True	1				; in short, 	True	42
The dog hid and the cat jumped; by contrast, the dog jumped.	2	False	True	2				; by contrast, 	False	45
The dog hid and the cat jumped; in short, the dog jumped.	2	False	True	2				; in short, 	True	42
The cat hid and the dog jumped; by contrast, the cat hid.	2	True	True	1				; by contrast, 	False	45
The cat hid and the dog jumped; in short, the cat hid.	2	True	True	1				; in short, 	True	42
The cat hid and the dog jumped; by contrast, the dog jumped.	2	True	True	2				; by contrast, 	False	45
The cat hid and the dog jumped; in short, the dog jumped.	2	True	True	2				; in short, 	True	42
The cat hid and the dog jumped; by contrast, the cat jumped.	2	False	True	1				; by contrast, 	False	45
The cat hid and the dog jumped; in short, the cat jumped.	2	False	True	1				; in short, 	True	42
The cat hid and the dog jumped; by contrast, the dog hid.	2	False	True	2				; by contrast, 	False	45
The cat hid and the dog jumped; in short, the dog hid.	2	False	True	2				; in short, 	True	42
The lion growled and the tiger yawned; by contrast, the lion growled.	3	True	True	1				; by contrast, 	False	52
The lion growled and the tiger yawned; in short, the lion growled.	3	True	True	1				; in short, 	True	49
The lion growled and the tiger yawned; by contrast, the tiger yawned.	3	True	True	2				; by contrast, 	False	52
The lion growled and the tiger yawned; in short, the tiger yawned.	3	True	True	2				; in short, 	True	49
The lion growled and the tiger yawned; by contrast, the tiger growled.	3	False	True	1				; by contrast, 	False	52
The lion growled and the tiger yawned; in short, the tiger growled.	3	False	True	1				; in short, 	True	49
The lion growled and the tiger yawned; by contrast, the lion yawned.	3	False	True	2				; by contrast, 	False	52
The lion growled and the tiger yawned; in short, the lion yawned.	3	False	True	2				; in short, 	True	49
The tiger growled and the lion yawned; by contrast, the tiger growled.	3	True	True	1				; by contrast, 	False	52
The tiger growled and the lion yawned; in short, the tiger growled.	3	True	True	1				; in short, 	True	49
The tiger growled and the lion yawned; by contrast, the lion yawned.	3	True	True	2				; by contrast, 	False	52
The tiger growled and the lion yawned; in short, the lion yawned.	3	True	True	2				; in short, 	True	49
The tiger growled and the lion yawned; by contrast, the lion growled.	3	False	True	1				; by contrast, 	False	52
The tiger growled and the lion yawned; in short, the lion growled.	3	False	True	1				; in short, 	True	49
The tiger growled and the lion yawned; by contrast, the tiger yawned.	3	False	True	2				; by contrast, 	False	52
The tiger growled and the lion yawned; in short, the tiger yawned.	3	False	True	2				; in short, 	True	49
The lion yawned and the tiger growled; by contrast, the lion yawned.	3	True	True	1				; by contrast, 	False	52
The lion yawned and the tiger growled; in short, the lion yawned.	3	True	True	1				; in short, 	True	49
The lion yawned and the tiger growled; by contrast, the tiger growled.	3	True	True	2				; by contrast, 	False	52
The lion yawned and the tiger growled; in short, the tiger growled.	3	True	True	2				; in short, 	True	49
The lion yawned and the tiger growled; by contrast, the tiger yawned.	3	False	True	1				; by contrast, 	False	52
The lion yawned and the tiger growled; in short, the tiger yawned.	3	False	True	1				; in short, 	True	49
The lion yawned and the tiger growled; by contrast, the lion growled.	3	False	True	2				; by contrast, 	False	52
The lion yawned and the tiger growled; in short, the lion growled.	3	False	True	2				; in short, 	True	49
The tiger yawned and the lion growled; by contrast, the tiger yawned.	3	True	True	1				; by contrast, 	False	52
The tiger yawned and the lion growled; in short, the tiger yawned.	3	True	True	1				; in short, 	True	49
The tiger yawned and the lion growled; by contrast, the lion growled.	3	True	True	2				; by contrast, 	False	52
The tiger yawned and the lion growled; in short, the lion growled.	3	True	True	2				; in short, 	True	49
The tiger yawned and the lion growled; by contrast, the tiger growled.	3	False	True	1				; by contrast, 	False	52
The tiger yawned and the lion growled; in short, the tiger growled.	3	False	True	1				; in short, 	True	49
The tiger yawned and the lion growled; by contrast, the lion yawned.	3	False	True	2				; by contrast, 	False	52
The tiger yawned and the lion growled; in short, the lion yawned.	3	False	True	2				; in short, 	True	49
The doctor sat and the patient blinked; by contrast, the doctor sat.	4	True	True	1				; by contrast, 	False	53
The doctor sat and the patient blinked; in short, the doctor sat.	4	True	True	1				; in short, 	True	50
The doctor sat and the patient blinked; by contrast, the patient blinked.	4	True	True	2				; by contrast, 	False	53
The doctor sat and the patient blinked; in short, the patient blinked.	4	True	True	2				; in short, 	True	50
The doctor sat and the patient blinked; by contrast, the patient sat.	4	False	True	1				; by contrast, 	False	53
The doctor sat and the patient blinked; in short, the patient sat.	4	False	True	1				; in short, 	True	50
The doctor sat and the patient blinked; by contrast, the doctor blinked.	4	False	True	2				; by contrast, 	False	53
The doctor sat and the patient blinked; in short, the doctor blinked.	4	False	True	2				; in short, 	True	50
The patient sat and the doctor blinked; by contrast, the patient sat.	4	True	True	1				; by contrast, 	False	53
The patient sat and the doctor blinked; in short, the patient sat.	4	True	True	1				; in short, 	True	50
The patient sat and the doctor blinked; by contrast, the doctor blinked.	4	True	True	2				; by contrast, 	False	53
The patient sat and the doctor blinked; in short, the doctor blinked.	4	True	True	2				; in short, 	True	50
The patient sat and the doctor blinked; by contrast, the doctor sat.	4	False	True	1				; by contrast, 	False	53
The patient sat and the doctor blinked; in short, the doctor sat.	4	False	True	1				; in short, 	True	50
The patient sat and the doctor blinked; by contrast, the patient blinked.	4	False	True	2				; by contrast, 	False	53
The patient sat and the doctor blinked; in short, the patient blinked.	4	False	True	2				; in short, 	True	50
The doctor blinked and the patient sat; by contrast, the doctor blinked.	4	True	True	1				; by contrast, 	False	53
The doctor blinked and the patient sat; in short, the doctor blinked.	4	True	True	1				; in short, 	True	50
The doctor blinked and the patient sat; by contrast, the patient sat.	4	True	True	2				; by contrast, 	False	53
The doctor blinked and the patient sat; in short, the patient sat.	4	True	True	2				; in short, 	True	50
The doctor blinked and the patient sat; by contrast, the patient blinked.	4	False	True	1				; by contrast, 	False	53
The doctor blinked and the patient sat; in short, the patient blinked.	4	False	True	1				; in short, 	True	50
The doctor blinked and the patient sat; by contrast, the doctor sat.	4	False	True	2				; by contrast, 	False	53
The doctor blinked and the patient sat; in short, the doctor sat.	4	False	True	2				; in short, 	True	50
The patient blinked and the doctor sat; by contrast, the patient blinked.	4	True	True	1				; by contrast, 	False	53
The patient blinked and the doctor sat; in short, the patient blinked.	4	True	True	1				; in short, 	True	50
The patient blinked and the doctor sat; by contrast, the doctor sat.	4	True	True	2				; by contrast, 	False	53
The patient blinked and the doctor sat; in short, the doctor sat.	4	True	True	2				; in short, 	True	50
The patient blinked and the doctor sat; by contrast, the patient sat.	4	False	True	1				; by contrast, 	False	53
The patient blinked and the doctor sat; in short, the patient sat.	4	False	True	1				; in short, 	True	50
The patient blinked and the doctor sat; by contrast, the doctor blinked.	4	False	True	2				; by contrast, 	False	53
The patient blinked and the doctor sat; in short, the doctor blinked.	4	False	True	2				; in short, 	True	50
The President contemplated and the beaurocrat tweeted; by contrast, the President contemplated.	5	True	True	1				; by contrast, 	False	68
The President contemplated and the beaurocrat tweeted; in short, the President contemplated.	5	True	True	1				; in short, 	True	65
The President contemplated and the beaurocrat tweeted; by contrast, the beaurocrat tweeted.	5	True	True	2				; by contrast, 	False	68
The President contemplated and the beaurocrat tweeted; in short, the beaurocrat tweeted.	5	True	True	2				; in short, 	True	65
The President contemplated and the beaurocrat tweeted; by contrast, the beaurocrat contemplated.	5	False	True	1				; by contrast, 	False	68
The President contemplated and the beaurocrat tweeted; in short, the beaurocrat contemplated.	5	False	True	1				; in short, 	True	65
The President contemplated and the beaurocrat tweeted; by contrast, the President tweeted.	5	False	True	2				; by contrast, 	False	68
The President contemplated and the beaurocrat tweeted; in short, the President tweeted.	5	False	True	2				; in short, 	True	65
The beaurocrat contemplated and the President tweeted; by contrast, the beaurocrat contemplated.	5	True	True	1				; by contrast, 	False	68
The beaurocrat contemplated and the President tweeted; in short, the beaurocrat contemplated.	5	True	True	1				; in short, 	True	65
The beaurocrat contemplated and the President tweeted; by contrast, the President tweeted.	5	True	True	2				; by contrast, 	False	68
The beaurocrat contemplated and the President tweeted; in short, the President tweeted.	5	True	True	2				; in short, 	True	65
The beaurocrat contemplated and the President tweeted; by contrast, the President contemplated.	5	False	True	1				; by contrast, 	False	68
The beaurocrat contemplated and the President tweeted; in short, the President contemplated.	5	False	True	1				; in short, 	True	65
The beaurocrat contemplated and the President tweeted; by contrast, the beaurocrat tweeted.	5	False	True	2				; by contrast, 	False	68
The beaurocrat contemplated and the President tweeted; in short, the beaurocrat tweeted.	5	False	True	2				; in short, 	True	65
The President tweeted and the beaurocrat contemplated; by contrast, the President tweeted.	5	True	True	1				; by contrast, 	False	68
The President tweeted and the beaurocrat contemplated; in short, the President tweeted.	5	True	True	1				; in short, 	True	65
The President tweeted and the beaurocrat contemplated; by contrast, the beaurocrat contemplated.	5	True	True	2				; by contrast, 	False	68
The President tweeted and the beaurocrat contemplated; in short, the beaurocrat contemplated.	5	True	True	2				; in short, 	True	65
The President tweeted and the beaurocrat contemplated; by contrast, the beaurocrat tweeted.	5	False	True	1				; by contrast, 	False	68
The President tweeted and the beaurocrat contemplated; in short, the beaurocrat tweeted.	5	False	True	1				; in short, 	True	65
The President tweeted and the beaurocrat contemplated; by contrast, the President contemplated.	5	False	True	2				; by contrast, 	False	68
The President tweeted and the beaurocrat contemplated; in short, the President contemplated.	5	False	True	2				; in short, 	True	65
The beaurocrat tweeted and the President contemplated; by contrast, the beaurocrat tweeted.	5	True	True	1				; by contrast, 	False	68
The beaurocrat tweeted and the President contemplated; in short, the beaurocrat tweeted.	5	True	True	1				; in short, 	True	65
The beaurocrat tweeted and the President contemplated; by contrast, the President contemplated.	5	True	True	2				; by contrast, 	False	68
The beaurocrat tweeted and the President contemplated; in short, the President contemplated.	5	True	True	2				; in short, 	True	65
The beaurocrat tweeted and the President contemplated; by contrast, the beaurocrat contemplated.	5	False	True	1				; by contrast, 	False	68
The beaurocrat tweeted and the President contemplated; in short, the beaurocrat contemplated.	5	False	True	1				; in short, 	True	65
The beaurocrat tweeted and the President contemplated; by contrast, the President tweeted.	5	False	True	2				; by contrast, 	False	68
The beaurocrat tweeted and the President contemplated; in short, the President tweeted.	5	False	True	2				; in short, 	True	65
The bride shouted and the priest frowned; by contrast, the bride shouted.	6	True	True	1				; by contrast, 	False	55
The bride shouted and the priest frowned; in short, the bride shouted.	6	True	True	1				; in short, 	True	52
The bride shouted and the priest frowned; by contrast, the priest frowned.	6	True	True	2				; by contrast, 	False	55
The bride shouted and the priest frowned; in short, the priest frowned.	6	True	True	2				; in short, 	True	52
The bride shouted and the priest frowned; by contrast, the priest shouted.	6	False	True	1				; by contrast, 	False	55
The bride shouted and the priest frowned; in short, the priest shouted.	6	False	True	1				; in short, 	True	52
The bride shouted and the priest frowned; by contrast, the bride frowned.	6	False	True	2				; by contrast, 	False	55
The bride shouted and the priest frowned; in short, the bride frowned.	6	False	True	2				; in short, 	True	52
The priest shouted and the bride frowned; by contrast, the priest shouted.	6	True	True	1				; by contrast, 	False	55
The priest shouted and the bride frowned; in short, the priest shouted.	6	True	True	1				; in short, 	True	52
The priest shouted and the bride frowned; by contrast, the bride frowned.	6	True	True	2				; by contrast, 	False	55
The priest shouted and the bride frowned; in short, the bride frowned.	6	True	True	2				; in short, 	True	52
The priest shouted and the bride frowned; by contrast, the bride shouted.	6	False	True	1				; by contrast, 	False	55
The priest shouted and the bride frowned; in short, the bride shouted.	6	False	True	1				; in short, 	True	52
The priest shouted and the bride frowned; by contrast, the priest frowned.	6	False	True	2				; by contrast, 	False	55
The priest shouted and the bride frowned; in short, the priest frowned.	6	False	True	2				; in short, 	True	52
The bride frowned and the priest shouted; by contrast, the bride frowned.	6	True	True	1				; by contrast, 	False	55
The bride frowned and the priest shouted; in short, the bride frowned.	6	True	True	1				; in short, 	True	52
The bride frowned and the priest shouted; by contrast, the priest shouted.	6	True	True	2				; by contrast, 	False	55
The bride frowned and the priest shouted; in short, the priest shouted.	6	True	True	2				; in short, 	True	52
The bride frowned and the priest shouted; by contrast, the priest frowned.	6	False	True	1				; by contrast, 	False	55
The bride frowned and the priest shouted; in short, the priest frowned.	6	False	True	1				; in short, 	True	52
The bride frowned and the priest shouted; by contrast, the bride shouted.	6	False	True	2				; by contrast, 	False	55
The bride frowned and the priest shouted; in short, the bride shouted.	6	False	True	2				; in short, 	True	52
The priest frowned and the bride shouted; by contrast, the priest frowned.	6	True	True	1				; by contrast, 	False	55
The priest frowned and the bride shouted; in short, the priest frowned.	6	True	True	1				; in short, 	True	52
The priest frowned and the bride shouted; by contrast, the bride shouted.	6	True	True	2				; by contrast, 	False	55
The priest frowned and the bride shouted; in short, the bride shouted.	6	True	True	2				; in short, 	True	52
The priest frowned and the bride shouted; by contrast, the priest shouted.	6	False	True	1				; by contrast, 	False	55
The priest frowned and the bride shouted; in short, the priest shouted.	6	False	True	1				; in short, 	True	52
The priest frowned and the bride shouted; by contrast, the bride frowned.	6	False	True	2				; by contrast, 	False	55
The priest frowned and the bride shouted; in short, the bride frowned.	6	False	True	2				; in short, 	True	52
The bee sang and the flower wriggled; by contrast, the bee sang.	7	True	True	1				; by contrast, 	False	51
The bee sang and the flower wriggled; in short, the bee sang.	7	True	True	1				; in short, 	True	48
The bee sang and the flower wriggled; by contrast, the flower wriggled.	7	True	True	2				; by contrast, 	False	51
The bee sang and the flower wriggled; in short, the flower wriggled.	7	True	True	2				; in short, 	True	48
The bee sang and the flower wriggled; by contrast, the flower sang.	7	False	True	1				; by contrast, 	False	51
The bee sang and the flower wriggled; in short, the flower sang.	7	False	True	1				; in short, 	True	48
The bee sang and the flower wriggled; by contrast, the bee wriggled.	7	False	True	2				; by contrast, 	False	51
The bee sang and the flower wriggled; in short, the bee wriggled.	7	False	True	2				; in short, 	True	48
The flower sang and the bee wriggled; by contrast, the flower sang.	7	True	True	1				; by contrast, 	False	51
The flower sang and the bee wriggled; in short, the flower sang.	7	True	True	1				; in short, 	True	48
The flower sang and the bee wriggled; by contrast, the bee wriggled.	7	True	True	2				; by contrast, 	False	51
The flower sang and the bee wriggled; in short, the bee wriggled.	7	True	True	2				; in short, 	True	48
The flower sang and the bee wriggled; by contrast, the bee sang.	7	False	True	1				; by contrast, 	False	51
The flower sang and the bee wriggled; in short, the bee sang.	7	False	True	1				; in short, 	True	48
The flower sang and the bee wriggled; by contrast, the flower wriggled.	7	False	True	2				; by contrast, 	False	51
The flower sang and the bee wriggled; in short, the flower wriggled.	7	False	True	2				; in short, 	True	48
The bee wriggled and the flower sang; by contrast, the bee wriggled.	7	True	True	1				; by contrast, 	False	51
The bee wriggled and the flower sang; in short, the bee wriggled.	7	True	True	1				; in short, 	True	48
The bee wriggled and the flower sang; by contrast, the flower sang.	7	True	True	2				; by contrast, 	False	51
The bee wriggled and the flower sang; in short, the flower sang.	7	True	True	2				; in short, 	True	48
The bee wriggled and the flower sang; by contrast, the flower wriggled.	7	False	True	1				; by contrast, 	False	51
The bee wriggled and the flower sang; in short, the flower wriggled.	7	False	True	1				; in short, 	True	48
The bee wriggled and the flower sang; by contrast, the bee sang.	7	False	True	2				; by contrast, 	False	51
The bee wriggled and the flower sang; in short, the bee sang.	7	False	True	2				; in short, 	True	48
The flower wriggled and the bee sang; by contrast, the flower wriggled.	7	True	True	1				; by contrast, 	False	51
The flower wriggled and the bee sang; in short, the flower wriggled.	7	True	True	1				; in short, 	True	48
The flower wriggled and the bee sang; by contrast, the bee sang.	7	True	True	2				; by contrast, 	False	51
The flower wriggled and the bee sang; in short, the bee sang.	7	True	True	2				; in short, 	True	48
The flower wriggled and the bee sang; by contrast, the flower sang.	7	False	True	1				; by contrast, 	False	51
The flower wriggled and the bee sang; in short, the flower sang.	7	False	True	1				; in short, 	True	48
The flower wriggled and the bee sang; by contrast, the bee wriggled.	7	False	True	2				; by contrast, 	False	51
The flower wriggled and the bee sang; in short, the bee wriggled.	7	False	True	2				; in short, 	True	48
The baby slept and the nurse cried; by contrast, the baby slept.	8	True	True	1				; by contrast, 	False	49
The baby slept and the nurse cried; in short, the baby slept.	8	True	True	1				; in short, 	True	46
The baby slept and the nurse cried; by contrast, the nurse cried.	8	True	True	2				; by contrast, 	False	49
The baby slept and the nurse cried; in short, the nurse cried.	8	True	True	2				; in short, 	True	46
The baby slept and the nurse cried; by contrast, the nurse slept.	8	False	True	1				; by contrast, 	False	49
The baby slept and the nurse cried; in short, the nurse slept.	8	False	True	1				; in short, 	True	46
The baby slept and the nurse cried; by contrast, the baby cried.	8	False	True	2				; by contrast, 	False	49
The baby slept and the nurse cried; in short, the baby cried.	8	False	True	2				; in short, 	True	46
The nurse slept and the baby cried; by contrast, the nurse slept.	8	True	True	1				; by contrast, 	False	49
The nurse slept and the baby cried; in short, the nurse slept.	8	True	True	1				; in short, 	True	46
The nurse slept and the baby cried; by contrast, the baby cried.	8	True	True	2				; by contrast, 	False	49
The nurse slept and the baby cried; in short, the baby cried.	8	True	True	2				; in short, 	True	46
The nurse slept and the baby cried; by contrast, the baby slept.	8	False	True	1				; by contrast, 	False	49
The nurse slept and the baby cried; in short, the baby slept.	8	False	True	1				; in short, 	True	46
The nurse slept and the baby cried; by contrast, the nurse cried.	8	False	True	2				; by contrast, 	False	49
The nurse slept and the baby cried; in short, the nurse cried.	8	False	True	2				; in short, 	True	46
The baby cried and the nurse slept; by contrast, the baby cried.	8	True	True	1				; by contrast, 	False	49
The baby cried and the nurse slept; in short, the baby cried.	8	True	True	1				; in short, 	True	46
The baby cried and the nurse slept; by contrast, the nurse slept.	8	True	True	2				; by contrast, 	False	49
The baby cried and the nurse slept; in short, the nurse slept.	8	True	True	2				; in short, 	True	46
The baby cried and the nurse slept; by contrast, the nurse cried.	8	False	True	1				; by contrast, 	False	49
The baby cried and the nurse slept; in short, the nurse cried.	8	False	True	1				; in short, 	True	46
The baby cried and the nurse slept; by contrast, the baby slept.	8	False	True	2				; by contrast, 	False	49
The baby cried and the nurse slept; in short, the baby slept.	8	False	True	2				; in short, 	True	46
The nurse cried and the baby slept; by contrast, the nurse cried.	8	True	True	1				; by contrast, 	False	49
The nurse cried and the baby slept; in short, the nurse cried.	8	True	True	1				; in short, 	True	46
The nurse cried and the baby slept; by contrast, the baby slept.	8	True	True	2				; by contrast, 	False	49
The nurse cried and the baby slept; in short, the baby slept.	8	True	True	2				; in short, 	True	46
The nurse cried and the baby slept; by contrast, the nurse slept.	8	False	True	1				; by contrast, 	False	49
The nurse cried and the baby slept; in short, the nurse slept.	8	False	True	1				; in short, 	True	46
The nurse cried and the baby slept; by contrast, the baby cried.	8	False	True	2				; by contrast, 	False	49
The nurse cried and the baby slept; in short, the baby cried.	8	False	True	2				; in short, 	True	46
The virus emerged and the antibodies dwindled; by contrast, the virus emerged.	9	True	True	1				; by contrast, 	False	60
The virus emerged and the antibodies dwindled; in short, the virus emerged.	9	True	True	1				; in short, 	True	57
The virus emerged and the antibodies dwindled; by contrast, the antibodies dwindled.	9	True	True	2				; by contrast, 	False	60
The virus emerged and the antibodies dwindled; in short, the antibodies dwindled.	9	True	True	2				; in short, 	True	57
The virus emerged and the antibodies dwindled; by contrast, the antibodies emerged.	9	False	True	1				; by contrast, 	False	60
The virus emerged and the antibodies dwindled; in short, the antibodies emerged.	9	False	True	1				; in short, 	True	57
The virus emerged and the antibodies dwindled; by contrast, the virus dwindled.	9	False	True	2				; by contrast, 	False	60
The virus emerged and the antibodies dwindled; in short, the virus dwindled.	9	False	True	2				; in short, 	True	57
The antibodies emerged and the virus dwindled; by contrast, the antibodies emerged.	9	True	True	1				; by contrast, 	False	60
The antibodies emerged and the virus dwindled; in short, the antibodies emerged.	9	True	True	1				; in short, 	True	57
The antibodies emerged and the virus dwindled; by contrast, the virus dwindled.	9	True	True	2				; by contrast, 	False	60
The antibodies emerged and the virus dwindled; in short, the virus dwindled.	9	True	True	2				; in short, 	True	57
The antibodies emerged and the virus dwindled; by contrast, the virus emerged.	9	False	True	1				; by contrast, 	False	60
The antibodies emerged and the virus dwindled; in short, the virus emerged.	9	False	True	1				; in short, 	True	57
The antibodies emerged and the virus dwindled; by contrast, the antibodies dwindled.	9	False	True	2				; by contrast, 	False	60
The antibodies emerged and the virus dwindled; in short, the antibodies dwindled.	9	False	True	2				; in short, 	True	57
The virus dwindled and the antibodies emerged; by contrast, the virus dwindled.	9	True	True	1				; by contrast, 	False	60
