E_nX	E_X	C_nX	C_X
{E/D} the fish {Comp} sought the turtle {Conn} the fish sought the turtle.		{E/D} the fish {Comp} sought the turtle {Conn} the turtle sought the fish.	
{E/D} the turtle {Comp} sought the fish {Conn} the turtle sought the fish.		{E/D} the turtle {Comp} sought the fish {Conn} the fish sought the turtle.	
{E/D} the king {Comp} entertained the jester {Conn} the king entertained the jester.		{E/D} the king {Comp} entertained the jester {Conn} the jester entertained the king.	
{E/D} the jester {Comp} entertained the king {Conn} the jester entertained the king.		{E/D} the jester {Comp} entertained the king {Conn} the king entertained the jester.	
{E/D} the poet {Comp} brushed the dandelion {Conn} the poet brushed the dandelion.		{E/D} the poet {Comp} brushed the dandelion {Conn} the dandelion brushed the poet.	
{E/D} the dandelion {Comp} brushed the poet {Conn} the dandelion brushed the poet.		{E/D} the dandelion {Comp} brushed the poet {Conn} the poet brushed the dandelion.	
{E/D} the worker {Comp} sued the boss {Conn} the worker sued the boss.		{E/D} the worker {Comp} sued the boss {Conn} the boss sued the worker.	
{E/D} the boss {Comp} sued the worker {Conn} the boss sued the worker.		{E/D} the boss {Comp} sued the worker {Conn} the worker sued the boss.	
{E/D} the magician {Comp} touched the bunny {Conn} the magician touched the bunny.		{E/D} the magician {Comp} touched the bunny {Conn} the bunny touched the magician.	
{E/D} the bunny {Comp} touched the magician {Conn} the bunny touched the magician.		{E/D} the bunny {Comp} touched the magician {Conn} the magician touched the bunny.	
{E/D} the dragon {Comp} surprised the child {Conn} the dragon surprised the child.		{E/D} the dragon {Comp} surprised the child {Conn} the child surprised the dragon.	
{E/D} the child {Comp} surprised the dragon {Conn} the child surprised the dragon.		{E/D} the child {Comp} surprised the dragon {Conn} the dragon surprised the child.	
{E/D} the comedian {Comp} delighted the audience {Conn} the comedian delighted the audience.		{E/D} the comedian {Comp} delighted the audience {Conn} the audience delighted the comedian.	
{E/D} the audience {Comp} delighted the comedian {Conn} the audience delighted the comedian.		{E/D} the audience {Comp} delighted the comedian {Conn} the comedian delighted the audience.	
{E/D} the therapist {Comp} frustrated the insurer {Conn} the therapist frustrated the insurer.		{E/D} the therapist {Comp} frustrated the insurer {Conn} the insurer frustrated the therapist.	
{E/D} the insurer {Comp} frustrated the therapist {Conn} the insurer frustrated the therapist.		{E/D} the insurer {Comp} frustrated the therapist {Conn} the therapist frustrated the insurer.	
{E/D} the shoes {Comp} destroyed the carpet {Conn} the shoes destroyed the carpet.		{E/D} the shoes {Comp} destroyed the carpet {Conn} the carpet destroyed the shoes.	
{E/D} the carpet {Comp} destroyed the shoes {Conn} the carpet destroyed the shoes.		{E/D} the carpet {Comp} destroyed the shoes {Conn} the shoes destroyed the carpet.	
{E/D} the principal {Comp} expelled the student {Conn} the principal expelled the student.		{E/D} the principal {Comp} expelled the student {Conn} the student expelled the principal.	
{E/D} the student {Comp} expelled the principal {Conn} the student expelled the principal.		{E/D} the student {Comp} expelled the principal {Conn} the principal expelled the student.	
{E/D} the river {Comp} joined the sea {Conn} the river joined the sea.		{E/D} the river {Comp} joined the sea {Conn} the sea joined the river.	
{E/D} the sea {Comp} joined the river {Conn} the sea joined the river.		{E/D} the sea {Comp} joined the river {Conn} the river joined the sea.	
