E_nX	E_X	C_nX	C_X
The princess angered the witch and melted {Conn} the princess angered the witch.	The princess angered the witch and melted {Conn} the princess melted.	The princess angered the witch and melted {Conn} the witch angered the princess.	The princess angered the witch and melted {Conn} the witch melted.
The witch angered the princess and melted {Conn} the witch angered the princess.	The witch angered the princess and melted {Conn} the witch melted.	The witch angered the princess and melted {Conn} the princess angered the witch.	The witch angered the princess and melted {Conn} the princess melted.
The princess angered the witch and rejoiced {Conn} the princess angered the witch.	The princess angered the witch and rejoiced {Conn} the princess rejoiced.	The princess angered the witch and rejoiced {Conn} the witch angered the princess.	The princess angered the witch and rejoiced {Conn} the witch angered the princess.
The witch angered the princess and rejoiced {Conn} the witch angered the princess.	The witch angered the princess and rejoiced {Conn} the witch rejoiced.	The witch angered the princess and rejoiced {Conn} the princess angered the witch.	The witch angered the princess and rejoiced {Conn} the princess angered the witch.
The fish sought the turtle and learned {Conn} the fish sought the turtle.	The fish sought the turtle and learned {Conn} the fish learned.	The fish sought the turtle and learned {Conn} the turtle sought the fish.	The fish sought the turtle and learned {Conn} the turtle learned.
The turtle sought the fish and learned {Conn} the turtle sought the fish.	The turtle sought the fish and learned {Conn} the turtle learned.	The turtle sought the fish and learned {Conn} the fish sought the turtle.	The turtle sought the fish and learned {Conn} the fish learned.
The fish sought the turtle and failed {Conn} the fish sought the turtle.	The fish sought the turtle and failed {Conn} the fish failed.	The fish sought the turtle and failed {Conn} the turtle sought the fish.	The fish sought the turtle and failed {Conn} the turtle sought the fish.
The turtle sought the fish and failed {Conn} the turtle sought the fish.	The turtle sought the fish and failed {Conn} the turtle failed.	The turtle sought the fish and failed {Conn} the fish sought the turtle.	The turtle sought the fish and failed {Conn} the fish sought the turtle.
The king entertained the jester and juggled {Conn} the king entertained the jester.	The king entertained the jester and juggled {Conn} the king juggled.	The king entertained the jester and juggled {Conn} the jester entertained the king.	The king entertained the jester and juggled {Conn} the jester juggled.
The jester entertained the king and juggled {Conn} the jester entertained the king.	The jester entertained the king and juggled {Conn} the jester juggled.	The jester entertained the king and juggled {Conn} the king entertained the jester.	The jester entertained the king and juggled {Conn} the king juggled.
The king entertained the jester and sang {Conn} the king entertained the jester.	The king entertained the jester and sang {Conn} the king sang.	The king entertained the jester and sang {Conn} the jester entertained the king.	The king entertained the jester and sang {Conn} the jester entertained the king.
The jester entertained the king and sang {Conn} the jester entertained the king.	The jester entertained the king and sang {Conn} the jester sang.	The jester entertained the king and sang {Conn} the king entertained the jester.	The jester entertained the king and sang {Conn} the king entertained the jester.
The poet brushed the dandelion and swayed {Conn} the poet brushed the dandelion.	The poet brushed the dandelion and swayed {Conn} the poet swayed.	The poet brushed the dandelion and swayed {Conn} the dandelion brushed the poet.	The poet brushed the dandelion and swayed {Conn} the dandelion swayed.
The dandelion brushed the poet and swayed {Conn} the dandelion brushed the poet.	The dandelion brushed the poet and swayed {Conn} the dandelion swayed.	The dandelion brushed the poet and swayed {Conn} the poet brushed the dandelion.	The dandelion brushed the poet and swayed {Conn} the poet swayed.
The poet brushed the dandelion and breathed {Conn} the poet brushed the dandelion.	The poet brushed the dandelion and breathed {Conn} the poet breathed.	The poet brushed the dandelion and breathed {Conn} the dandelion brushed the poet.	The poet brushed the dandelion and breathed {Conn} the dandelion brushed the poet.
The dandelion brushed the poet and breathed {Conn} the dandelion brushed the poet.	The dandelion brushed the poet and breathed {Conn} the dandelion breathed.	The dandelion brushed the poet and breathed {Conn} the poet brushed the dandelion.	The dandelion brushed the poet and breathed {Conn} the poet brushed the dandelion.
The worker sued the boss and resigned {Conn} the worker sued the boss.	The worker sued the boss and resigned {Conn} the worker resigned.	The worker sued the boss and resigned {Conn} the boss sued the worker.	The worker sued the boss and resigned {Conn} the boss resigned.
The boss sued the worker and resigned {Conn} the boss sued the worker.	The boss sued the worker and resigned {Conn} the boss resigned.	The boss sued the worker and resigned {Conn} the worker sued the boss.	The boss sued the worker and resigned {Conn} the worker resigned.
The worker sued the boss and apologized {Conn} the worker sued the boss.	The worker sued the boss and apologized {Conn} the worker apologized.	The worker sued the boss and apologized {Conn} the boss sued the worker.	The worker sued the boss and apologized {Conn} the boss sued the worker.
The boss sued the worker and apologized {Conn} the boss sued the worker.	The boss sued the worker and apologized {Conn} the boss apologized.	The boss sued the worker and apologized {Conn} the worker sued the boss.	The boss sued the worker and apologized {Conn} the worker sued the boss.
The magician touched the bunny and disappeared {Conn} the magician touched the bunny.	The magician touched the bunny and disappeared {Conn} the magician disappeared.	The magician touched the bunny and disappeared {Conn} the bunny touched the magician.	The magician touched the bunny and disappeared {Conn} the bunny disappeared.
The bunny touched the magician and disappeared {Conn} the bunny touched the magician.	The bunny touched the magician and disappeared {Conn} the bunny disappeared.	The bunny touched the magician and disappeared {Conn} the magician touched the bunny.	The bunny touched the magician and disappeared {Conn} the magician disappeared.
The magician touched the bunny and observed {Conn} the magician touched the bunny.	The magician touched the bunny and observed {Conn} the magician observed.	The magician touched the bunny and observed {Conn} the bunny touched the magician.	The magician touched the bunny and observed {Conn} the bunny touched the magician.
The bunny touched the magician and observed {Conn} the bunny touched the magician.	The bunny touched the magician and observed {Conn} the bunny observed.	The bunny touched the magician and observed {Conn} the magician touched the bunny.	The bunny touched the magician and observed {Conn} the magician touched the bunny.
The dragon surprised the child and apologized {Conn} the dragon surprised the child.	The dragon surprised the child and apologized {Conn} the dragon apologized.	The dragon surprised the child and apologized {Conn} the child surprised the dragon.	The dragon surprised the child and apologized {Conn} the child apologized.
The child surprised the dragon and apologized {Conn} the child surprised the dragon.	The child surprised the dragon and apologized {Conn} the child apologized.	The child surprised the dragon and apologized {Conn} the dragon surprised the child.	The child surprised the dragon and apologized {Conn} the dragon apologized.
The dragon surprised the child and flew {Conn} the dragon surprised the child.	The dragon surprised the child and flew {Conn} the dragon flew.	The dragon surprised the child and flew {Conn} the child surprised the dragon.	The dragon surprised the child and flew {Conn} the child surprised the dragon.
The child surprised the dragon and flew {Conn} the child surprised the dragon.	The child surprised the dragon and flew {Conn} the child flew.	The child surprised the dragon and flew {Conn} the dragon surprised the child.	The child surprised the dragon and flew {Conn} the dragon surprised the child.
The comedian delighted the audience and bombed {Conn} the comedian delighted the audience.	The comedian delighted the audience and bombed {Conn} the comedian bombed.	The comedian delighted the audience and bombed {Conn} the audience delighted the comedian.	The comedian delighted the audience and bombed {Conn} the audience bombed.
The audience delighted the comedian and bombed {Conn} the audience delighted the comedian.	The audience delighted the comedian and bombed {Conn} the audience bombed.	The audience delighted the comedian and bombed {Conn} the comedian delighted the audience.	The audience delighted the comedian and bombed {Conn} the comedian bombed.
The comedian delighted the audience and aged {Conn} the comedian delighted the audience.	The comedian delighted the audience and aged {Conn} the comedian aged.	The comedian delighted the audience and aged {Conn} the audience delighted the comedian.	The comedian delighted the audience and aged {Conn} the audience delighted the comedian.
The audience delighted the comedian and aged {Conn} the audience delighted the comedian.	The audience delighted the comedian and aged {Conn} the audience aged.	The audience delighted the comedian and aged {Conn} the comedian delighted the audience.	The audience delighted the comedian and aged {Conn} the comedian delighted the audience.
The therapist frustrated the insurer and refused {Conn} the therapist frustrated the insurer.	The therapist frustrated the insurer and refused {Conn} the therapist refused.	The therapist frustrated the insurer and refused {Conn} the insurer frustrated the therapist.	The therapist frustrated the insurer and refused {Conn} the insurer refused.
The insurer frustrated the therapist and refused {Conn} the insurer frustrated the therapist.	The insurer frustrated the therapist and refused {Conn} the insurer refused.	The insurer frustrated the therapist and refused {Conn} the therapist frustrated the insurer.	The insurer frustrated the therapist and refused {Conn} the therapist refused.
The therapist frustrated the insurer and screamed {Conn} the therapist frustrated the insurer.	The therapist frustrated the insurer and screamed {Conn} the therapist screamed.	The therapist frustrated the insurer and screamed {Conn} the insurer frustrated the therapist.	The therapist frustrated the insurer and screamed {Conn} the insurer frustrated the therapist.
The insurer frustrated the therapist and screamed {Conn} the insurer frustrated the therapist.	The insurer frustrated the therapist and screamed {Conn} the insurer screamed.	The insurer frustrated the therapist and screamed {Conn} the therapist frustrated the insurer.	The insurer frustrated the therapist and screamed {Conn} the therapist frustrated the insurer.
The shoes destroyed the carpet and shone {Conn} the shoes destroyed the carpet.	The shoes destroyed the carpet and shone {Conn} the shoes shone.	The shoes destroyed the carpet and shone {Conn} the carpet destroyed the shoes.	The shoes destroyed the carpet and shone {Conn} the carpet shone.
The carpet destroyed the shoes and shone {Conn} the carpet destroyed the shoes.	The carpet destroyed the shoes and shone {Conn} the carpet shone.	The carpet destroyed the shoes and shone {Conn} the shoes destroyed the carpet.	The carpet destroyed the shoes and shone {Conn} the shoes shone.
The shoes destroyed the carpet and deteriorated {Conn} the shoes destroyed the carpet.	The shoes destroyed the carpet and deteriorated {Conn} the shoes deteriorated.	The shoes destroyed the carpet and deteriorated {Conn} the carpet destroyed the shoes.	The shoes destroyed the carpet and deteriorated {Conn} the carpet destroyed the shoes.
The carpet destroyed the shoes and deteriorated {Conn} the carpet destroyed the shoes.	The carpet destroyed the shoes and deteriorated {Conn} the carpet deteriorated.	The carpet destroyed the shoes and deteriorated {Conn} the shoes destroyed the carpet.	The carpet destroyed the shoes and deteriorated {Conn} the shoes destroyed the carpet.
The principal expelled the student and smiled {Conn} the principal expelled the student.	The principal expelled the student and smiled {Conn} the principal smiled.	The principal expelled the student and smiled {Conn} the student expelled the principal.	The principal expelled the student and smiled {Conn} the student smiled.
The student expelled the principal and smiled {Conn} the student expelled the principal.	The student expelled the principal and smiled {Conn} the student smiled.	The student expelled the principal and smiled {Conn} the principal expelled the student.	The student expelled the principal and smiled {Conn} the principal smiled.
The principal expelled the student and frowned {Conn} the principal expelled the student.	The principal expelled the student and frowned {Conn} the principal frowned.	The principal expelled the student and frowned {Conn} the student expelled the principal.	The principal expelled the student and frowned {Conn} the student expelled the principal.
The student expelled the principal and frowned {Conn} the student expelled the principal.	The student expelled the principal and frowned {Conn} the student frowned.	The student expelled the principal and frowned {Conn} the principal expelled the student.	The student expelled the principal and frowned {Conn} the principal expelled the student.
The river joined the sea and swelled {Conn} the river joined the sea.	The river joined the sea and swelled {Conn} the river swelled.	The river joined the sea and swelled {Conn} the sea joined the river.	The river joined the sea and swelled {Conn} the sea swelled.
The sea joined the river and swelled {Conn} the sea joined the river.	The sea joined the river and swelled {Conn} the sea swelled.	The sea joined the river and swelled {Conn} the river joined the sea.	The sea joined the river and swelled {Conn} the river swelled.
The river joined the sea and shimmered {Conn} the river joined the sea.	The river joined the sea and shimmered {Conn} the river shimmered.	The river joined the sea and shimmered {Conn} the sea joined the river.	The river joined the sea and shimmered {Conn} the sea joined the river.
The sea joined the river and shimmered {Conn} the sea joined the river.	The sea joined the river and shimmered {Conn} the sea shimmered.	The sea joined the river and shimmered {Conn} the river joined the sea.	The sea joined the river and shimmered {Conn} the river joined the sea.
