inference	item	correct	crossing	subform.id	{Prep}	{E/D}	{Comp}	{Conn}	connective.summ	surprisal.idx
This is the girl that the grandma kissed; in short, the grandma kissed the girl.	1	True	False	1		This is	that	; in short, 	True	52
This is the girl that the grandma kissed; by contrast, the grandma kissed the girl.	1	True	False	1		This is	that	; by contrast, 	False	53
This is the girl that the grandma kissed; in short, the grandma kissed the girl.	1	True	False	1		This is	that	; in short, 	True	50
This is the girl that the grandma kissed; by contrast, the grandma kissed the girl.	1	True	False	1		This is	that	; by contrast, 	False	55
This is the girl that the grandma kissed; in short, the grandma kissed the girl.	1	True	False	1		This is	that	; in short, 	True	52
This is the girl that the grandma kissed; by contrast, the grandma kissed the girl.	1	True	False	1		This is	that	; by contrast, 	False	57
This is the girl that the grandma kissed; in short, the grandma kissed the girl.	1	True	False	1		This is	that	; in short, 	True	54
This is the girl that the grandma kissed; by contrast, the grandma kissed the girl.	1	True	False	1		This is	that	; by contrast, 	False	55
This is the girl that the grandma kissed; in short, the grandma kissed the girl.	1	True	False	1		This is	that	; in short, 	True	52
This is the girl that the grandma kissed; by contrast, the girl kissed the grandma.	1	False	False	1		This is	that	; by contrast, 	False	55
This is the girl that the grandma kissed; by contrast, the girl kissed the grandma.	1	False	False	1		This is	that	; by contrast, 	False	55
This is the girl that the grandma kissed; in short, the girl kissed the grandma.	1	False	False	1		This is	that	; in short, 	True	52
This is the girl that the grandma kissed; in short, the girl kissed the grandma.	1	False	False	1		This is	that	; in short, 	True	52
This is the girl that the grandma kissed; by contrast, the girl kissed the grandma.	1	False	False	1		This is	that	; by contrast, 	False	53
This is the girl that the grandma kissed; in short, the girl kissed the grandma.	1	False	False	1		This is	that	; in short, 	True	50
This is the girl that the grandma kissed; by contrast, the girl kissed the grandma.	1	False	False	1		This is	that	; by contrast, 	False	55
This is the girl that the grandma kissed; in short, the girl kissed the grandma.	1	False	False	1		This is	that	; in short, 	True	52
This is the girl that the grandma kissed; by contrast, the girl kissed the grandma.	1	False	False	1		This is	that	; by contrast, 	False	57
This is the girl that the grandma kissed; in short, the girl kissed the grandma.	1	False	False	1		This is	that	; in short, 	True	54
This is the girl that the grandma kissed; by contrast, the girl kissed the grandma.	1	False	False	1		This is	that	; by contrast, 	False	55
This is the girl that the grandma kissed; in short, the girl kissed the grandma.	1	False	False	1		This is	that	; in short, 	True	52
This is the dog that the cat bit; by contrast, the cat bit the dog.	2	True	False	1		This is	that	; by contrast, 	False	47
This is the dog that the cat bit; by contrast, the cat bit the dog.	2	True	False	1		This is	that	; by contrast, 	False	47
This is the dog that the cat bit; in short, the cat bit the dog.	2	True	False	1		This is	that	; in short, 	True	44
This is the dog that the cat bit; in short, the cat bit the dog.	2	True	False	1		This is	that	; in short, 	True	44
This is the dog that the cat bit; by contrast, the cat bit the dog.	2	True	False	1		This is	that	; by contrast, 	False	45
This is the dog that the cat bit; in short, the cat bit the dog.	2	True	False	1		This is	that	; in short, 	True	42
This is the dog that the cat bit; by contrast, the cat bit the dog.	2	True	False	1		This is	that	; by contrast, 	False	47
This is the dog that the cat bit; in short, the cat bit the dog.	2	True	False	1		This is	that	; in short, 	True	44
This is the dog that the cat bit; by contrast, the cat bit the dog.	2	True	False	1		This is	that	; by contrast, 	False	49
This is the dog that the cat bit; in short, the cat bit the dog.	2	True	False	1		This is	that	; in short, 	True	46
This is the dog that the cat bit; by contrast, the cat bit the dog.	2	True	False	1		This is	that	; by contrast, 	False	47
This is the dog that the cat bit; in short, the cat bit the dog.	2	True	False	1		This is	that	; in short, 	True	44
This is the dog that the cat bit; by contrast, the dog bit the cat.	2	False	False	1		This is	that	; by contrast, 	False	47
This is the dog that the cat bit; by contrast, the dog bit the cat.	2	False	False	1		This is	that	; by contrast, 	False	47
This is the dog that the cat bit; in short, the dog bit the cat.	2	False	False	1		This is	that	; in short, 	True	44
This is the dog that the cat bit; in short, the dog bit the cat.	2	False	False	1		This is	that	; in short, 	True	44
This is the dog that the cat bit; by contrast, the dog bit the cat.	2	False	False	1		This is	that	; by contrast, 	False	45
This is the dog that the cat bit; in short, the dog bit the cat.	2	False	False	1		This is	that	; in short, 	True	42
This is the dog that the cat bit; by contrast, the dog bit the cat.	2	False	False	1		This is	that	; by contrast, 	False	47
This is the dog that the cat bit; in short, the dog bit the cat.	2	False	False	1		This is	that	; in short, 	True	44
This is the dog that the cat bit; by contrast, the dog bit the cat.	2	False	False	1		This is	that	; by contrast, 	False	49
This is the dog that the cat bit; in short, the dog bit the cat.	2	False	False	1		This is	that	; in short, 	True	46
This is the dog that the cat bit; by contrast, the dog bit the cat.	2	False	False	1		This is	that	; by contrast, 	False	47
This is the dog that the cat bit; in short, the dog bit the cat.	2	False	False	1		This is	that	; in short, 	True	44
This is the cat that the dog bit; by contrast, the dog bit the cat.	2	True	False	1		This is	that	; by contrast, 	False	47
This is the cat that the dog bit; by contrast, the dog bit the cat.	2	True	False	1		This is	that	; by contrast, 	False	47
This is the cat that the dog bit; in short, the dog bit the cat.	2	True	False	1		This is	that	; in short, 	True	44
This is the cat that the dog bit; in short, the dog bit the cat.	2	True	False	1		This is	that	; in short, 	True	44
This is the cat that the dog bit; by contrast, the dog bit the cat.	2	True	False	1		This is	that	; by contrast, 	False	45
This is the cat that the dog bit; in short, the dog bit the cat.	2	True	False	1		This is	that	; in short, 	True	42
This is the cat that the dog bit; by contrast, the dog bit the cat.	2	True	False	1		This is	that	; by contrast, 	False	47
This is the cat that the dog bit; in short, the dog bit the cat.	2	True	False	1		This is	that	; in short, 	True	44
This is the cat that the dog bit; by contrast, the dog bit the cat.	2	True	False	1		This is	that	; by contrast, 	False	49
This is the cat that the dog bit; in short, the dog bit the cat.	2	True	False	1		This is	that	; in short, 	True	46
This is the cat that the dog bit; by contrast, the dog bit the cat.	2	True	False	1		This is	that	; by contrast, 	False	47
This is the cat that the dog bit; in short, the dog bit the cat.	2	True	False	1		This is	that	; in short, 	True	44
This is the cat that the dog bit; by contrast, the cat bit the dog.	2	False	False	1		This is	that	; by contrast, 	False	47
This is the cat that the dog bit; by contrast, the cat bit the dog.	2	False	False	1		This is	that	; by contrast, 	False	47
This is the cat that the dog bit; in short, the cat bit the dog.	2	False	False	1		This is	that	; in short, 	True	44
This is the cat that the dog bit; in short, the cat bit the dog.	2	False	False	1		This is	that	; in short, 	True	44
This is the cat that the dog bit; by contrast, the cat bit the dog.	2	False	False	1		This is	that	; by contrast, 	False	45
This is the cat that the dog bit; in short, the cat bit the dog.	2	False	False	1		This is	that	; in short, 	True	42
This is the cat that the dog bit; by contrast, the cat bit the dog.	2	False	False	1		This is	that	; by contrast, 	False	47
This is the cat that the dog bit; in short, the cat bit the dog.	2	False	False	1		This is	that	; in short, 	True	44
This is the cat that the dog bit; by contrast, the cat bit the dog.	2	False	False	1		This is	that	; by contrast, 	False	49
This is the cat that the dog bit; in short, the cat bit the dog.	2	False	False	1		This is	that	; in short, 	True	46
This is the cat that the dog bit; by contrast, the cat bit the dog.	2	False	False	1		This is	that	; by contrast, 	False	47
This is the cat that the dog bit; in short, the cat bit the dog.	2	False	False	1		This is	that	; in short, 	True	44
This is the lion that the tiger chased; by contrast, the tiger chased the lion.	3	True	False	1		This is	that	; by contrast, 	False	53
This is the lion that the tiger chased; by contrast, the tiger chased the lion.	3	True	False	1		This is	that	; by contrast, 	False	53
This is the lion that the tiger chased; in short, the tiger chased the lion.	3	True	False	1		This is	that	; in short, 	True	50
This is the lion that the tiger chased; in short, the tiger chased the lion.	3	True	False	1		This is	that	; in short, 	True	50
This is the lion that the tiger chased; by contrast, the tiger chased the lion.	3	True	False	1		This is	that	; by contrast, 	False	51
This is the lion that the tiger chased; in short, the tiger chased the lion.	3	True	False	1		This is	that	; in short, 	True	48
This is the lion that the tiger chased; by contrast, the tiger chased the lion.	3	True	False	1		This is	that	; by contrast, 	False	53
This is the lion that the tiger chased; in short, the tiger chased the lion.	3	True	False	1		This is	that	; in short, 	True	50
This is the lion that the tiger chased; by contrast, the tiger chased the lion.	3	True	False	1		This is	that	; by contrast, 	False	55
This is the lion that the tiger chased; in short, the tiger chased the lion.	3	True	False	1		This is	that	; in short, 	True	52
This is the lion that the tiger chased; by contrast, the tiger chased the lion.	3	True	False	1		This is	that	; by contrast, 	False	53
This is the lion that the tiger chased; in short, the tiger chased the lion.	3	True	False	1		This is	that	; in short, 	True	50
This is the lion that the tiger chased; by contrast, the lion chased the tiger.	3	False	False	1		This is	that	; by contrast, 	False	53
This is the lion that the tiger chased; by contrast, the lion chased the tiger.	3	False	False	1		This is	that	; by contrast, 	False	53
This is the lion that the tiger chased; in short, the lion chased the tiger.	3	False	False	1		This is	that	; in short, 	True	50
This is the lion that the tiger chased; in short, the lion chased the tiger.	3	False	False	1		This is	that	; in short, 	True	50
This is the lion that the tiger chased; by contrast, the lion chased the tiger.	3	False	False	1		This is	that	; by contrast, 	False	51
This is the lion that the tiger chased; in short, the lion chased the tiger.	3	False	False	1		This is	that	; in short, 	True	48
This is the lion that the tiger chased; by contrast, the lion chased the tiger.	3	False	False	1		This is	that	; by contrast, 	False	53
This is the lion that the tiger chased; in short, the lion chased the tiger.	3	False	False	1		This is	that	; in short, 	True	50
This is the lion that the tiger chased; by contrast, the lion chased the tiger.	3	False	False	1		This is	that	; by contrast, 	False	55
This is the lion that the tiger chased; in short, the lion chased the tiger.	3	False	False	1		This is	that	; in short, 	True	52
This is the lion that the tiger chased; by contrast, the lion chased the tiger.	3	False	False	1		This is	that	; by contrast, 	False	53
This is the lion that the tiger chased; in short, the lion chased the tiger.	3	False	False	1		This is	that	; in short, 	True	50
This is the tiger that the lion chased; by contrast, the lion chased the tiger.	3	True	False	1		This is	that	; by contrast, 	False	53
This is the tiger that the lion chased; by contrast, the lion chased the tiger.	3	True	False	1		This is	that	; by contrast, 	False	53
This is the tiger that the lion chased; in short, the lion chased the tiger.	3	True	False	1		This is	that	; in short, 	True	50
This is the tiger that the lion chased; in short, the lion chased the tiger.	3	True	False	1		This is	that	; in short, 	True	50
This is the tiger that the lion chased; by contrast, the lion chased the tiger.	3	True	False	1		This is	that	; by contrast, 	False	51
This is the tiger that the lion chased; in short, the lion chased the tiger.	3	True	False	1		This is	that	; in short, 	True	48
This is the tiger that the lion chased; by contrast, the lion chased the tiger.	3	True	False	1		This is	that	; by contrast, 	False	53
This is the tiger that the lion chased; in short, the lion chased the tiger.	3	True	False	1		This is	that	; in short, 	True	50
This is the tiger that the lion chased; by contrast, the lion chased the tiger.	3	True	False	1		This is	that	; by contrast, 	False	55
This is the tiger that the lion chased; in short, the lion chased the tiger.	3	True	False	1		This is	that	; in short, 	True	52
This is the tiger that the lion chased; by contrast, the lion chased the tiger.	3	True	False	1		This is	that	; by contrast, 	False	53
This is the tiger that the lion chased; in short, the lion chased the tiger.	3	True	False	1		This is	that	; in short, 	True	50
This is the tiger that the lion chased; by contrast, the tiger chased the lion.	3	False	False	1		This is	that	; by contrast, 	False	53
This is the tiger that the lion chased; by contrast, the tiger chased the lion.	3	False	False	1		This is	that	; by contrast, 	False	53
This is the tiger that the lion chased; in short, the tiger chased the lion.	3	False	False	1		This is	that	; in short, 	True	50
This is the tiger that the lion chased; in short, the tiger chased the lion.	3	False	False	1		This is	that	; in short, 	True	50
This is the tiger that the lion chased; by contrast, the tiger chased the lion.	3	False	False	1		This is	that	; by contrast, 	False	51
This is the tiger that the lion chased; in short, the tiger chased the lion.	3	False	False	1		This is	that	; in short, 	True	48
This is the tiger that the lion chased; by contrast, the tiger chased the lion.	3	False	False	1		This is	that	; by contrast, 	False	53
This is the tiger that the lion chased; in short, the tiger chased the lion.	3	False	False	1		This is	that	; in short, 	True	50
This is the tiger that the lion chased; by contrast, the tiger chased the lion.	3	False	False	1		This is	that	; by contrast, 	False	55
This is the tiger that the lion chased; in short, the tiger chased the lion.	3	False	False	1		This is	that	; in short, 	True	52
This is the tiger that the lion chased; by contrast, the tiger chased the lion.	3	False	False	1		This is	that	; by contrast, 	False	53
This is the tiger that the lion chased; in short, the tiger chased the lion.	3	False	False	1		This is	that	; in short, 	True	50
This is the doctor that the patient reviewed; by contrast, the patient reviewed the doctor.	4	True	False	1		This is	that	; by contrast, 	False	59
This is the doctor that the patient reviewed; by contrast, the patient reviewed the doctor.	4	True	False	1		This is	that	; by contrast, 	False	59
This is the doctor that the patient reviewed; in short, the patient reviewed the doctor.	4	True	False	1		This is	that	; in short, 	True	56
This is the doctor that the patient reviewed; in short, the patient reviewed the doctor.	4	True	False	1		This is	that	; in short, 	True	56
This is the doctor that the patient reviewed; by contrast, the patient reviewed the doctor.	4	True	False	1		This is	that	; by contrast, 	False	57
This is the doctor that the patient reviewed; in short, the patient reviewed the doctor.	4	True	False	1		This is	that	; in short, 	True	54
This is the doctor that the patient reviewed; by contrast, the patient reviewed the doctor.	4	True	False	1		This is	that	; by contrast, 	False	59
This is the doctor that the patient reviewed; in short, the patient reviewed the doctor.	4	True	False	1		This is	that	; in short, 	True	56
This is the doctor that the patient reviewed; by contrast, the patient reviewed the doctor.	4	True	False	1		This is	that	; by contrast, 	False	61
This is the doctor that the patient reviewed; in short, the patient reviewed the doctor.	4	True	False	1		This is	that	; in short, 	True	58
This is the doctor that the patient reviewed; by contrast, the patient reviewed the doctor.	4	True	False	1		This is	that	; by contrast, 	False	59
This is the doctor that the patient reviewed; in short, the patient reviewed the doctor.	4	True	False	1		This is	that	; in short, 	True	56
This is the doctor that the patient reviewed; by contrast, the doctor reviewed the patient.	4	False	False	1		This is	that	; by contrast, 	False	59
This is the doctor that the patient reviewed; by contrast, the doctor reviewed the patient.	4	False	False	1		This is	that	; by contrast, 	False	59
This is the doctor that the patient reviewed; in short, the doctor reviewed the patient.	4	False	False	1		This is	that	; in short, 	True	56
This is the doctor that the patient reviewed; in short, the doctor reviewed the patient.	4	False	False	1		This is	that	; in short, 	True	56
This is the doctor that the patient reviewed; by contrast, the doctor reviewed the patient.	4	False	False	1		This is	that	; by contrast, 	False	57
This is the doctor that the patient reviewed; in short, the doctor reviewed the patient.	4	False	False	1		This is	that	; in short, 	True	54
This is the doctor that the patient reviewed; by contrast, the doctor reviewed the patient.	4	False	False	1		This is	that	; by contrast, 	False	59
This is the doctor that the patient reviewed; in short, the doctor reviewed the patient.	4	False	False	1		This is	that	; in short, 	True	56
This is the doctor that the patient reviewed; by contrast, the doctor reviewed the patient.	4	False	False	1		This is	that	; by contrast, 	False	61
This is the doctor that the patient reviewed; in short, the doctor reviewed the patient.	4	False	False	1		This is	that	; in short, 	True	58
This is the doctor that the patient reviewed; by contrast, the doctor reviewed the patient.	4	False	False	1		This is	that	; by contrast, 	False	59
This is the doctor that the patient reviewed; in short, the doctor reviewed the patient.	4	False	False	1		This is	that	; in short, 	True	56
This is the patient that the doctor reviewed; by contrast, the doctor reviewed the patient.	4	True	False	1		This is	that	; by contrast, 	False	59
This is the patient that the doctor reviewed; by contrast, the doctor reviewed the patient.	4	True	False	1		This is	that	; by contrast, 	False	59
This is the patient that the doctor reviewed; in short, the doctor reviewed the patient.	4	True	False	1		This is	that	; in short, 	True	56
This is the patient that the doctor reviewed; in short, the doctor reviewed the patient.	4	True	False	1		This is	that	; in short, 	True	56
This is the patient that the doctor reviewed; by contrast, the doctor reviewed the patient.	4	True	False	1		This is	that	; by contrast, 	False	57
This is the patient that the doctor reviewed; in short, the doctor reviewed the patient.	4	True	False	1		This is	that	; in short, 	True	54
This is the patient that the doctor reviewed; by contrast, the doctor reviewed the patient.	4	True	False	1		This is	that	; by contrast, 	False	59
This is the patient that the doctor reviewed; in short, the doctor reviewed the patient.	4	True	False	1		This is	that	; in short, 	True	56
This is the patient that the doctor reviewed; by contrast, the doctor reviewed the patient.	4	True	False	1		This is	that	; by contrast, 	False	61
This is the patient that the doctor reviewed; in short, the doctor reviewed the patient.	4	True	False	1		This is	that	; in short, 	True	58
This is the patient that the doctor reviewed; by contrast, the doctor reviewed the patient.	4	True	False	1		This is	that	; by contrast, 	False	59
This is the patient that the doctor reviewed; in short, the doctor reviewed the patient.	4	True	False	1		This is	that	; in short, 	True	56
This is the patient that the doctor reviewed; by contrast, the patient reviewed the doctor.	4	False	False	1		This is	that	; by contrast, 	False	59
This is the patient that the doctor reviewed; by contrast, the patient reviewed the doctor.	4	False	False	1		This is	that	; by contrast, 	False	59
This is the patient that the doctor reviewed; in short, the patient reviewed the doctor.	4	False	False	1		This is	that	; in short, 	True	56
This is the patient that the doctor reviewed; in short, the patient reviewed the doctor.	4	False	False	1		This is	that	; in short, 	True	56
This is the patient that the doctor reviewed; by contrast, the patient reviewed the doctor.	4	False	False	1		This is	that	; by contrast, 	False	57
This is the patient that the doctor reviewed; in short, the patient reviewed the doctor.	4	False	False	1		This is	that	; in short, 	True	54
This is the patient that the doctor reviewed; by contrast, the patient reviewed the doctor.	4	False	False	1		This is	that	; by contrast, 	False	59
This is the patient that the doctor reviewed; in short, the patient reviewed the doctor.	4	False	False	1		This is	that	; in short, 	True	56
This is the patient that the doctor reviewed; by contrast, the patient reviewed the doctor.	4	False	False	1		This is	that	; by contrast, 	False	61
This is the patient that the doctor reviewed; in short, the patient reviewed the doctor.	4	False	False	1		This is	that	; in short, 	True	58
This is the patient that the doctor reviewed; by contrast, the patient reviewed the doctor.	4	False	False	1		This is	that	; by contrast, 	False	59
This is the patient that the doctor reviewed; in short, the patient reviewed the doctor.	4	False	False	1		This is	that	; in short, 	True	56
This is the President that the beaurocrat noticed; by contrast, the beaurocrat noticed the President.	5	True	False	1		This is	that	; by contrast, 	False	64
This is the President that the beaurocrat noticed; by contrast, the beaurocrat noticed the President.	5	True	False	1		This is	that	; by contrast, 	False	64
This is the President that the beaurocrat noticed; in short, the beaurocrat noticed the President.	5	True	False	1		This is	that	; in short, 	True	61
This is the President that the beaurocrat noticed; in short, the beaurocrat noticed the President.	5	True	False	1		This is	that	; in short, 	True	61
This is the President that the beaurocrat noticed; by contrast, the beaurocrat noticed the President.	5	True	False	1		This is	that	; by contrast, 	False	62
This is the President that the beaurocrat noticed; in short, the beaurocrat noticed the President.	5	True	False	1		This is	that	; in short, 	True	59
This is the President that the beaurocrat noticed; by contrast, the beaurocrat noticed the President.	5	True	False	1		This is	that	; by contrast, 	False	64
This is the President that the beaurocrat noticed; in short, the beaurocrat noticed the President.	5	True	False	1		This is	that	; in short, 	True	61
This is the President that the beaurocrat noticed; by contrast, the beaurocrat noticed the President.	5	True	False	1		This is	that	; by contrast, 	False	66
This is the President that the beaurocrat noticed; in short, the beaurocrat noticed the President.	5	True	False	1		This is	that	; in short, 	True	63
This is the President that the beaurocrat noticed; by contrast, the beaurocrat noticed the President.	5	True	False	1		This is	that	; by contrast, 	False	64
This is the President that the beaurocrat noticed; in short, the beaurocrat noticed the President.	5	True	False	1		This is	that	; in short, 	True	61
This is the President that the beaurocrat noticed; by contrast, the President noticed the beaurocrat.	5	False	False	1		This is	that	; by contrast, 	False	64
This is the President that the beaurocrat noticed; by contrast, the President noticed the beaurocrat.	5	False	False	1		This is	that	; by contrast, 	False	64
This is the President that the beaurocrat noticed; in short, the President noticed the beaurocrat.	5	False	False	1		This is	that	; in short, 	True	61
This is the President that the beaurocrat noticed; in short, the President noticed the beaurocrat.	5	False	False	1		This is	that	; in short, 	True	61
This is the President that the beaurocrat noticed; by contrast, the President noticed the beaurocrat.	5	False	False	1		This is	that	; by contrast, 	False	62
This is the President that the beaurocrat noticed; in short, the President noticed the beaurocrat.	5	False	False	1		This is	that	; in short, 	True	59
This is the President that the beaurocrat noticed; by contrast, the President noticed the beaurocrat.	5	False	False	1		This is	that	; by contrast, 	False	64
This is the President that the beaurocrat noticed; in short, the President noticed the beaurocrat.	5	False	False	1		This is	that	; in short, 	True	61
This is the President that the beaurocrat noticed; by contrast, the President noticed the beaurocrat.	5	False	False	1		This is	that	; by contrast, 	False	66
This is the President that the beaurocrat noticed; in short, the President noticed the beaurocrat.	5	False	False	1		This is	that	; in short, 	True	63
This is the President that the beaurocrat noticed; by contrast, the President noticed the beaurocrat.	5	False	False	1		This is	that	; by contrast, 	False	64
This is the President that the beaurocrat noticed; in short, the President noticed the beaurocrat.	5	False	False	1		This is	that	; in short, 	True	61
