E_nX	E_X	C_nX	C_X
The patient {Comp} reviewed the doctor blinked {Conn} the patient reviewed the doctor.	The patient {Comp} reviewed the doctor blinked {Conn} the patient blinked.	The patient {Comp} reviewed the doctor blinked {Conn} the doctor reviewed the patient.	The patient {Comp} reviewed the doctor blinked {Conn} the doctor blinked.
The President {Comp} noticed the beaurocrat contemplated {Conn} the President noticed the beaurocrat.	The President {Comp} noticed the beaurocrat contemplated {Conn} the President contemplated.	The President {Comp} noticed the beaurocrat contemplated {Conn} the beaurocrat noticed the President.	The President {Comp} noticed the beaurocrat contemplated {Conn} the beaurocrat contemplated.
The beaurocrat {Comp} noticed the President contemplated {Conn} the beaurocrat noticed the President.	The beaurocrat {Comp} noticed the President contemplated {Conn} the beaurocrat contemplated.	The beaurocrat {Comp} noticed the President contemplated {Conn} the President noticed the beaurocrat.	The beaurocrat {Comp} noticed the President contemplated {Conn} the President contemplated.
The President {Comp} noticed the beaurocrat tweeted {Conn} the President noticed the beaurocrat.	The President {Comp} noticed the beaurocrat tweeted {Conn} the President tweeted.	The President {Comp} noticed the beaurocrat tweeted {Conn} the beaurocrat noticed the President.	The President {Comp} noticed the beaurocrat tweeted {Conn} the beaurocrat tweeted.
The beaurocrat {Comp} noticed the President tweeted {Conn} the beaurocrat noticed the President.	The beaurocrat {Comp} noticed the President tweeted {Conn} the beaurocrat tweeted.	The beaurocrat {Comp} noticed the President tweeted {Conn} the President noticed the beaurocrat.	The beaurocrat {Comp} noticed the President tweeted {Conn} the President tweeted.
The bride {Comp} slapped the priest shouted {Conn} the bride slapped the priest.	The bride {Comp} slapped the priest shouted {Conn} the bride shouted.	The bride {Comp} slapped the priest shouted {Conn} the priest slapped the bride.	The bride {Comp} slapped the priest shouted {Conn} the priest shouted.
The priest {Comp} slapped the bride shouted {Conn} the priest slapped the bride.	The priest {Comp} slapped the bride shouted {Conn} the priest shouted.	The priest {Comp} slapped the bride shouted {Conn} the bride slapped the priest.	The priest {Comp} slapped the bride shouted {Conn} the bride shouted.
The bride {Comp} slapped the priest frowned {Conn} the bride slapped the priest.	The bride {Comp} slapped the priest frowned {Conn} the bride frowned.	The bride {Comp} slapped the priest frowned {Conn} the priest slapped the bride.	The bride {Comp} slapped the priest frowned {Conn} the priest frowned.
The priest {Comp} slapped the bride frowned {Conn} the priest slapped the bride.	The priest {Comp} slapped the bride frowned {Conn} the priest frowned.	The priest {Comp} slapped the bride frowned {Conn} the bride slapped the priest.	The priest {Comp} slapped the bride frowned {Conn} the bride frowned.
The bee {Comp} appreciated the flower sang {Conn} the bee appreciated the flower.	The bee {Comp} appreciated the flower sang {Conn} the bee sang.	The bee {Comp} appreciated the flower sang {Conn} the flower appreciated the bee.	The bee {Comp} appreciated the flower sang {Conn} the flower sang.
The flower {Comp} appreciated the bee sang {Conn} the flower appreciated the bee.	The flower {Comp} appreciated the bee sang {Conn} the flower sang.	The flower {Comp} appreciated the bee sang {Conn} the bee appreciated the flower.	The flower {Comp} appreciated the bee sang {Conn} the bee sang.
The bee {Comp} appreciated the flower wriggled {Conn} the bee appreciated the flower.	The bee {Comp} appreciated the flower wriggled {Conn} the bee wriggled.	The bee {Comp} appreciated the flower wriggled {Conn} the flower appreciated the bee.	The bee {Comp} appreciated the flower wriggled {Conn} the flower wriggled.
The flower {Comp} appreciated the bee wriggled {Conn} the flower appreciated the bee.	The flower {Comp} appreciated the bee wriggled {Conn} the flower wriggled.	The flower {Comp} appreciated the bee wriggled {Conn} the bee appreciated the flower.	The flower {Comp} appreciated the bee wriggled {Conn} the bee wriggled.
The baby {Comp} loved the nurse slept {Conn} the baby loved the nurse.	The baby {Comp} loved the nurse slept {Conn} the baby slept.	The baby {Comp} loved the nurse slept {Conn} the nurse loved the baby.	The baby {Comp} loved the nurse slept {Conn} the nurse slept.
The nurse {Comp} loved the baby slept {Conn} the nurse loved the baby.	The nurse {Comp} loved the baby slept {Conn} the nurse slept.	The nurse {Comp} loved the baby slept {Conn} the baby loved the nurse.	The nurse {Comp} loved the baby slept {Conn} the baby slept.
The baby {Comp} loved the nurse cried {Conn} the baby loved the nurse.	The baby {Comp} loved the nurse cried {Conn} the baby cried.	The baby {Comp} loved the nurse cried {Conn} the nurse loved the baby.	The baby {Comp} loved the nurse cried {Conn} the nurse cried.
The nurse {Comp} loved the baby cried {Conn} the nurse loved the baby.	The nurse {Comp} loved the baby cried {Conn} the nurse cried.	The nurse {Comp} loved the baby cried {Conn} the baby loved the nurse.	The nurse {Comp} loved the baby cried {Conn} the baby cried.
The virus {Comp} stopped the antibodies emerged {Conn} the virus stopped the antibodies.	The virus {Comp} stopped the antibodies emerged {Conn} the virus emerged.	The virus {Comp} stopped the antibodies emerged {Conn} the antibodies stopped the virus.	The virus {Comp} stopped the antibodies emerged {Conn} the antibodies emerged.
The antibodies {Comp} stopped the virus emerged {Conn} the antibodies stopped the virus.	The antibodies {Comp} stopped the virus emerged {Conn} the antibodies emerged.	The antibodies {Comp} stopped the virus emerged {Conn} the virus stopped the antibodies.	The antibodies {Comp} stopped the virus emerged {Conn} the virus emerged.
The virus {Comp} stopped the antibodies dwindled {Conn} the virus stopped the antibodies.	The virus {Comp} stopped the antibodies dwindled {Conn} the virus dwindled.	The virus {Comp} stopped the antibodies dwindled {Conn} the antibodies stopped the virus.	The virus {Comp} stopped the antibodies dwindled {Conn} the antibodies dwindled.
The antibodies {Comp} stopped the virus dwindled {Conn} the antibodies stopped the virus.	The antibodies {Comp} stopped the virus dwindled {Conn} the antibodies dwindled.	The antibodies {Comp} stopped the virus dwindled {Conn} the virus stopped the antibodies.	The antibodies {Comp} stopped the virus dwindled {Conn} the virus dwindled.
The chef {Comp} squeezed the octopus vanished {Conn} the chef squeezed the octopus.	The chef {Comp} squeezed the octopus vanished {Conn} the chef vanished.	The chef {Comp} squeezed the octopus vanished {Conn} the octopus squeezed the chef.	The chef {Comp} squeezed the octopus vanished {Conn} the octopus vanished.
The octopus {Comp} squeezed the chef vanished {Conn} the octopus squeezed the chef.	The octopus {Comp} squeezed the chef vanished {Conn} the octopus vanished.	The octopus {Comp} squeezed the chef vanished {Conn} the chef squeezed the octopus.	The octopus {Comp} squeezed the chef vanished {Conn} the chef vanished.
The chef {Comp} squeezed the octopus gasped {Conn} the chef squeezed the octopus.	The chef {Comp} squeezed the octopus gasped {Conn} the chef gasped.	The chef {Comp} squeezed the octopus gasped {Conn} the octopus squeezed the chef.	The chef {Comp} squeezed the octopus gasped {Conn} the octopus gasped.
The octopus {Comp} squeezed the chef gasped {Conn} the octopus squeezed the chef.	The octopus {Comp} squeezed the chef gasped {Conn} the octopus gasped.	The octopus {Comp} squeezed the chef gasped {Conn} the chef squeezed the octopus.	The octopus {Comp} squeezed the chef gasped {Conn} the chef gasped.
The journalist {Comp} pestered the senator wrote {Conn} the journalist pestered the senator.	The journalist {Comp} pestered the senator wrote {Conn} the journalist wrote.	The journalist {Comp} pestered the senator wrote {Conn} the senator pestered the journalist.	The journalist {Comp} pestered the senator wrote {Conn} the senator wrote.
The senator {Comp} pestered the journalist wrote {Conn} the senator pestered the journalist.	The senator {Comp} pestered the journalist wrote {Conn} the senator wrote.	The senator {Comp} pestered the journalist wrote {Conn} the journalist pestered the senator.	The senator {Comp} pestered the journalist wrote {Conn} the journalist wrote.
The journalist {Comp} pestered the senator fumed {Conn} the journalist pestered the senator.	The journalist {Comp} pestered the senator fumed {Conn} the journalist fumed.	The journalist {Comp} pestered the senator fumed {Conn} the senator pestered the journalist.	The journalist {Comp} pestered the senator fumed {Conn} the senator fumed.
The senator {Comp} pestered the journalist fumed {Conn} the senator pestered the journalist.	The senator {Comp} pestered the journalist fumed {Conn} the senator fumed.	The senator {Comp} pestered the journalist fumed {Conn} the journalist pestered the senator.	The senator {Comp} pestered the journalist fumed {Conn} the journalist fumed.
The ant {Comp} saw the grasshopper worked {Conn} the ant saw the grasshopper.	The ant {Comp} saw the grasshopper worked {Conn} the ant worked.	The ant {Comp} saw the grasshopper worked {Conn} the grasshopper saw the ant.	The ant {Comp} saw the grasshopper worked {Conn} the grasshopper worked.
The grasshopper {Comp} saw the ant worked {Conn} the grasshopper saw the ant.	The grasshopper {Comp} saw the ant worked {Conn} the grasshopper worked.	The grasshopper {Comp} saw the ant worked {Conn} the ant saw the grasshopper.	The grasshopper {Comp} saw the ant worked {Conn} the ant worked.
The ant {Comp} saw the grasshopper played {Conn} the ant saw the grasshopper.	The ant {Comp} saw the grasshopper played {Conn} the ant played.	The ant {Comp} saw the grasshopper played {Conn} the grasshopper saw the ant.	The ant {Comp} saw the grasshopper played {Conn} the grasshopper played.
The grasshopper {Comp} saw the ant played {Conn} the grasshopper saw the ant.	The grasshopper {Comp} saw the ant played {Conn} the grasshopper played.	The grasshopper {Comp} saw the ant played {Conn} the ant saw the grasshopper.	The grasshopper {Comp} saw the ant played {Conn} the ant played.
The princess {Comp} angered the witch melted {Conn} the princess angered the witch.	The princess {Comp} angered the witch melted {Conn} the princess melted.	The princess {Comp} angered the witch melted {Conn} the witch angered the princess.	The princess {Comp} angered the witch melted {Conn} the witch melted.
The witch {Comp} angered the princess melted {Conn} the witch angered the princess.	The witch {Comp} angered the princess melted {Conn} the witch melted.	The witch {Comp} angered the princess melted {Conn} the princess angered the witch.	The witch {Comp} angered the princess melted {Conn} the princess melted.
The princess {Comp} angered the witch rejoiced {Conn} the princess angered the witch.	The princess {Comp} angered the witch rejoiced {Conn} the princess rejoiced.	The princess {Comp} angered the witch rejoiced {Conn} the witch angered the princess.	The princess {Comp} angered the witch rejoiced {Conn} the witch rejoiced.
The witch {Comp} angered the princess rejoiced {Conn} the witch angered the princess.	The witch {Comp} angered the princess rejoiced {Conn} the witch rejoiced.	The witch {Comp} angered the princess rejoiced {Conn} the princess angered the witch.	The witch {Comp} angered the princess rejoiced {Conn} the princess rejoiced.
The fish {Comp} sought the turtle learned {Conn} the fish sought the turtle.	The fish {Comp} sought the turtle learned {Conn} the fish learned.	The fish {Comp} sought the turtle learned {Conn} the turtle sought the fish.	The fish {Comp} sought the turtle learned {Conn} the turtle learned.
The turtle {Comp} sought the fish learned {Conn} the turtle sought the fish.	The turtle {Comp} sought the fish learned {Conn} the turtle learned.	The turtle {Comp} sought the fish learned {Conn} the fish sought the turtle.	The turtle {Comp} sought the fish learned {Conn} the fish learned.
The fish {Comp} sought the turtle failed {Conn} the fish sought the turtle.	The fish {Comp} sought the turtle failed {Conn} the fish failed.	The fish {Comp} sought the turtle failed {Conn} the turtle sought the fish.	The fish {Comp} sought the turtle failed {Conn} the turtle failed.
The turtle {Comp} sought the fish failed {Conn} the turtle sought the fish.	The turtle {Comp} sought the fish failed {Conn} the turtle failed.	The turtle {Comp} sought the fish failed {Conn} the fish sought the turtle.	The turtle {Comp} sought the fish failed {Conn} the fish failed.
The king {Comp} entertained the jester juggled {Conn} the king entertained the jester.	The king {Comp} entertained the jester juggled {Conn} the king juggled.	The king {Comp} entertained the jester juggled {Conn} the jester entertained the king.	The king {Comp} entertained the jester juggled {Conn} the jester juggled.
The jester {Comp} entertained the king juggled {Conn} the jester entertained the king.	The jester {Comp} entertained the king juggled {Conn} the jester juggled.	The jester {Comp} entertained the king juggled {Conn} the king entertained the jester.	The jester {Comp} entertained the king juggled {Conn} the king juggled.
The king {Comp} entertained the jester sang {Conn} the king entertained the jester.	The king {Comp} entertained the jester sang {Conn} the king sang.	The king {Comp} entertained the jester sang {Conn} the jester entertained the king.	The king {Comp} entertained the jester sang {Conn} the jester sang.
The jester {Comp} entertained the king sang {Conn} the jester entertained the king.	The jester {Comp} entertained the king sang {Conn} the jester sang.	The jester {Comp} entertained the king sang {Conn} the king entertained the jester.	The jester {Comp} entertained the king sang {Conn} the king sang.
The poet {Comp} brushed the dandelion swayed {Conn} the poet brushed the dandelion.	The poet {Comp} brushed the dandelion swayed {Conn} the poet swayed.	The poet {Comp} brushed the dandelion swayed {Conn} the dandelion brushed the poet.	The poet {Comp} brushed the dandelion swayed {Conn} the dandelion swayed.
The dandelion {Comp} brushed the poet swayed {Conn} the dandelion brushed the poet.	The dandelion {Comp} brushed the poet swayed {Conn} the dandelion swayed.	The dandelion {Comp} brushed the poet swayed {Conn} the poet brushed the dandelion.	The dandelion {Comp} brushed the poet swayed {Conn} the poet swayed.
The poet {Comp} brushed the dandelion breathed {Conn} the poet brushed the dandelion.	The poet {Comp} brushed the dandelion breathed {Conn} the poet breathed.	The poet {Comp} brushed the dandelion breathed {Conn} the dandelion brushed the poet.	The poet {Comp} brushed the dandelion breathed {Conn} the dandelion breathed.
The dandelion {Comp} brushed the poet breathed {Conn} the dandelion brushed the poet.	The dandelion {Comp} brushed the poet breathed {Conn} the dandelion breathed.	The dandelion {Comp} brushed the poet breathed {Conn} the poet brushed the dandelion.	The dandelion {Comp} brushed the poet breathed {Conn} the poet breathed.
The worker {Comp} sued the boss resigned {Conn} the worker sued the boss.	The worker {Comp} sued the boss resigned {Conn} the worker resigned.	The worker {Comp} sued the boss resigned {Conn} the boss sued the worker.	The worker {Comp} sued the boss resigned {Conn} the boss resigned.
The boss {Comp} sued the worker resigned {Conn} the boss sued the worker.	The boss {Comp} sued the worker resigned {Conn} the boss resigned.	The boss {Comp} sued the worker resigned {Conn} the worker sued the boss.	The boss {Comp} sued the worker resigned {Conn} the worker resigned.
The worker {Comp} sued the boss apologized {Conn} the worker sued the boss.	The worker {Comp} sued the boss apologized {Conn} the worker apologized.	The worker {Comp} sued the boss apologized {Conn} the boss sued the worker.	The worker {Comp} sued the boss apologized {Conn} the boss apologized.
The boss {Comp} sued the worker apologized {Conn} the boss sued the worker.	The boss {Comp} sued the worker apologized {Conn} the boss apologized.	The boss {Comp} sued the worker apologized {Conn} the worker sued the boss.	The boss {Comp} sued the worker apologized {Conn} the worker apologized.
The magician {Comp} touched the bunny disappeared {Conn} the magician touched the bunny.	The magician {Comp} touched the bunny disappeared {Conn} the magician disappeared.	The magician {Comp} touched the bunny disappeared {Conn} the bunny touched the magician.	The magician {Comp} touched the bunny disappeared {Conn} the bunny disappeared.
The bunny {Comp} touched the magician disappeared {Conn} the bunny touched the magician.	The bunny {Comp} touched the magician disappeared {Conn} the bunny disappeared.	The bunny {Comp} touched the magician disappeared {Conn} the magician touched the bunny.	The bunny {Comp} touched the magician disappeared {Conn} the magician disappeared.
The magician {Comp} touched the bunny observed {Conn} the magician touched the bunny.	The magician {Comp} touched the bunny observed {Conn} the magician observed.	The magician {Comp} touched the bunny observed {Conn} the bunny touched the magician.	The magician {Comp} touched the bunny observed {Conn} the bunny observed.
The bunny {Comp} touched the magician observed {Conn} the bunny touched the magician.	The bunny {Comp} touched the magician observed {Conn} the bunny observed.	The bunny {Comp} touched the magician observed {Conn} the magician touched the bunny.	The bunny {Comp} touched the magician observed {Conn} the magician observed.
The dragon {Comp} surprised the child apologized {Conn} the dragon surprised the child.	The dragon {Comp} surprised the child apologized {Conn} the dragon apologized.	The dragon {Comp} surprised the child apologized {Conn} the child surprised the dragon.	The dragon {Comp} surprised the child apologized {Conn} the child apologized.
The child {Comp} surprised the dragon apologized {Conn} the child surprised the dragon.	The child {Comp} surprised the dragon apologized {Conn} the child apologized.	The child {Comp} surprised the dragon apologized {Conn} the dragon surprised the child.	The child {Comp} surprised the dragon apologized {Conn} the dragon apologized.
The dragon {Comp} surprised the child flew {Conn} the dragon surprised the child.	The dragon {Comp} surprised the child flew {Conn} the dragon flew.	The dragon {Comp} surprised the child flew {Conn} the child surprised the dragon.	The dragon {Comp} surprised the child flew {Conn} the child flew.
The child {Comp} surprised the dragon flew {Conn} the child surprised the dragon.	The child {Comp} surprised the dragon flew {Conn} the child flew.	The child {Comp} surprised the dragon flew {Conn} the dragon surprised the child.	The child {Comp} surprised the dragon flew {Conn} the dragon flew.
The comedian {Comp} delighted the audience bombed {Conn} the comedian delighted the audience.	The comedian {Comp} delighted the audience bombed {Conn} the comedian bombed.	The comedian {Comp} delighted the audience bombed {Conn} the audience delighted the comedian.	The comedian {Comp} delighted the audience bombed {Conn} the audience bombed.
The audience {Comp} delighted the comedian bombed {Conn} the audience delighted the comedian.	The audience {Comp} delighted the comedian bombed {Conn} the audience bombed.	The audience {Comp} delighted the comedian bombed {Conn} the comedian delighted the audience.	The audience {Comp} delighted the comedian bombed {Conn} the comedian bombed.
The comedian {Comp} delighted the audience aged {Conn} the comedian delighted the audience.	The comedian {Comp} delighted the audience aged {Conn} the comedian aged.	The comedian {Comp} delighted the audience aged {Conn} the audience delighted the comedian.	The comedian {Comp} delighted the audience aged {Conn} the audience aged.
The audience {Comp} delighted the comedian aged {Conn} the audience delighted the comedian.	The audience {Comp} delighted the comedian aged {Conn} the audience aged.	The audience {Comp} delighted the comedian aged {Conn} the comedian delighted the audience.	The audience {Comp} delighted the comedian aged {Conn} the comedian aged.
The therapist {Comp} frustrated the insurer refused {Conn} the therapist frustrated the insurer.	The therapist {Comp} frustrated the insurer refused {Conn} the therapist refused.	The therapist {Comp} frustrated the insurer refused {Conn} the insurer frustrated the therapist.	The therapist {Comp} frustrated the insurer refused {Conn} the insurer refused.
The insurer {Comp} frustrated the therapist refused {Conn} the insurer frustrated the therapist.	The insurer {Comp} frustrated the therapist refused {Conn} the insurer refused.	The insurer {Comp} frustrated the therapist refused {Conn} the therapist frustrated the insurer.	The insurer {Comp} frustrated the therapist refused {Conn} the therapist refused.
The therapist {Comp} frustrated the insurer screamed {Conn} the therapist frustrated the insurer.	The therapist {Comp} frustrated the insurer screamed {Conn} the therapist screamed.	The therapist {Comp} frustrated the insurer screamed {Conn} the insurer frustrated the therapist.	The therapist {Comp} frustrated the insurer screamed {Conn} the insurer screamed.
The insurer {Comp} frustrated the therapist screamed {Conn} the insurer frustrated the therapist.	The insurer {Comp} frustrated the therapist screamed {Conn} the insurer screamed.	The insurer {Comp} frustrated the therapist screamed {Conn} the therapist frustrated the insurer.	The insurer {Comp} frustrated the therapist screamed {Conn} the therapist screamed.
The shoes {Comp} destroyed the carpet shone {Conn} the shoes destroyed the carpet.	The shoes {Comp} destroyed the carpet shone {Conn} the shoes shone.	The shoes {Comp} destroyed the carpet shone {Conn} the carpet destroyed the shoes.	The shoes {Comp} destroyed the carpet shone {Conn} the carpet shone.
The carpet {Comp} destroyed the shoes shone {Conn} the carpet destroyed the shoes.	The carpet {Comp} destroyed the shoes shone {Conn} the carpet shone.	The carpet {Comp} destroyed the shoes shone {Conn} the shoes destroyed the carpet.	The carpet {Comp} destroyed the shoes shone {Conn} the shoes shone.
The shoes {Comp} destroyed the carpet deteriorated {Conn} the shoes destroyed the carpet.	The shoes {Comp} destroyed the carpet deteriorated {Conn} the shoes deteriorated.	The shoes {Comp} destroyed the carpet deteriorated {Conn} the carpet destroyed the shoes.	The shoes {Comp} destroyed the carpet deteriorated {Conn} the carpet deteriorated.
The carpet {Comp} destroyed the shoes deteriorated {Conn} the carpet destroyed the shoes.	The carpet {Comp} destroyed the shoes deteriorated {Conn} the carpet deteriorated.	The carpet {Comp} destroyed the shoes deteriorated {Conn} the shoes destroyed the carpet.	The carpet {Comp} destroyed the shoes deteriorated {Conn} the shoes deteriorated.
The principal {Comp} expelled the student smiled {Conn} the principal expelled the student.	The principal {Comp} expelled the student smiled {Conn} the principal smiled.	The principal {Comp} expelled the student smiled {Conn} the student expelled the principal.	The principal {Comp} expelled the student smiled {Conn} the student smiled.
The student {Comp} expelled the principal smiled {Conn} the student expelled the principal.	The student {Comp} expelled the principal smiled {Conn} the student smiled.	The student {Comp} expelled the principal smiled {Conn} the principal expelled the student.	The student {Comp} expelled the principal smiled {Conn} the principal smiled.
The principal {Comp} expelled the student frowned {Conn} the principal expelled the student.	The principal {Comp} expelled the student frowned {Conn} the principal frowned.	The principal {Comp} expelled the student frowned {Conn} the student expelled the principal.	The principal {Comp} expelled the student frowned {Conn} the student frowned.
The student {Comp} expelled the principal frowned {Conn} the student expelled the principal.	The student {Comp} expelled the principal frowned {Conn} the student frowned.	The student {Comp} expelled the principal frowned {Conn} the principal expelled the student.	The student {Comp} expelled the principal frowned {Conn} the principal frowned.
The river {Comp} joined the sea swelled {Conn} the river joined the sea.	The river {Comp} joined the sea swelled {Conn} the river swelled.	The river {Comp} joined the sea swelled {Conn} the sea joined the river.	The river {Comp} joined the sea swelled {Conn} the sea swelled.
The sea {Comp} joined the river swelled {Conn} the sea joined the river.	The sea {Comp} joined the river swelled {Conn} the sea swelled.	The sea {Comp} joined the river swelled {Conn} the river joined the sea.	The sea {Comp} joined the river swelled {Conn} the river swelled.
The river {Comp} joined the sea shimmered {Conn} the river joined the sea.	The river {Comp} joined the sea shimmered {Conn} the river shimmered.	The river {Comp} joined the sea shimmered {Conn} the sea joined the river.	The river {Comp} joined the sea shimmered {Conn} the sea shimmered.
The sea {Comp} joined the river shimmered {Conn} the sea joined the river.	The sea {Comp} joined the river shimmered {Conn} the sea shimmered.	The sea {Comp} joined the river shimmered {Conn} the river joined the sea.	The sea {Comp} joined the river shimmered {Conn} the river shimmered.
