inference	item	correct	crossing	{Prep}	{E/D}	{Comp}	{Conn}	surprisal_idx
The tree that the car hit burned; by contrast, the tree hit the car.	0	False	False			that	; by contrast, 	47
The tree that the car hit burned; in short, the tree hit the car.	0	False	False			that	; in short, 	44
The car that the tree hit shook; by contrast, the car shook.	0	True	False			that	; by contrast, 	48
The car that the tree hit shook; in short, the car shook.	0	True	False			that	; in short, 	45
The car that the tree hit shook; by contrast, the car shook.	0	True	False			that	; by contrast, 	46
The car that the tree hit shook; in short, the car shook.	0	True	False			that	; in short, 	43
The car that the tree hit shook; by contrast, the tree hit the car.	0	True	False			that	; by contrast, 	48
The car that the tree hit shook; in short, the tree hit the car.	0	True	False			that	; in short, 	45
The car that the tree hit shook; by contrast, the tree hit the car.	0	True	False			that	; by contrast, 	46
The car that the tree hit shook; in short, the tree hit the car.	0	True	False			that	; in short, 	43
The car that the tree hit shook; by contrast, the tree shook.	0	False	False			that	; by contrast, 	48
The car that the tree hit shook; in short, the tree shook.	0	False	False			that	; in short, 	45
The car that the tree hit shook; by contrast, the tree shook.	0	False	False			that	; by contrast, 	46
The car that the tree hit shook; in short, the tree shook.	0	False	False			that	; in short, 	43
The car that the tree hit shook; by contrast, the car hit the tree.	0	False	False			that	; by contrast, 	48
The car that the tree hit shook; in short, the car hit the tree.	0	False	False			that	; in short, 	45
The car that the tree hit shook; by contrast, the car hit the tree.	0	False	False			that	; by contrast, 	46
The car that the tree hit shook; in short, the car hit the tree.	0	False	False			that	; in short, 	43
The tree that the car hit shook; by contrast, the tree shook.	0	True	False			that	; by contrast, 	48
The tree that the car hit shook; in short, the tree shook.	0	True	False			that	; in short, 	45
The tree that the car hit shook; by contrast, the tree shook.	0	True	False			that	; by contrast, 	46
The tree that the car hit shook; in short, the tree shook.	0	True	False			that	; in short, 	43
The tree that the car hit shook; by contrast, the car hit the tree.	0	True	False			that	; by contrast, 	48
The tree that the car hit shook; in short, the car hit the tree.	0	True	False			that	; in short, 	45
The tree that the car hit shook; by contrast, the car hit the tree.	0	True	False			that	; by contrast, 	46
The tree that the car hit shook; in short, the car hit the tree.	0	True	False			that	; in short, 	43
The tree that the car hit shook; by contrast, the car shook.	0	False	False			that	; by contrast, 	48
The tree that the car hit shook; in short, the car shook.	0	False	False			that	; in short, 	45
The tree that the car hit shook; by contrast, the car shook.	0	False	False			that	; by contrast, 	46
The tree that the car hit shook; in short, the car shook.	0	False	False			that	; in short, 	43
The tree that the car hit shook; by contrast, the tree hit the car.	0	False	False			that	; by contrast, 	48
The tree that the car hit shook; in short, the tree hit the car.	0	False	False			that	; in short, 	45
The tree that the car hit shook; by contrast, the tree hit the car.	0	False	False			that	; by contrast, 	46
The tree that the car hit shook; in short, the tree hit the car.	0	False	False			that	; in short, 	43
The grandma that the girl kissed smiled; by contrast, the grandma smiled.	1	True	False			that	; by contrast, 	56
The grandma that the girl kissed smiled; in short, the grandma smiled.	1	True	False			that	; in short, 	53
The grandma that the girl kissed smiled; by contrast, the grandma smiled.	1	True	False			that	; by contrast, 	54
The grandma that the girl kissed smiled; in short, the grandma smiled.	1	True	False			that	; in short, 	51
The grandma that the girl kissed smiled; by contrast, the girl kissed the grandma.	1	True	False			that	; by contrast, 	56
The grandma that the girl kissed smiled; in short, the girl kissed the grandma.	1	True	False			that	; in short, 	53
The grandma that the girl kissed smiled; by contrast, the girl kissed the grandma.	1	True	False			that	; by contrast, 	54
The grandma that the girl kissed smiled; in short, the girl kissed the grandma.	1	True	False			that	; in short, 	51
The grandma that the girl kissed smiled; by contrast, the girl smiled.	1	False	False			that	; by contrast, 	56
The grandma that the girl kissed smiled; in short, the girl smiled.	1	False	False			that	; in short, 	53
The grandma that the girl kissed smiled; by contrast, the girl smiled.	1	False	False			that	; by contrast, 	54
The grandma that the girl kissed smiled; in short, the girl smiled.	1	False	False			that	; in short, 	51
The grandma that the girl kissed smiled; by contrast, the grandma kissed the girl.	1	False	False			that	; by contrast, 	56
The grandma that the girl kissed smiled; in short, the grandma kissed the girl.	1	False	False			that	; in short, 	53
The grandma that the girl kissed smiled; by contrast, the grandma kissed the girl.	1	False	False			that	; by contrast, 	54
The grandma that the girl kissed smiled; in short, the grandma kissed the girl.	1	False	False			that	; in short, 	51
The girl that the grandma kissed smiled; by contrast, the girl smiled.	1	True	False			that	; by contrast, 	56
The girl that the grandma kissed smiled; in short, the girl smiled.	1	True	False			that	; in short, 	53
The girl that the grandma kissed smiled; by contrast, the girl smiled.	1	True	False			that	; by contrast, 	54
The girl that the grandma kissed smiled; in short, the girl smiled.	1	True	False			that	; in short, 	51
The girl that the grandma kissed smiled; by contrast, the grandma kissed the girl.	1	True	False			that	; by contrast, 	56
The girl that the grandma kissed smiled; in short, the grandma kissed the girl.	1	True	False			that	; in short, 	53
The girl that the grandma kissed smiled; by contrast, the grandma kissed the girl.	1	True	False			that	; by contrast, 	54
The girl that the grandma kissed smiled; in short, the grandma kissed the girl.	1	True	False			that	; in short, 	51
The girl that the grandma kissed smiled; by contrast, the grandma smiled.	1	False	False			that	; by contrast, 	56
The girl that the grandma kissed smiled; in short, the grandma smiled.	1	False	False			that	; in short, 	53
The girl that the grandma kissed smiled; by contrast, the grandma smiled.	1	False	False			that	; by contrast, 	54
The girl that the grandma kissed smiled; in short, the grandma smiled.	1	False	False			that	; in short, 	51
The girl that the grandma kissed smiled; by contrast, the girl kissed the grandma.	1	False	False			that	; by contrast, 	56
The girl that the grandma kissed smiled; in short, the girl kissed the grandma.	1	False	False			that	; in short, 	53
The girl that the grandma kissed smiled; by contrast, the girl kissed the grandma.	1	False	False			that	; by contrast, 	54
The girl that the grandma kissed smiled; in short, the girl kissed the grandma.	1	False	False			that	; in short, 	51
The grandma that the girl kissed laughed; by contrast, the grandma laughed.	1	True	False			that	; by contrast, 	57
The grandma that the girl kissed laughed; in short, the grandma laughed.	1	True	False			that	; in short, 	54
The grandma that the girl kissed laughed; by contrast, the grandma laughed.	1	True	False			that	; by contrast, 	55
The grandma that the girl kissed laughed; in short, the grandma laughed.	1	True	False			that	; in short, 	52
The grandma that the girl kissed laughed; by contrast, the girl kissed the grandma.	1	True	False			that	; by contrast, 	57
The grandma that the girl kissed laughed; in short, the girl kissed the grandma.	1	True	False			that	; in short, 	54
The grandma that the girl kissed laughed; by contrast, the girl kissed the grandma.	1	True	False			that	; by contrast, 	55
The grandma that the girl kissed laughed; in short, the girl kissed the grandma.	1	True	False			that	; in short, 	52
The grandma that the girl kissed laughed; by contrast, the girl laughed.	1	False	False			that	; by contrast, 	57
The grandma that the girl kissed laughed; in short, the girl laughed.	1	False	False			that	; in short, 	54
The grandma that the girl kissed laughed; by contrast, the girl laughed.	1	False	False			that	; by contrast, 	55
The grandma that the girl kissed laughed; in short, the girl laughed.	1	False	False			that	; in short, 	52
The grandma that the girl kissed laughed; by contrast, the grandma kissed the girl.	1	False	False			that	; by contrast, 	57
The grandma that the girl kissed laughed; in short, the grandma kissed the girl.	1	False	False			that	; in short, 	54
The grandma that the girl kissed laughed; by contrast, the grandma kissed the girl.	1	False	False			that	; by contrast, 	55
The grandma that the girl kissed laughed; in short, the grandma kissed the girl.	1	False	False			that	; in short, 	52
The girl that the grandma kissed laughed; by contrast, the girl laughed.	1	True	False			that	; by contrast, 	57
The girl that the grandma kissed laughed; in short, the girl laughed.	1	True	False			that	; in short, 	54
The girl that the grandma kissed laughed; by contrast, the girl laughed.	1	True	False			that	; by contrast, 	55
The girl that the grandma kissed laughed; in short, the girl laughed.	1	True	False			that	; in short, 	52
The girl that the grandma kissed laughed; by contrast, the grandma kissed the girl.	1	True	False			that	; by contrast, 	57
The girl that the grandma kissed laughed; in short, the grandma kissed the girl.	1	True	False			that	; in short, 	54
The girl that the grandma kissed laughed; by contrast, the grandma kissed the girl.	1	True	False			that	; by contrast, 	55
The girl that the grandma kissed laughed; in short, the grandma kissed the girl.	1	True	False			that	; in short, 	52
The girl that the grandma kissed laughed; by contrast, the grandma laughed.	1	False	False			that	; by contrast, 	57
The girl that the grandma kissed laughed; in short, the grandma laughed.	1	False	False			that	; in short, 	54
The girl that the grandma kissed laughed; by contrast, the grandma laughed.	1	False	False			that	; by contrast, 	55
The girl that the grandma kissed laughed; in short, the grandma laughed.	1	False	False			that	; in short, 	52
The girl that the grandma kissed laughed; by contrast, the girl kissed the grandma.	1	False	False			that	; by contrast, 	57
The girl that the grandma kissed laughed; in short, the girl kissed the grandma.	1	False	False			that	; in short, 	54
The girl that the grandma kissed laughed; by contrast, the girl kissed the grandma.	1	False	False			that	; by contrast, 	55
The girl that the grandma kissed laughed; in short, the girl kissed the grandma.	1	False	False			that	; in short, 	52
The dog that the cat bit jumped; by contrast, the dog jumped.	2	True	False			that	; by contrast, 	48
The dog that the cat bit jumped; in short, the dog jumped.	2	True	False			that	; in short, 	45
The dog that the cat bit jumped; by contrast, the dog jumped.	2	True	False			that	; by contrast, 	46
The dog that the cat bit jumped; in short, the dog jumped.	2	True	False			that	; in short, 	43
The dog that the cat bit jumped; by contrast, the cat bit the dog.	2	True	False			that	; by contrast, 	48
The dog that the cat bit jumped; in short, the cat bit the dog.	2	True	False			that	; in short, 	45
The dog that the cat bit jumped; by contrast, the cat bit the dog.	2	True	False			that	; by contrast, 	46
The dog that the cat bit jumped; in short, the cat bit the dog.	2	True	False			that	; in short, 	43
The dog that the cat bit jumped; by contrast, the cat jumped.	2	False	False			that	; by contrast, 	48
The dog that the cat bit jumped; in short, the cat jumped.	2	False	False			that	; in short, 	45
The dog that the cat bit jumped; by contrast, the cat jumped.	2	False	False			that	; by contrast, 	46
The dog that the cat bit jumped; in short, the cat jumped.	2	False	False			that	; in short, 	43
The dog that the cat bit jumped; by contrast, the dog bit the cat.	2	False	False			that	; by contrast, 	48
The dog that the cat bit jumped; in short, the dog bit the cat.	2	False	False			that	; in short, 	45
The dog that the cat bit jumped; by contrast, the dog bit the cat.	2	False	False			that	; by contrast, 	46
The dog that the cat bit jumped; in short, the dog bit the cat.	2	False	False			that	; in short, 	43
The cat that the dog bit jumped; by contrast, the cat jumped.	2	True	False			that	; by contrast, 	48
The cat that the dog bit jumped; in short, the cat jumped.	2	True	False			that	; in short, 	45
The cat that the dog bit jumped; by contrast, the cat jumped.	2	True	False			that	; by contrast, 	46
The cat that the dog bit jumped; in short, the cat jumped.	2	True	False			that	; in short, 	43
The cat that the dog bit jumped; by contrast, the dog bit the cat.	2	True	False			that	; by contrast, 	48
The cat that the dog bit jumped; in short, the dog bit the cat.	2	True	False			that	; in short, 	45
The cat that the dog bit jumped; by contrast, the dog bit the cat.	2	True	False			that	; by contrast, 	46
The cat that the dog bit jumped; in short, the dog bit the cat.	2	True	False			that	; in short, 	43
The cat that the dog bit jumped; by contrast, the dog jumped.	2	False	False			that	; by contrast, 	48
The cat that the dog bit jumped; in short, the dog jumped.	2	False	False			that	; in short, 	45
The cat that the dog bit jumped; by contrast, the dog jumped.	2	False	False			that	; by contrast, 	46
The cat that the dog bit jumped; in short, the dog jumped.	2	False	False			that	; in short, 	43
The cat that the dog bit jumped; by contrast, the cat bit the dog.	2	False	False			that	; by contrast, 	48
The cat that the dog bit jumped; in short, the cat bit the dog.	2	False	False			that	; in short, 	45
The cat that the dog bit jumped; by contrast, the cat bit the dog.	2	False	False			that	; by contrast, 	46
The cat that the dog bit jumped; in short, the cat bit the dog.	2	False	False			that	; in short, 	43
The dog that the cat bit hid; by contrast, the dog hid.	2	True	False			that	; by contrast, 	45
The dog that the cat bit hid; in short, the dog hid.	2	True	False			that	; in short, 	42
The dog that the cat bit hid; by contrast, the dog hid.	2	True	False			that	; by contrast, 	43
The dog that the cat bit hid; in short, the dog hid.	2	True	False			that	; in short, 	40
The dog that the cat bit hid; by contrast, the cat bit the dog.	2	True	False			that	; by contrast, 	45
The dog that the cat bit hid; in short, the cat bit the dog.	2	True	False			that	; in short, 	42
The dog that the cat bit hid; by contrast, the cat bit the dog.	2	True	False			that	; by contrast, 	43
The dog that the cat bit hid; in short, the cat bit the dog.	2	True	False			that	; in short, 	40
The dog that the cat bit hid; by contrast, the cat hid.	2	False	False			that	; by contrast, 	45
The dog that the cat bit hid; in short, the cat hid.	2	False	False			that	; in short, 	42
The dog that the cat bit hid; by contrast, the cat hid.	2	False	False			that	; by contrast, 	43
The dog that the cat bit hid; in short, the cat hid.	2	False	False			that	; in short, 	40
The dog that the cat bit hid; by contrast, the dog bit the cat.	2	False	False			that	; by contrast, 	45
The dog that the cat bit hid; in short, the dog bit the cat.	2	False	False			that	; in short, 	42
The dog that the cat bit hid; by contrast, the dog bit the cat.	2	False	False			that	; by contrast, 	43
The dog that the cat bit hid; in short, the dog bit the cat.	2	False	False			that	; in short, 	40
The cat that the dog bit hid; by contrast, the cat hid.	2	True	False			that	; by contrast, 	45
The cat that the dog bit hid; in short, the cat hid.	2	True	False			that	; in short, 	42
The cat that the dog bit hid; by contrast, the cat hid.	2	True	False			that	; by contrast, 	43
The cat that the dog bit hid; in short, the cat hid.	2	True	False			that	; in short, 	40
The cat that the dog bit hid; by contrast, the dog bit the cat.	2	True	False			that	; by contrast, 	45
The cat that the dog bit hid; in short, the dog bit the cat.	2	True	False			that	; in short, 	42
The cat that the dog bit hid; by contrast, the dog bit the cat.	2	True	False			that	; by contrast, 	43
The cat that the dog bit hid; in short, the dog bit the cat.	2	True	False			that	; in short, 	40
The cat that the dog bit hid; by contrast, the dog hid.	2	False	False			that	; by contrast, 	45
The cat that the dog bit hid; in short, the dog hid.	2	False	False			that	; in short, 	42
The cat that the dog bit hid; by contrast, the dog hid.	2	False	False			that	; by contrast, 	43
The cat that the dog bit hid; in short, the dog hid.	2	False	False			that	; in short, 	40
The cat that the dog bit hid; by contrast, the cat bit the dog.	2	False	False			that	; by contrast, 	45
The cat that the dog bit hid; in short, the cat bit the dog.	2	False	False			that	; in short, 	42
The cat that the dog bit hid; by contrast, the cat bit the dog.	2	False	False			that	; by contrast, 	43
The cat that the dog bit hid; in short, the cat bit the dog.	2	False	False			that	; in short, 	40
The lion that the tiger chased growled; by contrast, the lion growled.	3	True	False			that	; by contrast, 	55
The lion that the tiger chased growled; in short, the lion growled.	3	True	False			that	; in short, 	52
The lion that the tiger chased growled; by contrast, the lion growled.	3	True	False			that	; by contrast, 	53
The lion that the tiger chased growled; in short, the lion growled.	3	True	False			that	; in short, 	50
The lion that the tiger chased growled; by contrast, the tiger chased the lion.	3	True	False			that	; by contrast, 	55
The lion that the tiger chased growled; in short, the tiger chased the lion.	3	True	False			that	; in short, 	52
The lion that the tiger chased growled; by contrast, the tiger chased the lion.	3	True	False			that	; by contrast, 	53
The lion that the tiger chased growled; in short, the tiger chased the lion.	3	True	False			that	; in short, 	50
The lion that the tiger chased growled; by contrast, the tiger growled.	3	False	False			that	; by contrast, 	55
The lion that the tiger chased growled; in short, the tiger growled.	3	False	False			that	; in short, 	52
The lion that the tiger chased growled; by contrast, the tiger growled.	3	False	False			that	; by contrast, 	53
The lion that the tiger chased growled; in short, the tiger growled.	3	False	False			that	; in short, 	50
The lion that the tiger chased growled; by contrast, the lion chased the tiger.	3	False	False			that	; by contrast, 	55
The lion that the tiger chased growled; in short, the lion chased the tiger.	3	False	False			that	; in short, 	52
The lion that the tiger chased growled; by contrast, the lion chased the tiger.	3	False	False			that	; by contrast, 	53
The lion that the tiger chased growled; in short, the lion chased the tiger.	3	False	False			that	; in short, 	50
The tiger that the lion chased growled; by contrast, the tiger growled.	3	True	False			that	; by contrast, 	55
The tiger that the lion chased growled; in short, the tiger growled.	3	True	False			that	; in short, 	52
The tiger that the lion chased growled; by contrast, the tiger growled.	3	True	False			that	; by contrast, 	53
The tiger that the lion chased growled; in short, the tiger growled.	3	True	False			that	; in short, 	50
The tiger that the lion chased growled; by contrast, the lion chased the tiger.	3	True	False			that	; by contrast, 	55
The tiger that the lion chased growled; in short, the lion chased the tiger.	3	True	False			that	; in short, 	52
The tiger that the lion chased growled; by contrast, the lion chased the tiger.	3	True	False			that	; by contrast, 	53
The tiger that the lion chased growled; in short, the lion chased the tiger.	3	True	False			that	; in short, 	50
The tiger that the lion chased growled; by contrast, the lion growled.	3	False	False			that	; by contrast, 	55
The tiger that the lion chased growled; in short, the lion growled.	3	False	False			that	; in short, 	52
The tiger that the lion chased growled; by contrast, the lion growled.	3	False	False			that	; by contrast, 	53
The tiger that the lion chased growled; in short, the lion growled.	3	False	False			that	; in short, 	50
The tiger that the lion chased growled; by contrast, the tiger chased the lion.	3	False	False			that	; by contrast, 	55
The tiger that the lion chased growled; in short, the tiger chased the lion.	3	False	False			that	; in short, 	52
The tiger that the lion chased growled; by contrast, the tiger chased the lion.	3	False	False			that	; by contrast, 	53
The tiger that the lion chased growled; in short, the tiger chased the lion.	3	False	False			that	; in short, 	50
The lion that the tiger chased yawned; by contrast, the lion yawned.	3	True	False			that	; by contrast, 	54
The lion that the tiger chased yawned; in short, the lion yawned.	3	True	False			that	; in short, 	51
The lion that the tiger chased yawned; by contrast, the lion yawned.	3	True	False			that	; by contrast, 	52
The lion that the tiger chased yawned; in short, the lion yawned.	3	True	False			that	; in short, 	49
The lion that the tiger chased yawned; by contrast, the tiger chased the lion.	3	True	False			that	; by contrast, 	54
The lion that the tiger chased yawned; in short, the tiger chased the lion.	3	True	False			that	; in short, 	51
The lion that the tiger chased yawned; by contrast, the tiger chased the lion.	3	True	False			that	; by contrast, 	52
The lion that the tiger chased yawned; in short, the tiger chased the lion.	3	True	False			that	; in short, 	49
The lion that the tiger chased yawned; by contrast, the tiger yawned.	3	False	False			that	; by contrast, 	54
The lion that the tiger chased yawned; in short, the tiger yawned.	3	False	False			that	; in short, 	51
The lion that the tiger chased yawned; by contrast, the tiger yawned.	3	False	False			that	; by contrast, 	52
The lion that the tiger chased yawned; in short, the tiger yawned.	3	False	False			that	; in short, 	49
The lion that the tiger chased yawned; by contrast, the lion chased the tiger.	3	False	False			that	; by contrast, 	54
The lion that the tiger chased yawned; in short, the lion chased the tiger.	3	False	False			that	; in short, 	51
The lion that the tiger chased yawned; by contrast, the lion chased the tiger.	3	False	False			that	; by contrast, 	52
The lion that the tiger chased yawned; in short, the lion chased the tiger.	3	False	False			that	; in short, 	49
The tiger that the lion chased yawned; by contrast, the tiger yawned.	3	True	False			that	; by contrast, 	54
The tiger that the lion chased yawned; in short, the tiger yawned.	3	True	False			that	; in short, 	51
The tiger that the lion chased yawned; by contrast, the tiger yawned.	3	True	False			that	; by contrast, 	52
The tiger that the lion chased yawned; in short, the tiger yawned.	3	True	False			that	; in short, 	49
The tiger that the lion chased yawned; by contrast, the lion chased the tiger.	3	True	False			that	; by contrast, 	54
The tiger that the lion chased yawned; in short, the lion chased the tiger.	3	True	False			that	; in short, 	51
The tiger that the lion chased yawned; by contrast, the lion chased the tiger.	3	True	False			that	; by contrast, 	52
The tiger that the lion chased yawned; in short, the lion chased the tiger.	3	True	False			that	; in short, 	49
The tiger that the lion chased yawned; by contrast, the lion yawned.	3	False	False			that	; by contrast, 	54
The tiger that the lion chased yawned; in short, the lion yawned.	3	False	False			that	; in short, 	51
The tiger that the lion chased yawned; by contrast, the lion yawned.	3	False	False			that	; by contrast, 	52
The tiger that the lion chased yawned; in short, the lion yawned.	3	False	False			that	; in short, 	49
The tiger that the lion chased yawned; by contrast, the tiger chased the lion.	3	False	False			that	; by contrast, 	54
The tiger that the lion chased yawned; in short, the tiger chased the lion.	3	False	False			that	; in short, 	51
The tiger that the lion chased yawned; by contrast, the tiger chased the lion.	3	False	False			that	; by contrast, 	52
The tiger that the lion chased yawned; in short, the tiger chased the lion.	3	False	False			that	; in short, 	49
The doctor that the patient reviewed sat; by contrast, the doctor sat.	4	True	False			that	; by contrast, 	57
The doctor that the patient reviewed sat; in short, the doctor sat.	4	True	False			that	; in short, 	54
The doctor that the patient reviewed sat; by contrast, the doctor sat.	4	True	False			that	; by contrast, 	55
The doctor that the patient reviewed sat; in short, the doctor sat.	4	True	False			that	; in short, 	52
The doctor that the patient reviewed sat; by contrast, the patient reviewed the doctor.	4	True	False			that	; by contrast, 	57
The doctor that the patient reviewed sat; in short, the patient reviewed the doctor.	4	True	False			that	; in short, 	54
The doctor that the patient reviewed sat; by contrast, the patient reviewed the doctor.	4	True	False			that	; by contrast, 	55
The doctor that the patient reviewed sat; in short, the patient reviewed the doctor.	4	True	False			that	; in short, 	52
The doctor that the patient reviewed sat; by contrast, the patient sat.	4	False	False			that	; by contrast, 	57
The doctor that the patient reviewed sat; in short, the patient sat.	4	False	False			that	; in short, 	54
The doctor that the patient reviewed sat; by contrast, the patient sat.	4	False	False			that	; by contrast, 	55
The doctor that the patient reviewed sat; in short, the patient sat.	4	False	False			that	; in short, 	52
The doctor that the patient reviewed sat; by contrast, the doctor reviewed the patient.	4	False	False			that	; by contrast, 	57
The doctor that the patient reviewed sat; in short, the doctor reviewed the patient.	4	False	False			that	; in short, 	54
The doctor that the patient reviewed sat; by contrast, the doctor reviewed the patient.	4	False	False			that	; by contrast, 	55
The doctor that the patient reviewed sat; in short, the doctor reviewed the patient.	4	False	False			that	; in short, 	52
The patient that the doctor reviewed sat; by contrast, the patient sat.	4	True	False			that	; by contrast, 	57
The patient that the doctor reviewed sat; in short, the patient sat.	4	True	False			that	; in short, 	54
The patient that the doctor reviewed sat; by contrast, the patient sat.	4	True	False			that	; by contrast, 	55
The patient that the doctor reviewed sat; in short, the patient sat.	4	True	False			that	; in short, 	52
The patient that the doctor reviewed sat; by contrast, the doctor reviewed the patient.	4	True	False			that	; by contrast, 	57
The patient that the doctor reviewed sat; in short, the doctor reviewed the patient.	4	True	False			that	; in short, 	54
The patient that the doctor reviewed sat; by contrast, the doctor reviewed the patient.	4	True	False			that	; by contrast, 	55
The patient that the doctor reviewed sat; in short, the doctor reviewed the patient.	4	True	False			that	; in short, 	52
The patient that the doctor reviewed sat; by contrast, the doctor sat.	4	False	False			that	; by contrast, 	57
The patient that the doctor reviewed sat; in short, the doctor sat.	4	False	False			that	; in short, 	54
The patient that the doctor reviewed sat; by contrast, the doctor sat.	4	False	False			that	; by contrast, 	55
The patient that the doctor reviewed sat; in short, the doctor sat.	4	False	False			that	; in short, 	52
The patient that the doctor reviewed sat; by contrast, the patient reviewed the doctor.	4	False	False			that	; by contrast, 	57
The patient that the doctor reviewed sat; in short, the patient reviewed the doctor.	4	False	False			that	; in short, 	54
The patient that the doctor reviewed sat; by contrast, the patient reviewed the doctor.	4	False	False			that	; by contrast, 	55
The patient that the doctor reviewed sat; in short, the patient reviewed the doctor.	4	False	False			that	; in short, 	52
The doctor that the patient reviewed blinked; by contrast, the doctor blinked.	4	True	False			that	; by contrast, 	61
The doctor that the patient reviewed blinked; in short, the doctor blinked.	4	True	False			that	; in short, 	58
The doctor that the patient reviewed blinked; by contrast, the doctor blinked.	4	True	False			that	; by contrast, 	59
The doctor that the patient reviewed blinked; in short, the doctor blinked.	4	True	False			that	; in short, 	56
The doctor that the patient reviewed blinked; by contrast, the patient reviewed the doctor.	4	True	False			that	; by contrast, 	61
The doctor that the patient reviewed blinked; in short, the patient reviewed the doctor.	4	True	False			that	; in short, 	58
The doctor that the patient reviewed blinked; by contrast, the patient reviewed the doctor.	4	True	False			that	; by contrast, 	59
The doctor that the patient reviewed blinked; in short, the patient reviewed the doctor.	4	True	False			that	; in short, 	56
The doctor that the patient reviewed blinked; by contrast, the patient blinked.	4	False	False			that	; by contrast, 	61
The doctor that the patient reviewed blinked; in short, the patient blinked.	4	False	False			that	; in short, 	58
The doctor that the patient reviewed blinked; by contrast, the patient blinked.	4	False	False			that	; by contrast, 	59
The doctor that the patient reviewed blinked; in short, the patient blinked.	4	False	False			that	; in short, 	56
The doctor that the patient reviewed blinked; by contrast, the doctor reviewed the patient.	4	False	False			that	; by contrast, 	61
The doctor that the patient reviewed blinked; in short, the doctor reviewed the patient.	4	False	False			that	; in short, 	58
The doctor that the patient reviewed blinked; by contrast, the doctor reviewed the patient.	4	False	False			that	; by contrast, 	59
The doctor that the patient reviewed blinked; in short, the doctor reviewed the patient.	4	False	False			that	; in short, 	56
The patient that the doctor reviewed blinked; by contrast, the patient blinked.	4	True	False			that	; by contrast, 	61
The patient that the doctor reviewed blinked; in short, the patient blinked.	4	True	False			that	; in short, 	58
The patient that the doctor reviewed blinked; by contrast, the patient blinked.	4	True	False			that	; by contrast, 	59
The patient that the doctor reviewed blinked; in short, the patient blinked.	4	True	False			that	; in short, 	56
The patient that the doctor reviewed blinked; by contrast, the doctor reviewed the patient.	4	True	False			that	; by contrast, 	61
The patient that the doctor reviewed blinked; in short, the doctor reviewed the patient.	4	True	False			that	; in short, 	58
The patient that the doctor reviewed blinked; by contrast, the doctor reviewed the patient.	4	True	False			that	; by contrast, 	59
The patient that the doctor reviewed blinked; in short, the doctor reviewed the patient.	4	True	False			that	; in short, 	56
The patient that the doctor reviewed blinked; by contrast, the doctor blinked.	4	False	False			that	; by contrast, 	61
The patient that the doctor reviewed blinked; in short, the doctor blinked.	4	False	False			that	; in short, 	58
The patient that the doctor reviewed blinked; by contrast, the doctor blinked.	4	False	False			that	; by contrast, 	59
The patient that the doctor reviewed blinked; in short, the doctor blinked.	4	False	False			that	; in short, 	56
The patient that the doctor reviewed blinked; by contrast, the patient reviewed the doctor.	4	False	False			that	; by contrast, 	61
