inference	item	correct	crossing	{Prep}	{E/D}	{Comp}	{Conn}	surprisal_idx
52.80107498168945	0	False	True				, by contrast, 	45
52.29731750488281	0	False	True				; by contrast, 	45
53.27305603027344	0	False	True				, on the other hand, 	51
53.194618225097656	0	False	True				; on the other hand, 	51
53.0787239074707	0	False	True				, thus, 	38
52.882118225097656	0	False	True				; thus, 	38
52.62261199951172	0	False	True				, that is, 	41
52.36753463745117	0	False	True				; that is, 	41
53.16860580444336	0	False	True				, therefore, 	43
53.03609848022461	0	False	True				; therefore, 	43
53.01714324951172	0	False	True				, in short, 	42
53.211978912353516	0	False	True				; in short, 	42
52.80107498168945	0	False	False				, by contrast, 	45
52.29731750488281	0	False	False				; by contrast, 	45
53.27305603027344	0	False	False				, on the other hand, 	51
53.194618225097656	0	False	False				; on the other hand, 	51
53.0787239074707	0	False	False				, thus, 	38
52.882118225097656	0	False	False				; thus, 	38
52.62261199951172	0	False	False				, that is, 	41
52.36753463745117	0	False	False				; that is, 	41
53.16860580444336	0	False	False				, therefore, 	43
53.03609848022461	0	False	False				; therefore, 	43
53.01714324951172	0	False	False				, in short, 	42
53.211978912353516	0	False	False				; in short, 	42
54.467201232910156	0	True	True				, by contrast, 	45
53.568389892578125	0	True	True				; by contrast, 	45
54.87248229980469	0	True	True				, on the other hand, 	51
54.3520622253418	0	True	True				; on the other hand, 	51
53.8929557800293	0	True	True				, thus, 	38
53.88737869262695	0	True	True				; thus, 	38
52.90818786621094	0	True	True				, that is, 	41
52.84085464477539	0	True	True				; that is, 	41
54.2282600402832	0	True	True				, therefore, 	43
54.312625885009766	0	True	True				; therefore, 	43
53.34437942504883	0	True	True				, in short, 	42
54.00196838378906	0	True	True				; in short, 	42
39.59960174560547	0	True	False				, by contrast, 	45
39.58066177368164	0	True	False				; by contrast, 	45
39.4848518371582	0	True	False				, on the other hand, 	51
39.9046630859375	0	True	False				; on the other hand, 	51
38.518367767333984	0	True	False				, thus, 	38
38.73222351074219	0	True	False				; thus, 	38
37.033935546875	0	True	False				, that is, 	41
37.65959548950195	0	True	False				; that is, 	41
38.748512268066406	0	True	False				, therefore, 	43
39.527565002441406	0	True	False				; therefore, 	43
37.71971130371094	0	True	False				, in short, 	42
39.038448333740234	0	True	False				; in short, 	42
53.3817138671875	0	False	True				, by contrast, 	45
52.74205017089844	0	False	True				; by contrast, 	45
53.75910186767578	0	False	True				, on the other hand, 	51
53.52661895751953	0	False	True				; on the other hand, 	51
53.83051300048828	0	False	True				, thus, 	38
54.100128173828125	0	False	True				; thus, 	38
53.8250732421875	0	False	True				, that is, 	41
53.6815299987793	0	False	True				; that is, 	41
54.01443862915039	0	False	True				, therefore, 	43
54.282657623291016	0	False	True				; therefore, 	43
53.615318298339844	0	False	True				, in short, 	42
54.091529846191406	0	False	True				; in short, 	42
53.3817138671875	0	False	False				, by contrast, 	45
52.74205017089844	0	False	False				; by contrast, 	45
53.75910186767578	0	False	False				, on the other hand, 	51
53.52661895751953	0	False	False				; on the other hand, 	51
53.83051300048828	0	False	False				, thus, 	38
54.100128173828125	0	False	False				; thus, 	38
53.8250732421875	0	False	False				, that is, 	41
53.6815299987793	0	False	False				; that is, 	41
54.01443862915039	0	False	False				, therefore, 	43
54.282657623291016	0	False	False				; therefore, 	43
53.615318298339844	0	False	False				, in short, 	42
54.091529846191406	0	False	False				; in short, 	42
62.31660461425781	1	True	True				, by contrast, 	53
61.286827087402344	1	True	True				; by contrast, 	53
61.8311767578125	1	True	True				, on the other hand, 	59
61.994632720947266	1	True	True				; on the other hand, 	59
60.15155029296875	1	True	True				, thus, 	46
59.809608459472656	1	True	True				; thus, 	46
59.35624694824219	1	True	True				, that is, 	49
59.93317794799805	1	True	True				; that is, 	49
60.580230712890625	1	True	True				, therefore, 	51
60.41390609741211	1	True	True				; therefore, 	51
59.84181213378906	1	True	True				, in short, 	50
59.665184020996094	1	True	True				; in short, 	50
42.32611846923828	1	True	False				, by contrast, 	53
42.41388702392578	1	True	False				; by contrast, 	53
42.463172912597656	1	True	False				, on the other hand, 	59
43.3258171081543	1	True	False				; on the other hand, 	59
40.536434173583984	1	True	False				, thus, 	46
40.76826477050781	1	True	False				; thus, 	46
40.89136505126953	1	True	False				, that is, 	49
41.84043884277344	1	True	False				; that is, 	49
40.34523391723633	1	True	False				, therefore, 	51
40.90343475341797	1	True	False				; therefore, 	51
39.57292556762695	1	True	False				, in short, 	50
41.0090446472168	1	True	False				; in short, 	50
60.46315383911133	1	False	True				, by contrast, 	53
60.11888122558594	1	False	True				; by contrast, 	53
59.88581085205078	1	False	True				, on the other hand, 	59
60.2501220703125	1	False	True				; on the other hand, 	59
59.69034194946289	1	False	True				, thus, 	46
59.441436767578125	1	False	True				; thus, 	46
58.15154266357422	1	False	True				, that is, 	49
58.776161193847656	1	False	True				; that is, 	49
60.14875030517578	1	False	True				, therefore, 	51
60.17877960205078	1	False	True				; therefore, 	51
60.15319061279297	1	False	True				, in short, 	50
59.634971618652344	1	False	True				; in short, 	50
39.16126251220703	1	False	False				, by contrast, 	53
39.01706314086914	1	False	False				; by contrast, 	53
39.200469970703125	1	False	False				, on the other hand, 	59
39.541812896728516	1	False	False				; on the other hand, 	59
39.485965728759766	1	False	False				, thus, 	46
39.029380798339844	1	False	False				; thus, 	46
38.67367172241211	1	False	False				, that is, 	49
38.96712112426758	1	False	False				; that is, 	49
39.053890228271484	1	False	False				, therefore, 	51
38.913597106933594	1	False	False				; therefore, 	51
38.886474609375	1	False	False				, in short, 	50
38.93558120727539	1	False	False				; in short, 	50
62.44248962402344	1	True	True				, by contrast, 	53
62.07643508911133	1	True	True				; by contrast, 	53
61.30193328857422	1	True	True				, on the other hand, 	59
61.85828399658203	1	True	True				; on the other hand, 	59
61.08924102783203	1	True	True				, thus, 	46
61.09196472167969	1	True	True				; thus, 	46
60.23899459838867	1	True	True				, that is, 	49
61.37471008300781	1	True	True				; that is, 	49
61.68540954589844	1	True	True				, therefore, 	51
61.875675201416016	1	True	True				; therefore, 	51
60.78015899658203	1	True	True				, in short, 	50
61.17488479614258	1	True	True				; in short, 	50
38.88079833984375	1	True	False				, by contrast, 	53
39.54874801635742	1	True	False				; by contrast, 	53
39.00335693359375	1	True	False				, on the other hand, 	59
40.24773406982422	1	True	False				; on the other hand, 	59
39.61478042602539	1	True	False				, thus, 	46
39.266990661621094	1	True	False				; thus, 	46
39.39003372192383	1	True	False				, that is, 	49
40.116371154785156	1	True	False				; that is, 	49
39.106361389160156	1	True	False				, therefore, 	51
39.29970932006836	1	True	False				; therefore, 	51
38.02088165283203	1	True	False				, in short, 	50
39.41967010498047	1	True	False				; in short, 	50
63.06059265136719	1	False	True				, by contrast, 	53
63.0045166015625	1	False	True				; by contrast, 	53
62.195247650146484	1	False	True				, on the other hand, 	59
62.92063903808594	1	False	True				; on the other hand, 	59
61.22682189941406	1	False	True				, thus, 	46
60.83019256591797	1	False	True				; thus, 	46
59.461666107177734	1	False	True				, that is, 	49
60.537353515625	1	False	True				; that is, 	49
61.62303161621094	1	False	True				, therefore, 	51
61.35960388183594	1	False	True				; therefore, 	51
60.28757095336914	1	False	True				, in short, 	50
61.152164459228516	1	False	True				; in short, 	50
43.773590087890625	1	False	False				, by contrast, 	53
43.95807647705078	1	False	False				; by contrast, 	53
43.6278190612793	1	False	False				, on the other hand, 	59
44.489253997802734	1	False	False				; on the other hand, 	59
42.313194274902344	1	False	False				, thus, 	46
42.16126251220703	1	False	False				; thus, 	46
41.52644348144531	1	False	False				, that is, 	49
42.861900329589844	1	False	False				; that is, 	49
42.226295471191406	1	False	False				, therefore, 	51
42.24339294433594	1	False	False				; therefore, 	51
40.778717041015625	1	False	False				, in short, 	50
42.52534484863281	1	False	False				; in short, 	50
62.11518478393555	1	True	True				, by contrast, 	54
61.16304016113281	1	True	True				; by contrast, 	54
61.864009857177734	1	True	True				, on the other hand, 	60
62.044857025146484	1	True	True				; on the other hand, 	60
60.6390495300293	1	True	True				, thus, 	47
60.49589538574219	1	True	True				; thus, 	47
59.62937545776367	1	True	True				, that is, 	50
60.170379638671875	1	True	True				; that is, 	50
61.139930725097656	1	True	True				, therefore, 	52
61.09077072143555	1	True	True				; therefore, 	52
60.17556381225586	1	True	True				, in short, 	51
59.973114013671875	1	True	True				; in short, 	51
42.012123107910156	1	True	False				, by contrast, 	54
41.890403747558594	1	True	False				; by contrast, 	54
42.40428924560547	1	True	False				, on the other hand, 	60
43.13833236694336	1	True	False				; on the other hand, 	60
41.585357666015625	1	True	False				, thus, 	47
42.00213623046875	1	True	False				; thus, 	47
41.448665618896484	1	True	False				, that is, 	50
42.49993133544922	1	True	False				; that is, 	50
41.659385681152344	1	True	False				, therefore, 	52
42.50218200683594	1	True	False				; therefore, 	52
39.95533752441406	1	True	False				, in short, 	51
41.77629852294922	1	True	False				; in short, 	51
60.373897552490234	1	False	True				, by contrast, 	54
60.119598388671875	1	False	True				; by contrast, 	54
60.01405715942383	1	False	True				, on the other hand, 	60
60.44965362548828	1	False	True				; on the other hand, 	60
60.13097381591797	1	False	True				, thus, 	47
60.1611442565918	1	False	True				; thus, 	47
58.502037048339844	1	False	True				, that is, 	50
59.19894790649414	1	False	True				; that is, 	50
60.673866271972656	1	False	True				, therefore, 	52
60.88493728637695	1	False	True				; therefore, 	52
60.17599105834961	1	False	True				, in short, 	51
60.00807189941406	1	False	True				; in short, 	51
60.373897552490234	1	False	False				, by contrast, 	54
60.119598388671875	1	False	False				; by contrast, 	54
60.01405715942383	1	False	False				, on the other hand, 	60
60.44965362548828	1	False	False				; on the other hand, 	60
60.13097381591797	1	False	False				, thus, 	47
60.1611442565918	1	False	False				; thus, 	47
58.502037048339844	1	False	False				, that is, 	50
59.19894790649414	1	False	False				; that is, 	50
60.673866271972656	1	False	False				, therefore, 	52
60.88493728637695	1	False	False				; therefore, 	52
60.17599105834961	1	False	False				, in short, 	51
60.00807189941406	1	False	False				; in short, 	51
62.55278396606445	1	True	True				, by contrast, 	54
62.12336730957031	1	True	True				; by contrast, 	54
61.63371276855469	1	True	True				, on the other hand, 	60
62.09774398803711	1	True	True				; on the other hand, 	60
61.616668701171875	1	True	True				, thus, 	47
61.94965362548828	1	True	True				; thus, 	47
60.73940658569336	1	True	True				, that is, 	50
61.92265319824219	1	True	True				; that is, 	50
62.34850311279297	1	True	True				, therefore, 	52
62.68509292602539	1	True	True				; therefore, 	52
61.309566497802734	1	True	True				, in short, 	51
61.744361877441406	1	True	True				; in short, 	51
39.063941955566406	1	True	False				, by contrast, 	54
39.16938781738281	1	True	False				; by contrast, 	54
39.36025619506836	1	True	False				, on the other hand, 	60
40.14802551269531	1	True	False				; on the other hand, 	60
40.30422592163086	1	True	False				, thus, 	47
40.234413146972656	1	True	False				; thus, 	47
39.754608154296875	1	True	False				, that is, 	50
40.51338577270508	1	True	False				; that is, 	50
40.26415252685547	1	True	False				, therefore, 	52
40.67710876464844	1	True	False				; therefore, 	52
38.36571502685547	1	True	False				, in short, 	51
39.76750564575195	1	True	False				; in short, 	51
63.02756118774414	1	False	True				, by contrast, 	54
62.966064453125	1	False	True				; by contrast, 	54
62.387420654296875	1	False	True				, on the other hand, 	60
63.010990142822266	1	False	True				; on the other hand, 	60
61.75517272949219	1	False	True				, thus, 	47
61.618080139160156	1	False	True				; thus, 	47
59.90789031982422	1	False	True				, that is, 	50
60.94774627685547	1	False	True				; that is, 	50
62.24687957763672	1	False	True				, therefore, 	52
62.146724700927734	1	False	True				; therefore, 	52
60.74538803100586	1	False	True				, in short, 	51
61.51679992675781	1	False	True				; in short, 	51
63.02756118774414	1	False	False				, by contrast, 	54
62.966064453125	1	False	False				; by contrast, 	54
62.387420654296875	1	False	False				, on the other hand, 	60
63.010990142822266	1	False	False				; on the other hand, 	60
61.75517272949219	1	False	False				, thus, 	47
61.618080139160156	1	False	False				; thus, 	47
59.90789031982422	1	False	False				, that is, 	50
60.94774627685547	1	False	False				; that is, 	50
62.24687957763672	1	False	False				, therefore, 	52
62.146724700927734	1	False	False				; therefore, 	52
60.74538803100586	1	False	False				, in short, 	51
61.51679992675781	1	False	False				; in short, 	51
57.675899505615234	2	True	True				, by contrast, 	45
56.31043243408203	2	True	True				; by contrast, 	45
58.61766052246094	2	True	True				, on the other hand, 	51
57.64075469970703	2	True	True				; on the other hand, 	51
58.24358367919922	2	True	True				, thus, 	38
57.28926467895508	2	True	True				; thus, 	38
58.02748489379883	2	True	True				, that is, 	41
57.75041198730469	2	True	True				; that is, 	41
58.596683502197266	2	True	True				, therefore, 	43
57.52655792236328	2	True	True				; therefore, 	43
58.3613166809082	2	True	True				, in short, 	42
58.09089660644531	2	True	True				; in short, 	42
40.09529495239258	2	True	False				, by contrast, 	45
39.00889587402344	2	True	False				; by contrast, 	45
40.89903259277344	2	True	False				, on the other hand, 	51
40.28496551513672	2	True	False				; on the other hand, 	51
40.78297424316406	2	True	False				, thus, 	38
39.831809997558594	2	True	False				; thus, 	38
38.914825439453125	2	True	False				, that is, 	41
38.5755615234375	2	True	False				; that is, 	41
40.244285583496094	2	True	False				, therefore, 	43
39.525577545166016	2	True	False				; therefore, 	43
39.70741271972656	2	True	False				, in short, 	42
40.08720016479492	2	True	False				; in short, 	42
56.834266662597656	2	False	True				, by contrast, 	45
55.64216995239258	2	False	True				; by contrast, 	45
57.55438995361328	2	False	True				, on the other hand, 	51
56.57902526855469	2	False	True				; on the other hand, 	51
57.47124481201172	2	False	True				, thus, 	38
56.27070999145508	2	False	True				; thus, 	38
56.97061538696289	2	False	True				, that is, 	41
56.191017150878906	2	False	True				; that is, 	41
57.77128601074219	2	False	True				, therefore, 	43
56.414573669433594	2	False	True				; therefore, 	43
57.655517578125	2	False	True				, in short, 	42
56.64144515991211	2	False	True				; in short, 	42
38.921539306640625	2	False	False				, by contrast, 	45
38.251976013183594	2	False	False				; by contrast, 	45
39.79339599609375	2	False	False				, on the other hand, 	51
39.19951629638672	2	False	False				; on the other hand, 	51
39.83201599121094	2	False	False				, thus, 	38
38.886173248291016	2	False	False				; thus, 	38
37.708099365234375	2	False	False				, that is, 	41
37.21642303466797	2	False	False				; that is, 	41
39.373992919921875	2	False	False				, therefore, 	43
38.445838928222656	2	False	False				; therefore, 	43
39.0977668762207	2	False	False				, in short, 	42
38.625831604003906	2	False	False				; in short, 	42
56.2599983215332	2	True	True				, by contrast, 	45
54.8863639831543	2	True	True				; by contrast, 	45
57.313140869140625	2	True	True				, on the other hand, 	51
56.13103485107422	2	True	True				; on the other hand, 	51
57.3651237487793	2	True	True				, thus, 	38
56.186683654785156	2	True	True				; thus, 	38
56.58483123779297	2	True	True				, that is, 	41
56.17138671875	2	True	True				; that is, 	41
57.883392333984375	2	True	True				, therefore, 	43
56.579002380371094	2	True	True				; therefore, 	43
57.256248474121094	2	True	True				, in short, 	42
56.37371063232422	2	True	True				; in short, 	42
38.10215759277344	2	True	False				, by contrast, 	45
37.470672607421875	2	True	False				; by contrast, 	45
39.10161209106445	2	True	False				, on the other hand, 	51
38.59663391113281	2	True	False				; on the other hand, 	51
39.155860900878906	2	True	False				, thus, 	38
38.313941955566406	2	True	False				; thus, 	38
37.055419921875	2	True	False				, that is, 	41
36.745113372802734	2	True	False				; that is, 	41
38.70933151245117	2	True	False				, therefore, 	43
38.1297607421875	2	True	False				; therefore, 	43
38.04813003540039	2	True	False				, in short, 	42
38.01095962524414	2	True	False				; in short, 	42
58.32181167602539	2	False	True				, by contrast, 	45
57.347442626953125	2	False	True				; by contrast, 	45
59.23692321777344	2	False	True				, on the other hand, 	51
58.753173828125	2	False	True				; on the other hand, 	51
58.73893356323242	2	False	True				, thus, 	38
58.12855529785156	2	False	True				; thus, 	38
58.58525848388672	2	False	True				, that is, 	41
58.48397445678711	2	False	True				; that is, 	41
58.821475982666016	2	False	True				, therefore, 	43
57.963523864746094	2	False	True				; therefore, 	43
58.7244873046875	2	False	True				, in short, 	42
58.54243087768555	2	False	True				; in short, 	42
40.19279861450195	2	False	False				, by contrast, 	45
39.31585693359375	2	False	False				; by contrast, 	45
41.09900665283203	2	False	False				, on the other hand, 	51
40.64542007446289	2	False	False				; on the other hand, 	51
41.09061813354492	2	False	False				, thus, 	38
40.19623565673828	2	False	False				; thus, 	38
39.31563186645508	2	False	False				, that is, 	41
38.973785400390625	2	False	False				; that is, 	41
40.44243240356445	2	False	False				, therefore, 	43
39.70343017578125	2	False	False				; therefore, 	43
40.20174789428711	2	False	False				, in short, 	42
40.340721130371094	2	False	False				; in short, 	42
56.38282012939453	2	True	True				, by contrast, 	42
55.65298080444336	2	True	True				; by contrast, 	42
57.005409240722656	2	True	True				, on the other hand, 	48
56.73917770385742	2	True	True				; on the other hand, 	48
57.86189651489258	2	True	True				, thus, 	35
57.17546844482422	2	True	True				; thus, 	35
55.71417236328125	2	True	True				, that is, 	38
56.41643524169922	2	True	True				; that is, 	38
57.699623107910156	2	True	True				, therefore, 	40
57.21441650390625	2	True	True				; therefore, 	40
55.26079177856445	2	True	True				, in short, 	39
56.91041946411133	2	True	True				; in short, 	39
37.64166259765625	2	True	False				, by contrast, 	42
36.84315490722656	2	True	False				; by contrast, 	42
37.850032806396484	2	True	False				, on the other hand, 	48
37.76154708862305	2	True	False				; on the other hand, 	48
38.29047393798828	2	True	False				, thus, 	35
37.21752166748047	2	True	False				; thus, 	35
36.8161506652832	2	True	False				, that is, 	38
36.695838928222656	2	True	False				; that is, 	38
37.89070129394531	2	True	False				, therefore, 	40
37.05427932739258	2	True	False				; therefore, 	40
36.296077728271484	2	True	False				, in short, 	39
37.58966064453125	2	True	False				; in short, 	39
56.01893997192383	2	False	True				, by contrast, 	42
55.08891296386719	2	False	True				; by contrast, 	42
56.3554573059082	2	False	True				, on the other hand, 	48
55.82769775390625	2	False	True				; on the other hand, 	48
57.21892166137695	2	False	True				, thus, 	35
56.17628479003906	2	False	True				; thus, 	35
55.36820983886719	2	False	True				, that is, 	38
55.42341613769531	2	False	True				; that is, 	38
57.31590270996094	2	False	True				, therefore, 	40
56.361839294433594	2	False	True				; therefore, 	40
55.68840026855469	2	False	True				, in short, 	39
55.7427864074707	2	False	True				; in short, 	39
56.01893997192383	2	False	False				, by contrast, 	42
55.08891296386719	2	False	False				; by contrast, 	42
56.3554573059082	2	False	False				, on the other hand, 	48
55.82769775390625	2	False	False				; on the other hand, 	48
57.21892166137695	2	False	False				, thus, 	35
56.17628479003906	2	False	False				; thus, 	35
55.36820983886719	2	False	False				, that is, 	38
55.42341613769531	2	False	False				; that is, 	38
57.31590270996094	2	False	False				, therefore, 	40
56.361839294433594	2	False	False				; therefore, 	40
55.68840026855469	2	False	False				, in short, 	39
55.7427864074707	2	False	False				; in short, 	39
55.341644287109375	2	True	True				, by contrast, 	42
54.434017181396484	2	True	True				; by contrast, 	42
55.84906768798828	2	True	True				, on the other hand, 	48
55.294700622558594	2	True	True				; on the other hand, 	48
56.91455078125	2	True	True				, thus, 	35
56.04701232910156	2	True	True				; thus, 	35
54.86906814575195	2	True	True				, that is, 	38
55.246280670166016	2	True	True				; that is, 	38
57.07931137084961	2	True	True				, therefore, 	40
56.37724304199219	2	True	True				; therefore, 	40
55.14711380004883	2	True	True				, in short, 	39
55.18962097167969	2	True	True				; in short, 	39
35.46379852294922	2	True	False				, by contrast, 	42
35.09278106689453	2	True	False				; by contrast, 	42
35.69708251953125	2	True	False				, on the other hand, 	48
35.9921875	2	True	False				; on the other hand, 	48
36.08784484863281	2	True	False				, thus, 	35
35.280086517333984	2	True	False				; thus, 	35
35.11869812011719	2	True	False				, that is, 	38
35.280696868896484	2	True	False				; that is, 	38
36.01863098144531	2	True	False				, therefore, 	40
35.465396881103516	2	True	False				; therefore, 	40
35.03327178955078	2	True	False				, in short, 	39
35.22272491455078	2	True	False				; in short, 	39
57.44591522216797	2	False	True				, by contrast, 	42
56.95146942138672	2	False	True				; by contrast, 	42
57.94296646118164	2	False	True				, on the other hand, 	48
58.07453918457031	2	False	True				; on the other hand, 	48
58.361663818359375	2	False	True				, thus, 	35
57.999332427978516	2	False	True				; thus, 	35
56.528282165527344	2	False	True				, that is, 	38
57.32825469970703	2	False	True				; that is, 	38
58.161720275878906	2	False	True				, therefore, 	40
57.83173751831055	2	False	True				; therefore, 	40
56.013465881347656	2	False	True				, in short, 	39
57.64310836791992	2	False	True				; in short, 	39
57.44591522216797	2	False	False				, by contrast, 	42
56.95146942138672	2	False	False				; by contrast, 	42
57.94296646118164	2	False	False				, on the other hand, 	48
58.07453918457031	2	False	False				; on the other hand, 	48
58.361663818359375	2	False	False				, thus, 	35
57.999332427978516	2	False	False				; thus, 	35
56.528282165527344	2	False	False				, that is, 	38
57.32825469970703	2	False	False				; that is, 	38
58.161720275878906	2	False	False				, therefore, 	40
57.83173751831055	2	False	False				; therefore, 	40
56.013465881347656	2	False	False				, in short, 	39
57.64310836791992	2	False	False				; in short, 	39
57.803741455078125	3	True	True				, by contrast, 	52
56.12588882446289	3	True	True				; by contrast, 	52
58.274383544921875	3	True	True				, on the other hand, 	58
56.75706100463867	3	True	True				; on the other hand, 	58
59.75953674316406	3	True	True				, thus, 	45
58.50029373168945	3	True	True				; thus, 	45
57.75448226928711	3	True	True				, that is, 	48
57.337242126464844	3	True	True				; that is, 	48
60.1479606628418	3	True	True				, therefore, 	50
59.17997741699219	3	True	True				; therefore, 	50
59.502010345458984	3	True	True				, in short, 	49
57.65959930419922	3	True	True				; in short, 	49
60.68153381347656	3	True	False				, by contrast, 	52
61.25296401977539	3	True	False				; by contrast, 	52
61.42612075805664	3	True	False				, on the other hand, 	58
63.552608489990234	3	True	False				; on the other hand, 	58
60.05677032470703	3	True	False				, thus, 	45
59.90608596801758	3	True	False				; thus, 	45
57.92205810546875	3	True	False				, that is, 	48
58.98865509033203	3	True	False				; that is, 	48
61.023494720458984	3	True	False				, therefore, 	50
61.00208282470703	3	True	False				; therefore, 	50
58.583961486816406	3	True	False				, in short, 	49
59.956993103027344	3	True	False				; in short, 	49
61.21898651123047	3	False	True				, by contrast, 	52
60.06843566894531	3	False	True				; by contrast, 	52
61.316314697265625	3	False	True				, on the other hand, 	58
60.86998748779297	3	False	True				; on the other hand, 	58
62.205955505371094	3	False	True				, thus, 	45
